"X1010_TCX"	"X1015_TCX"	"X1019_TCX"	"X1029_TCX"	"X1034_TCX"	"X1036_TCX"	"X1045_TCX"	"X1046_TCX"	"X1047_TCX"	"X1052_TCX"	"X1058_TCX"	"X1078_TCX"	"X1085_TCX"	"X1089_TCX"	"X1098_TCX"	"X1103_TCX"	"X1104_TCX"	"X1105_TCX"	"X1114_TCX"	"X1119_TCX"	"X1121_TCX"	"X1123_TCX"	"X1195_TCX"	"X1214_TCX"	"X142_TCX"	"X149_TCX"	"X731_TCX"	"X732_TCX"	"X736_TCX"	"X791_TCX"	"X797_TCX"	"X813_TCX"	"X816_TCX"	"X828_TCX"	"X834_TCX"	"X850_TCX"	"X859_TCX"	"X892_TCX"	"X894_TCX"	"X962_TCX"	"X976_TCX"	"X991_TCX"
"ENSG00000127720"	471.493877452335	368.058115744811	497.848021245794	526.198417157981	478.500238366687	341.171805647982	511.730612217286	530.536089792529	494.025602864158	450.481979776001	499.628834335497	505.908436994727	570.536746249648	477.884642479437	363.298421079238	400.224580262798	324.109508691214	411.57092170165	477.813634578852	524.03894126928	490.317122029821	372.14839623736	492.816783393513	371.591215545817	398.31378575754	538.426603494192	439.012843836227	404.522408879351	323.591062943631	459.992115854983	352.690283100285	403.959596724389	465.7896340288	682.169000231112	428.07416370862	448.938124707264	462.840635790626	372.438457240629	392.160326070421	615.583717127481	473.189105504044	316.678455807152
"ENSG00000172350"	344.063099762515	532.017461205992	392.308504964566	360.445915753217	442.266367309966	490.954549590999	569.559444727982	302.776133016179	823.781608716836	886.935108970742	400.962635958319	146.769041062207	505.314454503018	481.883677144537	880.452730866896	699.994385399873	582.051332217094	611.281534999684	310.751983358348	304.895384011217	488.547024116356	378.150789725059	610.965083515932	532.910755228881	467.018565396941	334.454408298621	702.420550137964	802.555153445129	431.773873927744	364.469559538324	364.173222550061	324.165108482535	888.172348757426	315.261067930151	184.659443168425	242.943882300433	433.977522645553	717.244383782759	656.640545978379	268.707178111202	183.224200710269	566.397536630205
"ENSG00000204923"	169.907703586427	141.508480729983	136.455132161588	156.105530423534	189.694972002829	178.075040021142	188.762038195289	176.242823695985	203.207575562351	193.286385786242	194.183475529552	174.566207930049	169.704603767931	181.956077262045	185.619685086933	162.641064489264	123.363480816725	201.229325186231	129.84066157034	205.804384207572	167.274252822448	167.316718469619	188.398640735749	172.445025178448	173.066470230896	181.475261901942	199.82653581511	217.403754504678	179.028191628577	188.262902255165	169.783461864556	152.108243211035	232.06006856632	183.99195432101	209.840276327755	205.070501409491	211.319221240709	135.7598247361	199.728166068424	177.83529605905	163.893207057351	162.278014667347
"ENSG00000157214"	1414.48163235701	1505.5685954589	814.466570089479	1271.64617479845	2035.49099171575	1293.95648239662	2086.20241057452	1492.18924062601	3337.71484890736	3223.5181113383	1592.30449934233	703.824265093763	1871.18322438148	1253.69736750882	2313.79404244728	2306.47352729138	1431.01637747401	2733.68139875635	985.057819113648	1257.69345904627	1747.08664059001	1064.67454488067	1928.69116956597	2018.16306886261	1981.13275972855	1283.82499328977	2550.31139396355	2551.51968595291	1517.43146380371	1500.53879728501	904.691586650265	1036.08155826533	2735.4706643591	1489.15125602501	735.490168528782	847.994235558165	1719.41688307074	2178.16426766858	3036.96252515	964.414490166386	591.696501376282	1514.85738934615
"ENSG00000148798"	4003.45026575519	3982.64733746788	1865.59751002171	2402.09577432618	4899.03250728654	5492.86607093252	5593.03010282689	3652.29359259218	10488.9179721405	11435.8513654901	3459.61478565084	1792.36131963846	5091.13811303792	3597.13168125735	9455.68513442847	7322.83420261713	3280.34710353565	8161.5576871759	2238.45300547267	3870.26578079239	3630.47082051683	3094.23384290902	6674.84675736657	6720.90578776132	4208.38517310204	3190.06514103662	8154.53742114188	9740.98613467228	5705.92525190545	3762.47583472514	2804.29785562761	1781.66130777516	9992.77367196912	3615.28050595668	1332.48575468125	2247.46184652834	3874.87293972598	8836.40275162846	8405.91098928156	982.979713381342	779.963569996008	4175.11396959678
"ENSG00000157954"	2766.30979901652	2826.08763919398	2837.84032667303	2531.01438652989	2656.79531012951	3101.33492597568	2606.66190317078	2493.61000296012	2922.78201497465	3655.29495700596	2548.52691127434	2388.332577285	2574.69745865823	3387.18236133961	2723.74553945746	3205.78294270261	2845.21046210938	2829.36024771282	2879.86587363015	2490.61416814163	2617.08976505809	2762.60160271363	2509.85307827625	2257.36100701336	2837.76830333374	2551.15223549755	2869.22647132504	3146.40558136372	2585.85639352292	2524.3922164461	2814.96058511669	2685.58324488992	2742.14865194374	2287.52570109045	2714.28397429951	2570.77119559736	2439.96388622809	2947.06946971375	3107.18658353936	2606.94818618432	2890.40379010374	3019.4739331065
"ENSG00000288662"	76.4584666138922	108.852677484602	110.86979488129	141.196575270725	115.095825709582	79.8841301029422	132.024315731965	110.264740979027	122.897994801182	88.070006426796	74.5244689870174	98.957914049518	129.178131226335	124.969833284372	84.3725841304241	145.898601968311	124.484967005968	141.99956154651	91.7540675097071	179.12603810659	116.826462288694	106.542484406664	109.633107320803	165.769733881218	93.0558407774165	98.9865064919685	126.153116044893	129.793286271449	110.097551001531	101.08697707297	82.841206030532	107.223843574992	164.445444271817	139.87692433761	101.772534018961	100.687768710065	126.791532744425	98.5159790120372	99.4080826550602	115.299807334988	98.3359242344105	107.134999974559
"ENSG00000122970"	569.190807014531	542.222399720174	648.161877767544	495.503509490432	548.83657630032	473.479896130981	522.641712691003	687.798917090485	632.742151451632	517.508710330907	536.366248624872	425.852596415342	605.364183590081	524.873299794361	647.187351212194	535.758800670518	366.725983882447	526.233669260597	595.535834402627	535.472518169701	560.235989611691	465.1854952967	592.870298812499	787.684373073169	572.249936743365	526.428239070924	443.049743549664	519.173145085798	564.848305138291	613.013686653516	594.652221506294	739.345805115935	554.272969525311	780.082847267438	625.32402345671	433.234527752483	493.765399874632	553.852028348161	523.488435266097	650.759929534765	821.146991256573	604.997646915156
"ENSG00000224116"	101.944622151856	129.262554512965	68.2275660807941	78.0527652117672	121.490038249003	282.922960781254	109.656559760847	39.7676115006325	242.145554113221	162.111162272332	134.353972258285	51.1467870368296	291.284021392717	93.9773146298475	262.051320122729	138.723260887902	72.8966023007922	303.742377639594	93.485276330645	97.1854036535755	146.9181268176	109.543681150513	140.50068122666	221.397161358136	140.018601543589	131.982008655958	154.411414038949	192.526707969317	164.667641497942	185.480691877009	112.368764615672	164.576131998825	166.949689616057	206.587457483239	48.2632635553837	73.8992797872039	80.4043866184161	283.533793254156	219.792182751096	89.8947650408385	36.9810313360176	127.616691146166
"ENSG00000280148"	369.549255300479	176.885600912478	232.400146962705	340.274976428828	345.287477128745	358.646459108001	428.260693593358	455.5199135527	315.154263896101	374.882062754769	255.062619209088	595.971257646536	258.356262452671	316.923497209167	284.881548769785	325.282128978529	293.829381581655	209.58224057132	290.843081917562	318.234557061708	354.904631649744	327.130445079615	283.130160653725	241.423035249827	257.425503459021	290.960337264271	295.702904009229	287.708451235046	281.466782560436	287.495072409365	401.902880742185	304.216486422071	344.751109057159	392.731364486366	428.07416370862	402.751074840261	482.426319710497	307.562080818068	328.32027298919	248.187720873619	318.541156280697	296.984521988299
