"hB_RNA_9156"	"hB_RNA_9219"	"BM_22_268"	"hB_RNA_7805"	"BM_22_138"	"hB_RNA_9145"	"hB_RNA_7705"	"hB_RNA_9221"	"BM_22_275"	"BM_22_152"	"BM_22_124"	"BM_22_137"	"BM_22_243"	"BM_22_113"	"BM_22_234"	"BM_22_65"	"BM_22_174"	"hB_RNA_9203"	"BM_22_166"	"BM_22_267"	"BM_22_143"	"BM_22_1111"	"BM_22_222"	"BM_22_125"	"hB_RNA_7715"	"hB_RNA_9154"	"hB_RNA_9162"	"BM_22_175"	"hB_RNA_9155"	"hB_RNA_7675"	"hB_RNA_9195"	"BM_22_136"
"ENSG00000165152"	477.970726065824	400.23113357121	775.833587668859	294.215381405551	631.323190012114	437.728644450714	700.304244586381	495.202582649549	615.739851319458	682.430601325566	588.911906779611	765.409586467694	713.059663388754	371.540804419825	1023.27631371409	988.840425633084	923.012774886666	586.327149594028	867.870616254706	982.529283189023	813.114054672133	536.323590883752	789.705435472823	507.803752556087	1090.26151227289	968.896046345731	313.335365515785	713.597385083416	927.001762535297	763.319825552594	854.878005797901	684.397697110734
"ENSG00000267064"	68.2815322951177	67.5236575043453	43.2868525308806	114.756206855277	59.0964629920016	73.4872906742075	53.4663420268045	72.4686706316413	56.6789821298246	50.9388374205692	49.0111626514075	62.9868305530706	72.5965720644659	94.7429051270552	33.008913345616	62.8742467165545	54.6115891807944	62.2910799737331	50.0852484309717	52.3604947154025	88.4596608929024	74.1583236777533	52.172731472679	94.8091871816173	63.7700129819994	60.8227694291924	89.3776288520436	60.6826624559632	82.3506967918511	63.1229258496785	60.6009928495677	87.4794048938532
"ENSG00000273489"	225.854299130005	225.897326923628	439.528041082787	327.177270608662	419.440749528597	257.738033958815	385.79635031106	444.4745132074	365.837066474322	281.661806913735	304.958345386536	446.488925439488	453.325261113665	274.94019527067	416.234346333743	451.551408237073	421.509167198244	253.119309099614	491.820718199214	505.124772548588	352.051579715187	362.846083709007	353.35168133769	341.169423570214	482.389291750931	292.376119712258	322.581327121169	390.212563640877	308.25868934247	280.546337109682	292.500792153913	389.369115900092
"ENSG00000157884"	34.1407661475588	28.2371658654535	28.3029420394219	46.3908070266014	36.0344286536595	36.2111287380153	15.725394713766	12.0781117719402	45.0855539669059	34.4586253139144	48.2332076886868	50.2300041119424	41.9446860816914	120.750761436443	17.712099843989	39.0582441724051	28.4595605590055	16.8087041198962	28.737437624328	26.1802473577012	64.3342988312017	26.4851155991976	27.2721096334459	56.7418620253619	12.3425831578063	20.2742564763975	25.6832266816217	25.3484539373011	4.45138901577573	21.0409752832262	12.9282118079078	63.4654506092661
"ENSG00000091073"	295.88663994551	289.737875836827	118.206404988174	376.009699057717	133.32738601854	314.184793462192	132.093315595635	201.704466591402	188.071167976236	200.009846930764	188.265100978422	150.690012335827	174.231772954718	287.944123425364	106.272599063934	115.269452313683	123.837547297294	177.974514210666	97.7072879227152	78.5407420731037	115.265618739236	173.477507174744	198.019230816759	313.157618266554	130.62567175345	185.669506678587	407.849639704153	137.496159235664	95.7048638391783	208.071866689681	238.3639052083	174.958809787706
"ENSG00000267470"	237.234554512524	259.045304243943	259.721115185283	240.499710111591	205.396243325859	202.356307653615	204.430131278958	199.288844237013	239.597515366986	270.425298659198	231.830578890785	214.474144541468	201.657144623516	204.347442430903	234.282775209128	206.722902083217	221.5230659728	178.963261511836	208.55169018798	224.84212436614	211.767066986039	214.529436353501	224.105596553099	216.193676830809	202.624073507321	203.809630894311	219.848420394682	218.150330854349	184.732644154693	195.213492905487	221.395627210421	216.125588561284
"ENSG00000158315"	576.016003207531	573.337237355077	324.651393981604	500.532391602805	390.613206605669	541.036864673876	279.912025905035	411.863611423161	439.26211150614	312.374929476137	399.868850838468	298.988119713943	277.480231001959	588.892175005422	274.53754758183	234.34946503443	263.0586408427	333.207840494414	223.330943823349	214.062022512969	217.128258555306	384.034176188365	404.338668913262	593.993922721193	202.624073507321	272.101863235861	652.353957713192	324.152956410335	238.149312344002	493.293976084525	399.966552807147	485.42493303844
"ENSG00000104892"	57.7766811727919	41.7418973663225	34.9624578134035	122.081071122635	40.3585600920986	41.5362947288999	39.8376666082073	30.1952794298505	30.9158084344498	34.4586253139144	46.6772977632452	52.6219090696539	32.2651431397626	59.4465287071719	35.4241996879781	52.3952055971287	47.6889933691444	32.6286609386221	41.0534823204686	50.8204801649494	61.6537030465683	37.0791618388767	54.5442192668917	57.4601134434044	66.855658771451	61.8898355595291	59.5850859013624	38.4067483898501	56.7552099511406	49.0956089941944	58.176953135585	48.0279085691743
"ENSG00000168758"	829.007834403544	708.384552363768	620.999845923787	739.81129100317	617.630107123724	718.897408769421	872.235226790222	919.14430584465	808.963654034769	1128.14542875555	715.718565703094	573.2598881982	590.452119457656	484.860749767871	1054.6750361648	729.722317952739	681.491098791322	695.089352722768	659.318926066725	574.425427318974	640.662392527384	537.647846663712	828.834984077333	760.628251707066	916.43679946712	920.87807048058	799.262014332068	686.712661210521	1287.56427281313	1077.7655117297	945.375488453256	505.15068120078
"ENSG00000008838"	983.078984197655	1025.13189120233	569.388598675429	1060.8845080557	639.25076431592	1012.84657146625	962.394156482481	913.10524995868	817.98076482815	759.587958006722	681.488547343381	549.340838621084	567.866519259822	773.733725204285	679.500557651216	756.396240802186	662.261665981183	941.287430714189	560.790568497601	680.686431300232	805.965799246444	746.880259897373	789.705435472823	686.648355648683	1272.31461385054	1122.55356911422	991.372549910598	597.609004946068	931.453151551072	1372.33916569486	972.039925307065	658.668460377248
"ENSG00000197599"	87.5404260193816	92.0777147786526	39.9570946438898	98.8856676093346	44.6826915305378	104.373253421338	54.5147016743889	71.2608594544473	32.2039671192185	41.9496308169393	56.0127573158943	35.0812727131026	29.0386288257864	117.035353392245	13.6866226067188	29.5318431547453	30.7670924962222	55.3698488655405	17.2424625745968	15.4001455045301	48.2507241234013	67.5370447779539	47.4297558842537	96.2456900177024	38.0562980699029	51.219174256162	123.279488071784	44.5518281322262	31.1597231104301	65.4608119922592	59.7929796115734	37.7362138757798
"ENSG00000163815"	204.844596885353	272.550035744812	218.099141597898	217.304306598291	238.547917687226	247.087701977046	241.122718944412	235.523179552834	285.97122801866	212.744556285906	217.827389561811	198.528111490058	185.524573053635	205.276294441953	225.426725287133	219.107223406175	176.910781853278	263.006782111318	188.846018674155	206.361949760704	226.957109765628	229.096249933059	208.690925890716	224.094442429277	205.709719296772	266.766532584177	267.105557488866	233.513030210289	225.907992550619	222.099183545165	174.530859406755	209.264458765688
"ENSG00000196878"	75.2847663766682	58.9297374583377	86.5737050617611	65.923778406223	100.175711657173	63.9019918906152	75.4818946260769	49.5202582649549	69.560568977512	80.9028594326686	101.912100116419	108.43302474959	83.8893721633828	101.244869204402	66.8229221386859	175.28577872494	85.3786816770166	72.1785529854368	88.6755218122121	87.7808293758218	112.585022954603	63.5642774380743	142.289267652761	80.4441588207662	101.826311051902	100.304216251651	49.3117952287137	90.6399262000463	262.631951930768	78.319185776453	130.090131317072	90.0523285672018
"ENSG00000205632"	234.608341731943	510.724391305593	246.40208363732	141.614042502257	241.430671979519	619.849321338968	331.281648636671	334.563696082744	337.49757540941	185.776936475017	391.311346248539	234.406685855731	119.381029617122	273.082491248571	258.435638632749	209.580822388515	168.449831416816	496.351145187524	221.68880453053	172.481629650738	162.622810934427	149.640903135467	324.893827807138	202.546899888001	145.025352104224	160.059919550506	71.9130347085408	196.642551756033	142.444448504823	312.107800034522	230.283772828357	200.688046521193
"ENSG00000225725"	618.035407696834	1043.54743415806	832.439471747703	588.430762811102	926.084816399049	829.660861379821	655.224779740251	425.149534372295	752.284671904944	820.265102581224	858.862278843712	869.058801301861	666.275205836098	838.753365977754	1001.53873663284	796.407125076357	607.650076800388	1142.00313285177	887.576287768531	634.485994786642	780.053373328321	900.493930372719	713.817826058018	471.172930235916	470.046708593125	362.802484314481	477.708016278164	1116.86824317684	265.9704936926	549.403243506461	574.497412213902	886.801026080826
"ENSG00000076826"	463.964257902722	368.310859114611	216.434262654403	271.01997789225	287.554740656203	440.923744045245	428.77909586202	295.913738412535	200.952754823923	229.224768392561	272.284236952264	214.474144541468	217.789716193398	397.548660729212	199.663670968604	146.70657567196	227.676484472044	294.646695748769	207.730620541571	158.62149869666	228.744173622051	270.148179111816	307.107669350542	188.18187152715	343.53523122561	472.710295739162	260.941583085277	210.468981176379	429.559040022358	416.143733379362	524.400591458259	249.573596314817
"ENSG00000288663"	588.271662850244	411.280459344648	447.852435800264	617.730219880534	673.843815823433	670.97091485146	652.079700797498	954.170829983277	723.945180840032	1015.03124565987	725.054025255743	790.92323934995	737.258520743576	523.872534231953	821.197356403129	1261.29549473815	1011.4681658133	615.989568629138	761.952631867897	1099.57038902345	1308.1307429011	638.291285940663	973.495739524306	619.132722352683	968.892777887797	780.025341276134	746.86823190156	748.163458634281	1835.08512175355	535.375926650977	639.946484491435	687.828262008532
"ENSG00000101003"	138.313873110623	146.096640782129	104.887373440211	148.938906769615	129.723943153174	118.218684997638	126.851517357713	143.729530086088	127.527709792105	109.368680344163	121.360974184438	139.52778919984	111.314743832181	187.628106232011	78.8993538504967	145.753935570194	136.913561608189	104.807213924059	108.381193326037	98.5609312289929	140.284512729148	146.992391575547	107.902694636677	108.455964124426	164.567775437418	117.377274337038	128.416133408109	111.379570330565	139.105906742992	144.948940840003	96.1535753213141	144.941366931972
"ENSG00000187554"	149.694128493143	77.3452804140682	79.9141892877795	90.3399926307501	65.5826601496603	86.2676890523306	24.1122718944412	159.431075389611	108.205329520574	170.794925468967	79.3514061975169	59.0003222902181	125.834058245074	127.25272551379	59.5770631115995	93.3587299730658	72.3026673661222	64.2685745760738	68.9698502983872	77.0007275226507	66.121362687624	72.8340678977935	64.0301704437424	171.662088912171	102.854859648386	65.0910339505392	280.460835363309	117.524650072941	35.6111121262059	61.9539827783882	46.0567545656714	96.9134583627982
"ENSG00000267179"	375.548427623147	396.548024980064	352.954336021026	306.423488517815	352.41671223279	405.777648505407	323.94313110358	318.862150779222	385.159446745853	394.026889459108	432.542959272739	352.407330436167	312.971888455698	393.833252685014	310.766842717262	344.855716839284	308.440102274628	377.70146904708	318.575022806836	324.943070145586	318.990898371375	386.682687748285	377.066559279817	452.49839336681	278.736669647126	314.784508449329	401.685665300564	372.545459381546	200.312505709908	398.609587310007	315.125162817752	380.792703655596
"ENSG00000230782"	218.851065048454	306.925715928842	344.629941303549	440.712666752713	283.951297790837	298.209295489538	316.604613570489	311.615283716057	237.021197997448	238.963075546494	297.178795759328	357.988442004161	356.529831694377	439.347001226443	394.496769252483	346.760997042816	299.979151838166	242.24308878674	333.354276442205	364.983448457364	301.120259807152	218.50220369338	278.64981581999	428.077845153363	240.680371577224	274.235995496534	387.303058358856	251.18013446962	144.670143012711	176.510403764842	242.403971398271	289.882733863945
"ENSG00000130340"	2117.60290540884	1922.58268457827	2394.09592074639	2273.14954430347	2014.32456173957	2196.09845464081	1863.98345340507	1969.94003000345	2897.0688820449	2449.55879948913	2147.933652072	2020.36238761368	2310.184248807	2189.30419004382	2467.61754644666	1570.9035278121	2273.68813547082	2431.32961357793	2147.09712536051	1977.37868278167	1561.89381051306	2072.46029563721	2129.59603920299	2330.00760013005	1508.88079104182	1599.53212937473	2144.03576338178	2425.00209333514	1716.01046558155	2585.70207369424	2289.90951647566	2247.87764928225
"ENSG00000257732"	100.671489922289	63.8405489131992	36.6273367568989	151.380528192068	47.5654458228305	113.95855220493	109.029403348778	195.665410705431	59.255299499362	61.426245124804	49.7891176141283	51.0273057645129	45.1712003956677	54.8022686519241	53.1362995319671	87.6428893624699	58.4574757428222	79.0997840936293	42.6956216132873	53.9005092658555	67.0148946158351	55.618742758315	64.0301704437424	76.1346503125109	164.567775437418	122.712604988722	171.563954233233	47.6243680034142	286.001744263591	95.8533318458081	73.5292046574754	44.5973436713761
"ENSG00000163945"	706.45123797641	758.720369776098	601.021298601842	578.664277121291	584.478432762357	827.530794983467	803.043490049652	532.644729142563	596.417471047927	669.695891970424	718.830385553977	529.408297306821	393.634746305104	565.670874729183	523.312040845131	419.16164477703	390.742074702022	891.850065655671	493.462857492032	357.283375705099	400.302303838588	489.974638585156	603.543643627128	688.084858484768	719.984017538703	565.545049078456	655.435944914986	493.910784293473	359.449663023891	679.155924419689	667.418934583239	486.28257426289
"ENSG00000228393"	598.77651397257	659.276437815153	667.616456341658	661.679405484683	547.002626962551	588.963358591837	358.538999473865	438.43545732143	550.043758396252	399.270593311226	519.673915097464	546.948933663373	616.264233969466	657.627223823089	405.76810551684	334.376675719858	489.965948002338	539.85602643902	487.715369967167	418.88395772322	375.283409848677	611.806170341465	471.926071048324	693.112618411066	232.451982805353	409.753394049296	655.435944914986	512.346023520601	104.60764187073	421.988448735814	528.44065764823	710.98457506867
"ENSG00000286062"	45.5210215300784	50.3358174123301	99.8927366097244	40.2867534704696	76.3929887457581	57.5117927015537	40.8860262557917	59.182747682507	73.4250450318182	62.924446225409	71.5718565703094	55.0138140273655	50.0109718666321	130.968133557988	66.0178266912319	62.8742467165545	88.4553909266388	79.0997840936293	68.1487806519778	46.2004365135904	70.5890223286797	56.9429985382749	50.9869875755727	75.4163988944683	14.3996803507741	27.7437193887544	27.7378848161515	64.5233372949482	17.8055560631029	43.2508936377427	37.9766221857291	68.6112979559633
"ENSG00000281195"	92.7928515805445	121.542583507822	198.120594275953	97.6648568981082	158.551486076102	103.308220223161	103.787605110856	84.5467824035815	135.256661900718	188.773338676227	173.483956686728	140.325090852411	151.646172756884	117.035353392245	185.171952914431	89.5481695660018	163.834767542383	132.492138356829	146.150397060868	132.441251338959	90.2467247493246	127.128554876149	125.688853093272	150.114546370894	58.6272699995801	82.1640920359266	103.760235793752	162.844613172965	37.8368066340937	90.0086164893564	93.7295356073313	138.937878360826
"ENSG00000143479"	147.943319972755	149.779749373275	136.520073366623	283.228085004514	139.092894603126	156.559880132007	115.319561234284	184.795110110685	153.29088348748	139.332702356263	130.696433737087	160.257632166673	180.684801582671	213.635962541399	95.0012627995776	163.854097503748	159.21970366795	121.615918043955	142.866118475231	163.241542348019	177.812853714016	146.992391575547	135.174804270123	477.637192998299	122.39728298158	145.120993725792	213.684445991093	149.018183752619	194.748269440188	112.218534843873	137.36225045902	198.115122847844
"ENSG00000255621"	80.5371919378311	121.542583507822	103.222494496715	54.9364820051859	95.1308916456611	83.0725894577998	124.754798062544	95.4170829983277	63.1197755536682	135.58719960475	118.249154333555	121.189851190718	108.088229518205	70.5927528397667	148.137562331545	154.327696486088	49.9965253063611	87.0097625029923	116.591889790131	83.1607857244627	107.223831385336	119.183020196389	160.075426109356	68.2338847140428	110.054699823773	97.1030178606405	28.7652138834163	66.0596072305422	86.8020858076268	106.373819487421	46.0567545656714	122.642695096284
"ENSG00000140105"	702.949620935634	542.644665762193	569.388598675429	465.12888097724	485.74409825133	603.873823366314	761.109104146276	892.572459946382	597.705629732695	794.795683870939	473.774572296939	514.259565907982	521.082061707166	389.188992629766	619.118399092163	664.942791032652	589.189821302655	693.111858120427	561.61163814401	582.125500071239	584.369881050082	548.241892903391	618.95831428951	781.4575428303	942.150514379217	847.250507487347	813.644621273776	516.954833327383	1170.71531114902	1133.87477915163	666.610921345244	427.962971000321
"ENSG00000180113"	250.365618415431	212.392595422759	466.166104178714	198.992145929896	451.151046743817	279.038697922353	188.704736565192	224.652878958088	311.734401714035	376.048476251849	462.105247856128	441.705115524065	467.844575526558	301.876903591107	284.198692951279	325.802914803964	462.275564755738	313.432894471006	497.568205724079	505.124772548588	360.986898997298	301.930317830853	322.522340012925	183.872363018894	176.910358595224	242.224011586433	160.26333449332	411.720342739194	253.729173899217	226.774955830327	319.973242245717	391.084398348991
"ENSG00000135205"	924.42689876467	995.667022473164	1168.74501833378	948.569922622876	930.408947837488	841.376226559767	713.932920004978	984.366109413127	936.491363826874	1458.49877143894	1019.12100116419	1049.2489747828	1003.44595164662	995.72935584513	1107.00624024932	771.638482430441	985.316137191516	948.208661822382	1000.06282932661	985.609312289928	791.669288395065	946.842882671315	894.050898418182	1813.58483055745	691.184656837155	688.257654067177	1111.57005078059	1113.79570330565	659.918421588753	842.807954400338	930.023236931365	956.269965261238
"ENSG00000287014"	198.716767063996	179.244618102444	311.332362433641	141.614042502257	282.50992064469	146.974581348415	64.9982981502329	62.8061812140891	184.20669192193	173.042227119875	305.736300349256	459.245751880616	211.336687565445	378.042768497171	127.20508069774	145.753935570194	163.834767542383	264.984276713658	346.491390784755	52.3604947154025	122.413874164925	323.118410310211	100.788231254039	72.5433932222981	126.511477367515	49.0850419954886	82.1863253811895	353.342085186621	51.1909736814209	184.693005263874	161.602647598847	207.549176316789
