"BM_10_650"	"BM_10_623"	"hB_RNA_13599"	"hB_RNA_12464"	"BM_10_593"	"BM_10_811"	"hB_RNA_12545"	"hB_RNA_13655"	"BM_10_740"	"BM_10_722"	"hB_RNA_13262"	"BM_10_657"	"BM_10_639"	"BM_10_748"	"hB_RNA_13193"	"BM_10_744"	"BM_10_787"	"BM_10_588"	"BM_10_624"	"BM_10_703"	"BM_10_616"	"BM_10_621"	"BM_10_631"	"BM_10_743"	"BM_10_699"	"BM_10_566"	"BM_10_739"	"BM_10_719"	"BM_10_697"	"BM_10_671"	"hB_RNA_13444"	"hB_RNA_12638"	"BM_10_656"	"BM_10_729"	"BM_10_647"	"BM_10_584"	"BM_10_813"	"hB_RNA_12924"	"BM_10_576"	"BM_10_735"	"BM_10_666"	"hB_RNA_13081_resequenced"	"hB_RNA_13389"	"BM_10_792"	"BM_10_780"	"BM_10_659"
"ENSG00000258603"	1042.62610821917	791.671794571181	763.92059725513	1647.96168471621	730.80395961262	910.75386391239	732.702833500906	836.1503985251	605.96102868516	879.70912091802	1227.8096503138	865.050522348679	671.497821423673	901.63743026674	971.051935737563	826.83806092622	493.049836024726	841.025279431708	656.321531551673	606.481823568841	797.40306965359	881.942382141544	865.973652638712	774.138351093367	635.75954682367	573.174855992681	480.182031059159	1073.8159719432	812.774105550592	1055.04386106686	1543.57206511898	674.067782533855	785.077292275665	645.255982352968	1407.97815296334	762.277864829929	834.123326752983	881.875288119877	729.163035809056	610.120136358496	823.053326921486	2024.63608246489	1398.0556397441	968.151261521679	917.865254772335	1102.44846460718
"ENSG00000267131"	131.866708459423	143.263756009356	122.037107860259	184.722977898463	89.1926092440599	155.917101702393	156.499634339999	167.415068731242	82.4921736529377	147.011265068516	161.209925697695	145.371560809633	96.8418626815093	114.996271143078	163.282719164575	115.070616784345	103.121534331969	126.153791914756	85.9468672270048	80.8642431425121	105.811351239943	129.914865872347	171.14415539399	128.387476946519	96.996547174004	126.017166920377	74.3685363590666	145.473894397944	113.113343533416	132.451393813588	219.917525406737	152.644608068789	117.930065363297	72.7048994200527	156.810115859447	110.936692143837	80.1433284870122	183.030720175824	96.849241027001	88.6725577787836	82.8974573877756	269.951477661985	202.522078654519	124.639600304695	133.569943791497	145.107041285217
"ENSG00000061455"	297.139649728565	274.43381832961	172.753828009978	148.360186973569	230.174475468542	430.628185654228	65.2081809749997	292.28266143134	132.39484660348	213.834567372387	153.367280663753	127.424454536839	254.895091397557	842.194913299062	143.112500914834	408.315091815417	154.682301497953	230.113861177842	144.54700397269	170.917604823946	202.895993099272	289.403847553034	193.22727221902	174.149349917555	482.101650310396	375.002698335637	157.918373503203	155.564569153871	127.70861366676	106.189479522963	420.747869363078	152.644608068789	296.509878627719	254.467147970184	153.497226087769	283.382837357524	200.358321217531	98.7949910039957	121.061551283751	162.786934429707	268.429862017559	121.081177480743	119.226707594999	246.645969617037	140.419684498753	208.990644366759
"ENSG00000257545"	1793.38723504815	1158.20374176395	1878.10354304425	3316.28653235036	960.019374766709	1583.9197633259	2563.27431396272	2308.66304725514	1206.82994788557	1716.17963446295	1585.08570186004	1268.86041348655	847.82309970227	1614.39209633712	1819.16158881003	1458.79846439508	2210.66789224158	1440.2557910268	952.252222117383	1202.85561674487	892.306034167766	1351.95957980979	1153.05417136411	1867.3386498459	1573.07271555464	1392.28644097513	1502.06080843744	2185.47197422113	1476.85889661774	1604.26041644906	3407.47682762287	1317.06630855813	1330.92502338578	1345.04063927097	2346.63025493891	1140.12164797329	3448.27215990171	2164.13027662437	989.910992420212	1508.75695325095	1437.87613588082	2151.67207195288	2296.33905313107	1477.24258670987	1941.90149050714	1455.633527358
"ENSG00000011260"	997.791427342964	824.231739118762	996.900530442898	863.979912375489	1327.33947520192	996.137038654177	1109.72467986545	892.572051522922	1453.28804694743	981.123309120365	810.406653507332	1088.49199544497	1204.12806617197	1224.96027956757	990.261667403984	1117.29856942219	1305.13191888898	1060.62632461665	1507.00018330987	1593.39315464905	1131.19970346207	973.833384831741	933.011685857556	994.049573981959	1222.54063913373	1205.29322554489	1347.81495524827	956.932322687052	1116.53816520081	1074.45484119471	728.632404932509	1033.3904882533	1134.65570031687	1372.30497655349	888.958755400386	1113.7604538005	1622.902401862	941.152282722275	1340.05824844091	1187.1534974264	1263.19935067087	670.908819483462	791.306025065438	1009.40521373521	1119.93260563639	965.555029432452
"ENSG00000100346"	1781.95878698166	1637.30006867835	1230.67291238301	2845.02476196373	982.077761999111	1274.56043455131	1620.71969805136	1195.9540545276	680.305827162499	1342.75529805896	2224.69697462819	1678.05443650625	937.356142558759	779.974708622614	2107.30756380634	1278.76862845828	386.705753744883	1099.17331659061	782.311825554896	521.023021156868	1087.566156559	1706.84896950986	1211.4166944017	1536.83623394397	802.862509281855	804.883840330149	461.819429489019	1607.78084444433	1139.34327478416	1306.24478036849	1287.96980917455	1367.04728642137	1140.55220358503	653.334304510751	1868.46983122665	1244.46804157393	428.13409691746	2193.2488002887	998.292176739856	640.55996962584	948.386387495861	2489.11141903036	1661.82431476591	1324.51518915341	1181.5802720017	1361.63336853801
"ENSG00000240499"	2146.7900137194	1825.21746292439	1541.31282330003	1748.32298766892	1635.1978361411	1879.6672816344	1625.46211121317	1220.00262793651	2763.99702832189	1935.51729731918	1565.0433867733	1739.9719531474	1080.79173162477	2209.37280355565	1760.57190722745	2641.98424181476	3206.43520813466	1676.21010553403	1425.93666081167	2862.41042487415	1141.01725151526	1750.15392480064	2226.45138560937	2708.84864725774	2385.53884336857	1746.96378980748	3041.76495009368	2146.79105432341	2008.67405210146	2232.26271470314	785.893949283697	2077.58767442298	1680.50343142699	3010.18479404413	1424.54260182174	2370.3107093703	2602.54914086771	1915.58287820379	1278.59623009685	1864.7706553777	2581.66367293358	1169.12809075668	1794.11696291926	1701.06722105985	2155.9558876089	2008.68300546392
"ENSG00000246089"	38.6809011480973	53.9564795359912	27.7357063318771	34.9082792878985	57.5436188671354	34.648244822754	23.7120658090908	33.2980247200261	37.6816101871444	36.1631988938596	33.1133901433103	53.8413188183825	87.7058379002348	48.8873036743519	34.5775169995571	31.5516207311913	48.3382192181104	49.0598079668496	42.9734336135024	35.8375623017951	61.0869656642969	44.3611737125088	41.0115026750574	40.6772204186991	30.7315793026547	60.9760485098597	51.4152843963917	31.1129138307741	51.0834454667039	38.8219602557068	24.8963236309513	31.0692565095765	35.3790196089892	38.3720302494723	48.5890499846174	52.7223883455859	46.3987691240597	53.0373109600398	56.8058048331448	42.3510723719564	45.3962266647343	23.8192480289987	39.1978216750681	36.8652338929379	41.0984442435374	43.8058992559146
"ENSG00000266397"	93.1858073113253	65.1198890951618	49.9242713973789	145.451163699577	70.0114029550148	101.469859838065	52.1665447799998	75.8455007511705	78.4184860651384	100.628031704653	139.424800603412	86.146110109412	49.3345338188821	106.107670475014	73.9574669157195	90.0149179683988	112.789178175591	70.0854399526423	44.9267715050253	111.188334320954	63.2686430094504	72.8790710991216	80.4456398626126	63.5581569042173	79.7100338162608	77.236328112489	67.0234957310106	93.3387414923223	79.3617813500578	110.756768964811	81.3279905277744	78.3485598937146	85.9204761932595	101.988817242018	81.717947701402	57.115920707718	84.3613984073813	49.917469138861	83.8118431964432	100.583796883396	86.844955358622	113.141428137744	72.6792943558555	117.617650991754	113.020721669728	76.6603236978506
"ENSG00000248458"	252.304968852362	165.590575127697	214.753611883963	305.447443769112	142.899986853386	293.27264367831	294.029616032726	277.483539333551	218.960707844217	219.337662856236	271.878361176653	210.878498705332	150.744408891029	228.881467202647	255.489431163394	278.396653510512	199.79797276819	139.002789239407	129.896969786269	288.538322122145	133.082318054361	170.05116589795	220.831168250309	258.046117031122	313.077964145795	118.903294594226	263.503332531508	270.766439284034	239.909752816841	253.484564022556	208.299241045626	274.219959628001	223.224766580527	230.232181496834	216.442131749659	159.265548127291	245.702572861498	311.984182117881	139.686405327405	301.751390650189	236.849878250787	212.388294925238	302.966496696881	217.680428701157	287.689109704762	277.437361954126
