"BM_10_650"	"BM_10_623"	"hB_RNA_13599"	"hB_RNA_12464"	"BM_10_593"	"BM_10_811"	"hB_RNA_12545"	"hB_RNA_13655"	"BM_10_740"	"BM_10_722"	"hB_RNA_13262"	"BM_10_657"	"BM_10_639"	"BM_10_748"	"hB_RNA_13193"	"BM_10_744"	"BM_10_787"	"BM_10_588"	"BM_10_624"	"BM_10_703"	"BM_10_616"	"BM_10_621"	"BM_10_631"	"BM_10_743"	"BM_10_699"	"BM_10_566"	"BM_10_739"	"BM_10_719"	"BM_10_697"	"BM_10_671"	"hB_RNA_13444"	"hB_RNA_12638"	"BM_10_656"	"BM_10_729"	"BM_10_647"	"BM_10_584"	"BM_10_813"	"hB_RNA_12924"	"BM_10_576"	"BM_10_735"	"BM_10_666"	"hB_RNA_13081_resequenced"	"hB_RNA_13389"	"BM_10_792"	"BM_10_780"	"BM_10_659"
"ENSG00000152683"	971.418085651079	870.745945615306	897.84443640048	878.525028745446	987.832123885824	1039.44734468262	840.592732932269	889.797216129586	1147.76147786248	978.764839627288	856.591118707212	859.666390466841	863.354341830436	1005.52295057474	784.717538573283	1077.39504908568	899.090877456854	846.865732761095	924.905491636063	1165.18023073529	766.859586821442	908.347842684704	923.547492932543	1002.94771594855	996.855603629863	857.729749038694	1222.03113449281	882.934041143589	1034.43977070075	1099.57493312487	825.728067093219	865.886670549501	932.489873979787	1257.18888580508	970.676703101788	995.135080022933	1035.53616545061	902.674233594403	873.505654647374	1217.59333069375	1115.16817676412	857.492929043952	975.04581416732	911.975667018155	1142.19426293498	1066.85617146175
"ENSG00000182685"	93.1858073113253	100.470686032535	74.4901827198986	110.542884411679	74.806704527276	92.8077986323767	87.734643493636	75.8455007511705	75.3632203742888	69.1817717969488	97.5973604223883	86.146110109412	59.384161078284	71.6643428862658	97.9696314987453	55.6793307021023	70.8960548532286	82.9344372772934	76.1801777693906	30.324091178442	78.5403844255246	70.7666342556688	95.4306119938835	71.1851357327234	63.3838823117254	65.0411184105171	53.2515445534057	84.9298458623833	61.1176936833779	55.9492956626363	79.6682356190443	64.8401874982466	79.1816153153568	58.5678356439313	106.012472693711	70.2965177941145	66.4346012458128	112.314305562437	74.4994161746162	34.4102463022145	63.1599675335433	121.081177480743	107.794009606437	98.3072903811678	82.1968884870748	80.3108153025102
"ENSG00000179476"	79.1200250756535	81.8650034339177	72.1128364628806	49.4533956578562	88.2335489296076	76.7211135360981	59.280164522727	62.8962689156048	131.37642470653	85.6910582484935	31.3705801357677	77.1725569730149	108.718694897166	79.9974060125758	53.7872486659778	83.5189960531535	87.0087945925988	71.2535306185197	134.780314515076	87.2966261197574	99.2663192044825	76.0477263643008	89.9098327876258	73.7274620088921	86.4325667887165	101.626747516433	114.766259813374	63.0667172245421	92.1326427167338	93.6294335578811	53.1121570793629	89.155257810089	88.447549022473	94.9202853539577	80.6136511108425	97.7560950574405	100.179160608765	53.0373109600398	117.33658047502	105.877680929891	104.608696227431	49.6234333937472	71.8626730709582	57.9310818317596	83.9093236638889	75.7477007966857
"ENSG00000091972"	1021.52743486566	1253.0927230169	1403.42674039298	760.709586148789	1358.0294052644	1257.23631213993	1536.54186442908	970.267442536316	1512.35651697053	1278.29046524817	1161.58287002718	1309.24140260034	1531.1977533416	1262.73683240684	1690.45638664502	1430.95879904403	1353.47013810709	1140.05648989632	1379.05655141512	1795.55376250533	1255.55531213582	1299.14865872347	1348.64749181439	1159.30078193292	1516.41136621537	986.795718384563	1665.48796241169	1099.04265883302	1506.04943688443	1495.78729220517	567.636178785691	1715.56329422444	1362.93461255582	1611.62527047784	957.425144015074	1209.31978267688	1359.27303183893	1527.68254510389	1443.42618838319	1667.57347464578	1466.49549616946	591.511326053467	761.907658809137	1220.06369312342	1246.65280872063	1197.36124632833
"ENSG00000184260"	332.304105317745	377.695356751938	529.355766562684	194.904559357433	627.225445651776	410.829188612654	343.824954231817	451.373223982576	527.542542620022	513.360192993268	155.110090671296	323.047912910295	542.679872007703	544.982328460673	230.516779997048	384.187381844506	547.833151138585	394.814645066552	618.231442666978	401.564480150884	521.420885491677	327.427710735184	457.43599137564	688.970420841716	618.473033465927	358.742418733008	549.041786947183	335.514935634564	734.324528583868	526.380108172966	760.997625652746	256.659075513893	562.694883304876	342.318901436081	457.178788491627	505.256221645198	393.335020074415	505.414375030968	586.682902375102	508.212868463476	629.62592635001	450.580775215225	258.868947312429	270.345048548211	356.186516777324	490.078497925545
"ENSG00000055813"	3594.68647260386	3011.32972858627	1655.4254436369	2269.0381537134	3230.1151390752	3521.74659876992	2182.69565772681	1505.81067345007	3433.10021461794	3576.22590800364	2918.33535763017	3498.78836788122	3255.16562956809	3312.11482393734	2962.14062296206	4090.57482891445	3161.31953686442	2686.60853151796	2372.32886925449	5085.25819943934	2476.20378674918	3132.7438388405	3525.41186456743	3674.93263220185	3764.61846457521	2123.99902309345	4883.53388757871	3221.44791582961	3749.16001550273	3763.44650008264	1112.86566630352	3059.64634757351	3462.93213363225	4576.36950238443	2307.97987426933	3080.96456894518	3357.58365661378	2407.47793867632	2807.69674708085	4425.68706286944	4268.23218097773	2286.64781078387	1716.53794085403	3490.78655219557	3364.93512243962	2698.62591874457
"ENSG00000196456"	375.380563414489	393.510186960763	468.337212632554	498.89749148955	323.203325970411	269.761334691442	371.093829912271	405.125967426984	289.231818733757	270.437835206255	424.374236836635	371.505099846839	330.724097082135	280.546458585769	413.969717411365	284.892575425757	199.79797276819	362.108106421985	425.827660351978	210.43081454131	487.604886641799	399.250563412579	368.314841331765	289.825195483231	229.526482916703	320.124254676764	235.041300097791	322.060702626662	326.569169233571	311.717504406116	518.673408978153	351.217682282169	367.267917845698	250.427986891293	414.111221459807	340.498758065242	204.5763911379	533.492951421577	326.866188466128	179.992057580815	358.235440854316	609.375762075216	492.422634793043	329.153874044089	275.702063467063	338.583096332174
"ENSG00000271670"	33.4062328097204	33.4902286775118	39.6224376169673	55.2714422058393	25.8946284902109	55.684679179426	47.4241316181816	47.1722016867036	67.21584519869	39.30782488463	27.0135551169111	53.8413188183825	48.4209313407546	62.2202046764478	32.6565438329151	44.5434645616819	87.0087945925988	26.8660853151796	37.1134199389339	73.5129483113746	42.5427082304925	35.9114263386976	29.9699442625419	58.4735043518799	53.7802637796458	38.6181640562445	74.3685363590666	52.9760424686154	58.3810805333759	45.6728944184786	36.514607992062	43.2267916654977	51.3838141940082	64.6265772622691	41.9632704412605	30.7547265349251	62.2165313254437	31.1984182117881	44.6996497047697	87.34908676716	63.1599675335433	33.7439347077481	39.1978216750681	58.8088254958772	65.0725367189342	41.9806534535849
"ENSG00000214013"	998.670538732693	634.453776612862	775.014879787881	941.069029136264	585.026791815877	1069.14584024498	681.721892011361	929.569856767395	1198.68257270997	976.40637013421	848.74847367327	1078.62108699493	761.94446675829	998.300962531935	632.000171825239	914.997001204548	1082.77611048567	620.256143580885	768.638460314236	969.452005856253	634.868107439657	727.734492569489	958.249533657591	888.543033520958	1024.70609737289	799.802502954327	1236.72121574892	897.229163714485	935.009492917348	822.112099532614	912.035322347184	864.535833309954	838.988179298887	1246.08119283813	1022.57864285808	854.542044434705	899.503410518703	693.644831575423	628.588823973324	1091.8635845895	1077.66694604108	845.583305029452	1050.17497237787	963.762543201092	1135.34452222772	1136.21551195029
"ENSG00000147606"	102.85603259835	277.224670719403	83.2071189956314	58.1804654798309	155.367770941266	170.766349483573	48.6097349086362	193.313532402374	99.8053459010852	85.6910582484935	84.5262853658185	83.4540441684929	321.588072300861	242.214368204743	30.735570666273	203.229557062673	206.243068663938	251.139493163635	132.826976623553	77.1885957269434	206.168509117002	198.569063284563	88.3324673001236	76.2697882850608	191.112008788384	357.726151257844	57.8421949459407	43.7262572756825	39.2247884833619	35.3964931743209	61.4109316230133	48.6301406236849	229.121269848692	146.419589109828	77.300761339164	214.184702653943	103.342713049042	43.6777854965034	158.311259371059	92.6429708136545	79.9368339096408	67.4878694154962	104.527524466848	198.370068090571	90.7590643711451	85.7865527094995
"ENSG00000231824"	33.4062328097204	130.239778190324	40.4148863693067	29.0902327399154	97.8241520741302	42.0728687133441	42.6817184563634	23.1236282777959	67.21584519869	37.7355118892448	33.1133901433103	61.0201613275002	95.0146577252544	77.7752558455598	62.4316279158671	41.7594980265767	96.6764384362209	140.170879905285	94.7368877388576	90.0533616814339	141.809027434975	118.296463233357	69.4040814500971	38.1348941425304	65.3046060181413	164.635330976621	91.8130078506995	32.7946929567619	51.0834454667039	68.5093416277179	14.9377941785708	32.4200937491233	65.7038935595514	80.7832215778363	27.6074147639872	136.199503226097	49.5623215643365	34.3182600329669	111.749124261924	35.7337173138382	88.8187043440453	31.7589973719982	13.8825618432533	50.909132518819	51.3730553044218	41.9806534535849
"ENSG00000146414"	4002.59415743834	2975.04864751896	3055.68238902052	3695.91406960626	3545.64598252999	3873.17879625785	3307.83318036817	3339.05192331373	4855.83560465688	4205.93726265541	3370.59455458748	3350.72474113067	3441.54053510609	3654.3259496578	3317.52065879084	3961.58437945458	4608.24356545986	2998.48873930721	3432.99134435139	5171.6359137052	2960.53615737325	3220.40996784379	3377.13950874223	3735.94846282989	4134.35777806027	3029.49334346486	4690.72657109224	3399.71650318432	4291.92162358646	3797.70117089649	2712.86939831933	3808.01017828244	3422.49896836484	5079.24505670646	3889.33259195051	3491.75984480453	3618.04947419657	2825.53674271428	3505.19753101569	4497.15449749712	4548.50453690783	2977.40600362483	3529.43719332593	3598.74902288204	4037.92214692755	4263.77419424236
"ENSG00000165915"	247.909411903714	270.712681809887	377.205606113529	318.538048502074	283.881853077868	247.487463019671	361.609003588635	369.053107313623	246.458099061863	203.614532902384	284.078031229452	330.226755419413	235.709439356881	226.659317035631	324.644465162509	204.157545907708	174.017589185198	258.148037158899	296.907359511471	175.512164093407	285.799732215104	213.356121188733	253.167160744104	240.249833097941	192.072370641592	280.489823145355	211.169918056609	283.379782728942	205.24598625015	200.960735441306	500.416104982122	301.236704418937	249.3378524824	161.566443155673	292.638596498264	264.710324818462	229.884810660114	459.656694987012	312.897547933388	124.406275092622	207.243643469439	406.912153828727	390.344974180887	265.956330227624	231.178748869898	191.650809244627
"ENSG00000281327"	164.393829879413	86.5164240835721	60.2261051777904	305.447443769112	113.169117105366	85.3831747417866	29.6400822613635	203.487928844604	67.21584519869	216.193036865465	180.380835780664	50.2518975638237	105.064284984656	204.993352907225	49.9453023326937	157.758103655957	206.243068663938	140.170879905285	147.477010809974	75.350772019159	94.9029645141756	199.62528170629	76.5022261438571	116.94700870376	88.3532904951324	147.358783898828	66.1053656525037	73.1573919804688	218.92905200016	61.6584074649461	98.7554170694403	95.9094440078231	115.402992534084	176.713297201517	247.362436285325	123.0189061397	111.77885288978	39.5179964015983	154.586288562329	153.522637348342	98.6874492711614	428.746464521976	171.490469828423	112.351189007049	73.6347126030045	146.019664186382
"ENSG00000134046"	1592.94983818982	1190.76368631153	1474.74712810352	1351.24131076907	1221.84284061218	1538.13458266726	1446.43601435454	1424.41550191223	1697.7093022154	1549.51445695212	1465.70321634337	1431.28172525534	1189.51042652193	1541.61667836735	1314.90613256649	1655.53209954251	1582.27104240615	1074.64341260718	1154.42269389	1646.69004217479	1009.02577213348	1208.313874455	1437.76864185826	1533.02274452972	1720.96844094867	1102.6502105533	1686.60495421735	1496.78342212913	1470.4734659344	1520.90738413534	1239.83691682138	1477.8159400642	1441.27387026144	1849.93577413245	1491.90469384587	1369.6837138947	1545.92262581526	1176.18036658441	1183.60947447421	1772.12768456405	1565.18294544062	1196.91721345718	1365.39078834821	1465.83191907634	1512.08026112681	1485.75008309644
"ENSG00000131389"	1284.38174039478	945.168676009777	868.523832563924	1531.60075375655	713.540873952479	935.502610214357	1217.61457929681	1069.23657156528	906.395488285365	933.953919258809	1557.20074173936	1239.24768813644	762.858069236417	894.415442223938	1335.07635081623	891.797280078672	886.200685665358	796.637834128368	676.831579412663	528.374315988005	822.492359122855	972.777166410014	798.146936676117	1173.28357645185	719.311028052763	821.144119932778	628.919103777292	1081.38397801015	812.774105550592	703.36257404457	1677.18233527176	1302.20709892312	943.440522906379	731.088155279419	1131.90400532347	880.903238607498	762.416138106708	1219.85815208092	683.532143402103	678.940628962925	634.560298813568	1435.10969374717	1332.72593695232	1077.86921953638	931.564736186848	1013.01142029303
"ENSG00000105185"	536.257947734985	528.401385800741	713.203877105412	381.082048892892	667.505978858771	611.294033658588	796.725411185451	557.741914060437	999.071880907802	517.290975481731	399.974896731038	666.734998034303	767.426081627055	533.316040083839	608.948493825534	552.153362795848	731.518384167404	456.723450358053	863.375348053094	783.831811370032	545.419336288366	504.872405585219	600.18756799459	559.311780757112	562.772045979865	572.158588517517	652.790485818474	508.738185611306	659.523769150481	467.005345428944	395.021668277761	826.712390602644	696.629743253192	551.345487268733	463.804568034984	552.486694538119	731.835131184033	636.447731520478	660.251075847536	606.149723323626	705.615262288804	283.846039012234	469.55723881592	554.733995722304	760.321218505442	532.05915137913
"ENSG00000162341"	972.297197040809	661.432016380858	725.090608390502	1666.87033599715	444.044925591395	830.320438430997	994.721160691359	1115.48382812087	392.092430325692	669.019179536403	1000.37294432948	901.842090207907	512.530990229497	481.095511158963	1405.19187139867	751.670964478381	270.694027621418	643.617956898432	379.924219901192	342.754121501784	512.694176111064	821.737932103139	665.648235725932	802.103940131223	475.379117337941	537.60549436193	353.480080225193	901.433611529455	772.637112683896	749.035468463049	1517.84586403367	801.046483051255	618.290485547573	364.534287369986	1137.42548827627	608.504232155304	321.627831428141	1494.40423234465	404.159332747293	436.7454338358	527.977853600714	1542.29630987766	1532.79815175214	794.358016026401	768.883394389512	881.593722525282
"ENSG00000160211"	286.590313051812	360.019958283252	424.75253125389	308.356467043104	255.1100436443	252.437212280065	350.938573974544	408.825747951431	215.905442153368	248.425453270862	379.061176640526	327.534689478494	284.130370697636	233.881305078433	431.258475911143	225.501289343514	174.017589185198	274.501306481182	305.697380023324	151.62045589221	317.434053719829	264.0546054316	261.053988181615	241.520996236026	204.557074733296	239.839124138782	172.608454759315	306.083800929778	228.0510958335	229.506294452855	416.598482091252	321.499263012139	256.076713360303	150.45875018872	271.656961277634	288.874752810189	149.741482173102	529.333162326672	253.298014993695	169.404289487825	210.204266947574	428.746464521976	356.863501500099	243.134994960567	253.440406168481	245.495560413355
"ENSG00000143374"	304.172540846401	366.531947192768	398.601722426691	330.17414159804	305.94024031027	304.409579514196	387.692275978635	377.377613493629	289.231818733757	275.940930690103	306.734561327506	361.634191396803	368.181798685361	338.877900469939	478.322318493874	299.740396946317	270.694027621418	309.544026457504	292.024014782664	261.889878359272	286.89057088768	277.785444914043	298.910759881668	306.350316278327	244.89227256803	343.498406605543	279.111543866127	284.220672291936	308.325081566891	360.815865905981	435.685663541648	474.143871080928	305.775812334835	235.281132845448	309.203045356656	275.694155723793	259.411300102697	483.575482282716	295.203936591916	251.459492208491	294.088598828061	404.927216492977	357.680122784997	287.899921830563	309.950767003345	356.835554355471
"ENSG00000136603"	1681.7400885525	2699.68454505942	2065.91389734868	2011.58959396515	3286.69969762788	1748.49892623398	1864.95397588499	1692.64958993466	2351.5361600572	1736.61970340295	2318.80871503549	1681.64385776081	3246.94320726494	1598.83704516801	1705.82417197815	2072.19909096324	2739.16575569292	2884.01585405123	3516.98487368687	3383.43344603102	3168.8863438354	2668.00773328089	2076.60166429666	1937.25262244054	2357.68834962554	2619.93755097364	2128.22552197921	1888.63795848429	2171.04643233492	2172.88795195912	1585.06593783724	2026.25585932021	1896.98933712961	3132.3694166806	1727.11986763504	2950.25698117174	4572.38779368007	1749.19131440759	3025.6075393916	2486.80203084081	2386.26252337668	1456.94400444042	1528.71504532766	2340.94235220156	1967.58801815935	1627.206632777
"ENSG00000270071"	414.061464562587	283.736659628919	280.526858328129	559.986980243372	261.823465845466	445.477433435408	423.260374692271	408.825747951431	348.300288756848	503.140158523264	471.430107040287	360.736836083163	314.279252475841	422.764069274793	342.893710245608	479.770232883115	425.376329119372	292.022666469343	255.887263789492	474.158516608366	218.167734515346	341.158550217627	352.541186456743	479.228503057799	562.772045979865	268.294613443383	537.106095926592	430.535456252874	416.877403183637	449.878010022014	526.142306067438	299.88586717939	386.642142869668	455.415411645052	452.761602129389	281.186071176458	392.280502594323	197.589982007991	248.641801482781	524.09452060296	406.592290997185	428.746464521976	449.958327978386	368.652338929379	375.023303722279	482.777514716226
"ENSG00000285840"	87.0320275832189	39.0719334570971	23.7734625701804	116.360930959662	28.7718094335677	95.2826732625734	37.9393052945453	55.4967078667102	25.4605474237462	63.6786763131006	155.110090671296	69.0963591502576	43.8529189501174	65.5534299269718	68.1945474157933	86.3029625882586	29.0029315308663	50.227898632727	17.5800410237055	66.1616534802372	35.9976761950321	51.7547026645936	45.743599137564	55.9311780757112	54.7406256328538	27.4392218294369	35.8070730617728	86.6116249883711	72.9763506667198	113.040413685735	87.1371327083297	33.7709309886701	52.226171803746	62.6069967228232	96.0738033786753	36.2466419875903	51.671356524521	41.5978909490508	40.9746788960389	67.4970215928055	71.0549634752362	170.70461087449	89.8283413386978	57.9310818317596	80.4844533102608	102.213764930467
"ENSG00000145332"	1197.34971281156	1346.12113600999	1129.23947208357	1050.15740191095	1569.98173475834	1249.81168824934	1078.89899431363	924.020185980724	1586.70131544786	1201.24712847429	1275.73692552122	1093.8761273268	1715.74545392334	1360.51143975554	1139.13708781874	1404.97511138305	1656.38964520725	1530.19877229936	1991.42798040753	2254.09077759752	1579.53439789111	1331.89142979699	1242.96400415174	1151.67380310442	1576.91416296747	1492.8969210164	1712.31259641555	1201.63118551828	1409.35577225103	1307.38660272895	777.595174740047	1291.40040100674	1374.72761909215	2156.91201612823	1002.70130422801	1270.82923574673	1559.63135305646	1064.9060082957	1652.02455367211	1462.43546784412	1655.97539877009	887.2669890802	930.948264782868	1519.37428258751	1465.84451135283	1103.36108750835
"ENSG00000101290"	5883.0134200697	6399.42452979454	6350.68430124753	4241.35593347967	8988.31326704655	5730.57220622049	5740.69113238088	5209.29097842186	6735.8424264263	5166.62050283577	6077.17849630122	6396.34867562384	8441.6868978976	7070.32629390314	5708.17176467689	6606.35258780444	6728.68011516097	6571.6780862261	7960.82857690132	5415.14755498663	7348.98013714944	6711.21185164954	6719.5769767594	5335.07169054	6304.77556631026	6399.43629110978	7076.02851505341	5578.4613609015	5671.17465118747	5709.11180230982	4429.88585140061	6519.14051805288	7013.46945867724	7281.59763497222	4091.4188680229	5728.0678171298	6569.64390097482	5642.75390723874	9508.91923198757	6314.28019645637	6800.55212927573	5131.06301291346	4781.31762307341	6931.54171553645	6324.02310797432	5751.34952314113
"ENSG00000142303"	759.552240726274	574.915592297286	673.581439488445	1087.97470447284	459.389890622631	665.741275522916	895.130484293178	844.474904705106	390.055586531792	656.440675573322	791.235743424363	792.364741943863	500.65415801384	541.649103210149	889.410576155276	631.960403468861	199.79797276819	552.506884959997	356.484165202918	301.403088076636	451.607210446767	648.518110940009	527.628755569488	639.395058456426	416.797044292255	384.149105612116	369.088291559812	704.665453788884	511.746659050373	646.271456021472	1326.14417207534	652.454386701106	689.048524765552	315.054564153562	1233.49929165495	489.878858377736	339.55462858971	854.836659002994	502.871059178659	352.043289091887	523.043481137156	1272.34483221568	1011.7937719877	658.307748088177	578.803089763152	739.224549943559
"ENSG00000270133"	54.504906163228	50.2353430162677	37.2450913599493	33.4537676509028	55.6254982382309	70.5339269606063	49.7953381990907	36.9978052444734	67.21584519869	64.4648328107932	50.5414902187368	44.8677656819854	63.9521734689212	66.6645050104798	59.550168165904	55.6793307021023	45.1156712702364	39.7150826398307	39.0667578304567	86.3777142658652	38.1793535401856	57.0357947732256	53.6304265750751	61.0158306280486	65.3046060181413	35.5693616307515	75.2866664375736	60.5440485355604	47.4346279333679	77.6439205114136	19.9170589047611	59.4368385400594	67.3886087790271	64.6265772622691	30.9203045356656	54.919154526652	104.397230529134	39.5179964015983	57.7370475353275	66.1735505811818	79.9368339096408	27.7891227004984	33.4814726807874	45.6426705341136	61.6476663653061	43.8058992559146
"ENSG00000186017"	875.594944170566	795.392931090905	663.279605708033	670.529864655051	807.5287847688	856.306622048063	717.289990724997	689.084122678318	894.174425521967	913.513850318802	653.553752828493	906.328866776106	793.006951014623	919.414631602868	821.216028739482	979.028231511966	940.984000779216	819.999647445915	973.738938924134	974.965476979606	773.404618856902	733.015584678121	759.501482232313	788.121145612295	920.987017226434	694.110685537237	867.632924189111	870.320697698681	883.926047450644	924.876111974191	729.462282386874	628.139316389264	818.771596665179	885.586066547031	797.302138383949	811.705103903916	862.595298715474	675.965727922076	901.442935712855	992.603258717727	974.045124306363	748.321375577708	725.976322273658	856.677816178748	887.041421589682	873.380116414798
"ENSG00000143507"	258.458748580468	368.39251545263	324.903988459132	325.810606687053	384.583186095355	378.655818420097	455.271663534543	404.201022295872	380.889789459243	419.021413270156	498.443662157198	374.197165787759	651.398566904869	514.427763664203	223.7933739138	356.347716493455	1124.66923380804	428.689274376996	714.921668297358	491.617841832318	446.153017083883	348.552079169712	691.674766269718	556.769454480944	453.290794714158	477.645713327235	413.158535328148	436.421683193831	436.945899616985	296.873813720111	471.370394079345	310.692565095765	399.277507015735	481.669958657849	276.074147639872	406.401743497224	1479.48802456945	201.749771102897	431.165371110591	332.191223917533	329.616080565679	271.936414997735	421.376583006982	581.066305645831	393.860090667233	410.6803055242
"ENSG00000128656"	12291.7354511976	14556.1557810285	14688.8300733621	11058.6519760789	18009.2345847845	12215.981174651	16478.7001340277	10919.9022179063	15285.4942513203	12124.891663913	15621.6775026085	13546.475814705	16244.7656635841	14974.514437979	17298.3633656118	14845.0375540255	15091.1920398941	15676.9448267402	19645.6958439909	22844.1486877597	14028.1853293368	14156.4955063989	14503.086974839	12620.1076349014	16900.4478927537	12136.2661884124	18390.1454724951	13530.7539581348	16520.933586562	14804.8687257498	5504.57715480334	20936.6263757359	14694.9285018766	19404.1298229963	9552.16550833955	13015.8396228165	16162.5894173742	17544.9504550359	17587.4496734225	15217.2696916486	15546.2338836861	8171.98701128229	9032.64803224851	14538.0683087793	13105.266408158	12216.3701549932
"ENSG00000166387"	705.047334563046	793.532362831043	603.053500530243	909.069773122357	478.571096911676	636.042779960555	627.184140650452	813.951715378416	651.790014047903	726.408603867963	1423.00437115857	854.282258585003	668.75701398929	685.533326524434	452.389180744206	513.177831304376	876.533041821736	790.797380798981	1050.89578563929	521.023021156868	622.868882041313	814.344403151054	835.215025632419	906.339317454139	575.256750071569	889.234040768788	471.918860352596	705.506343351878	721.553667217193	512.678239847422	973.446253970197	656.506898419747	463.296685355811	1270.31615931148	652.639285020656	701.866794850612	600.020446172499	352.542125793206	502.871059178659	614.090549393367	507.25348925377	915.056111780698	1211.86598678752	1055.92562793344	863.067329114285	861.516018699654
"ENSG00000116205"	327.908548369097	347.92626459415	393.847029912655	456.716654016672	341.425471945003	346.48244822754	394.805895721362	449.523333720352	329.968694611751	305.814877602422	406.946136761209	354.455348887685	349.909749122812	322.211774217319	443.744801494317	365.627604943805	302.919507100159	399.487007730061	380.900888846953	311.51111846945	374.157664693819	359.114263386976	333.612800606717	326.688926487677	285.227470402764	378.05150076113	367.252031402798	332.151377382588	331.130191150241	349.397642301361	573.445320966246	464.688010404101	316.726461261427	349.387433324142	356.687798750714	351.482588970573	221.448670819376	379.580754910089	378.084537086177	349.39634706864	300.009845784331	494.249396601722	541.419911886879	351.097465647028	433.246099733957	376.000635279934
"ENSG00000263709"	96.7022528702432	66.0501732250927	61.8110026824691	123.633489144641	40.2805332069948	81.6708627964915	113.817915883636	105.443744946749	40.7368758779939	105.344970690808	101.954385441245	106.785282323125	55.7297511657742	65.5534299269718	122.942282665092	76.0950852928732	48.3382192181104	66.5811679550102	51.7634541253552	48.7023282562857	44.724385575646	66.5417605687632	103.317439431395	106.777703599085	45.1370071007742	48.7808388078878	35.8070730617728	114.36098056717	89.3960295667318	79.9275652323375	181.743162505945	81.0502343728082	73.285112047192	31.3034983614116	92.7609136069968	57.115920707718	36.9081118032293	96.7150964565432	35.3872226829427	63.5266085579346	53.2912226064272	152.840174852741	129.026163013766	100.940521373521	95.8963699015873	101.301142029303
"ENSG00000249437"	1342.40309211692	723.761053086227	994.52318418588	1295.96986856323	632.97980753849	1492.34940200862	815.695063832724	1394.81725771665	1243.49313617577	952.821675203432	902.775583907092	1089.38935075861	536.284654660811	1362.73358992256	799.124837323098	1120.08253595729	1027.99279537182	663.475498218347	765.708453476952	951.073768778409	740.6794586796	703.441468869782	863.607604407459	1370.31386285493	1278.2416266198	741.87525686996	633.509754169827	1286.56103138066	794.530017883912	1314.23753689172	1715.35669817255	593.017548161047	678.940233448698	1116.82803831359	979.511075826264	907.26443278029	476.641901001704	513.733953220778	860.468256816816	1435.96604761165	977.99262227721	1050.03185061169	1310.67716226009	782.069604728755	1246.65280872063	825.923725554224
"ENSG00000164850"	66.8124656194408	66.9804573550236	100.640991547097	154.178233521552	57.5436188671354	55.684679179426	80.6210237509087	124.867592700098	28.5158131145958	64.4648328107932	215.237035931517	71.7884250911767	42.93931647199	38.8876279227799	147.914933831439	43.6154757166468	19.3352876872442	51.3959892986044	37.1134199389339	26.6484437628733	51.2694176111064	78.1601632077536	46.5322818813151	61.0158306280486	26.8901318898229	52.8459087085451	29.3801625122238	50.4533737796337	48.3468323167019	44.5310720580166	235.685197039673	71.5943736959806	56.4379598524352	28.2741275522427	101.595286331473	48.3288559834537	23.1993845620299	70.7164146133864	53.080834024414	34.4102463022145	35.5274817376181	240.177417625736	175.573576252909	75.485955114111	44.5233145971655	52.9321282675635
"ENSG00000159579"	937.13274145163	1009.35828097501	1090.40948321894	929.432936040298	1101.96030130564	1194.12700906991	1070.59977128045	982.29172924077	1358.5748105311	1100.61909676964	780.778883379107	1031.95861068566	1156.62073730935	1183.29496393602	879.805710322065	1172.97790012429	1353.47013810709	1006.89415398629	1217.90617536449	1221.23385382271	1029.75170691243	896.729440045713	1136.49183374534	1079.21750423361	1227.34244839977	988.828253334892	1196.32349229461	1201.63118551828	1158.49956683418	1018.50554553207	924.48348416266	990.163696587807	1015.88327734383	1111.77908696497	920.983356526611	1046.75908527799	1324.47395499589	1024.34806462038	1162.19089232401	1307.58935948415	1072.73257357752	958.724733167196	896.650170817183	1077.86921953638	1185.00514235533	1022.13764930467
"ENSG00000258867"	130.108485679964	161.869438607974	49.1318226450395	104.724837863696	111.250996476462	118.793982249442	46.2385283277271	99.8940741600783	89.6211269315867	216.979193363158	182.995050791978	104.990571695846	99.5826701158916	143.328685772532	99.8906046653873	140.126315600291	6.44509589574806	155.35605856169	57.6234677999237	86.3777142658652	114.538060620557	185.894442223846	73.3474951688527	96.6083984944103	72.987500843805	167.684133402114	119.356910205909	108.474753626212	82.0983945000598	134.735038534512	76.3487258015841	89.155257810089	115.402992534084	120.165042097032	186.626123804553	147.183334131427	84.3613984073813	67.5965727922076	107.092910751011	78.0847896857946	108.556194198278	105.201678794744	93.0948264782868	90.4075974041097	99.3212402552154	49.281636662904
"ENSG00000253857"	44.8346808762037	35.3507969373735	14.2640775421082	31.999256013907	36.4442919491858	32.1733701925573	35.5680987136362	24.0485734089077	36.6631882901946	48.7417028569412	38.3418201659383	32.3047912910295	36.5440991250978	41.1097780897959	44.1823828327675	40.8315091815417	61.2284110096065	18.689450654038	16.6033720779441	51.4590638179622	26.1801281418415	34.8552079169712	37.856771700053	40.6772204186991	48.018092660398	16.2602796026293	47.7427640823638	35.3173616457436	31.0149490333559	42.2474273370927	24.8963236309513	35.1217682282169	40.4331652674162	41.4014010586411	24.2945249923087	21.9676618106608	46.3987691240597	18.7190509270729	29.7997664698465	58.23272451144	35.5274817376181	37.7138093792479	19.5989108375341	54.4201071752893	32.5362683594671	36.5049160465955
