"BM_22_135"	"BM_22_172"	"hB_RNA_9191"	"BM_22_167"	"hB_RNA_9186"	"BM_22_72"	"BM_22_2"	"BM_22_6"	"hB_RNA_9211"	"BM_22_134"	"BM_22_123"	"hB_RNA_9152"	"BM_22_63"	"hB_RNA_9210"	"hB_RNA_9223"	"hB_RNA_9160"	"BM_22_163"	"BM_22_211"	"hB_RNA_9205"	"hB_RNA_9171"	"BM_22_64"	"hB_RNA_9218"	"BM_22_160"	"BM_22_18"	"hB_RNA_9179"	"hB_RNA_9224"	"hB_RNA_9222"	"BM_22_41"	"BM_22_37"	"hB_RNA_9177"	"hB_RNA_9148"	"BM_22_92"
"ENSG00000133138"	155.708529643196	187.989713446493	106.720151920507	187.147034748598	83.4795944783815	102.050514639432	86.7318029679693	77.4974990847146	129.004302134436	103.838236215398	123.688432550121	77.8699437457407	119.066756020974	71.0559680631357	100.883737682325	117.491728085186	152.586169377615	79.2178052905056	122.221678410093	68.4355630543833	138.204104091925	95.7900748076844	89.0102855985979	137.941054780578	92.9886896495544	68.2823259652674	122.470500350163	145.335342059468	121.419876632702	109.444438260838	100.888247356649	215.756052398844
"ENSG00000104442"	953.604780413697	501.951915284966	740.507176591272	583.761392793793	876.007390159218	1246.22704741883	763.597523037586	769.264648809325	1147.26156072954	701.41710541578	872.530803260542	642.19800665605	764.695976169188	956.987825190742	1003.74223855647	637.668780633276	872.547347877738	768.30419377641	948.62825781372	812.169108601284	817.101457525945	881.759919383557	957.461991033566	878.564167696431	845.99492648562	886.405750030601	1011.55922885375	968.648641056035	692.678452838365	746.856953687387	887.970604597072	583.067575751022
"ENSG00000164062"	681.774635443372	389.545694873661	561.91426929573	436.962571958883	621.341791813776	674.571198464042	751.079530856642	677.899176204188	712.654834121299	614.885241902948	853.35430208998	551.502425116893	643.576345044404	690.905902230915	711.281302043059	389.630688008994	441.973731990332	592.505776556384	641.193728274487	632.022552914011	570.597061338592	558.775436378159	649.534516530309	470.295676701567	804.554314793971	692.939159795676	509.901217804043	582.102286259125	517.131643248917	511.754086312253	572.213494549544	367.311523352178
"ENSG00000165832"	885.867171472872	447.686843362267	524.888910466166	437.821044595345	477.630084863651	1713.2378771247	1519.14776538742	1085.78075033426	658.798669152554	715.669412347305	1131.41356906312	436.071684976148	839.62591745825	689.394073123188	570.655485879818	562.353570322259	745.392206729726	673.893932676766	699.484067208531	443.824754514456	990.058640424611	417.546479930932	1039.25522644849	1130.37602608782	681.243226345649	718.228910153183	401.561929032745	849.184511719195	738.028045315639	618.158401288068	555.270430107969	562.018204785281
"ENSG00000213339"	394.10972474662	316.869259262903	620.719250966213	393.180467499349	487.140418411821	325.177911054461	370.174911636488	473.142625990889	532.299304923642	393.974484464306	540.77733300983	522.186681589085	418.78652117722	507.974580196034	522.761186172048	505.114010485886	293.772222652304	271.293853734608	426.835707678324	634.035363592081	343.489732392212	517.020788385066	286.276323952247	346.241305288161	542.770938497943	456.479993952991	499.302809119894	398.72104313697	397.174656696127	382.042159484593	421.26619316097	314.688095937826
"ENSG00000243620"	429.298093027568	1789.77835430759	274.423247795589	539.120815697797	160.618966591316	264.639470166663	367.492484740571	380.961390237492	187.870342914226	375.650089838059	151.494359247435	192.384566901242	2661.55257208954	255.499119205743	519.704103211977	89.3740495690734	282.372106549379	442.75156929488	148.546347606113	480.055346719718	189.121405599477	331.581028180446	199.671721748206	171.269094861791	112.192875555441	165.647864841667	1376.61552797443	359.153306031774	389.128761256611	119.578182544249	127.843122604609	2287.01415542774
"ENSG00000124356"	537.502325491484	446.71782422079	500.931325341155	491.904820692417	411.057750026461	473.064673794655	495.354833445928	396.460890054435	658.798669152554	551.767882634764	488.041954790786	430.574983064684	585.069404585822	542.746649673738	556.389098732823	493.063576836124	543.697844908741	450.347797199449	491.707213911373	485.087373414894	461.488558108125	567.371981553208	548.495813958928	424.932511035471	487.179874033535	429.92575607761	666.522146136463	645.258482023187	409.60922237538	434.73762975833	514.45304758963	552.545987850698
"ENSG00000176402"	35.1883682809482	65.8933016204203	47.9151702500235	46.3575223689189	44.3815565581269	31.134055313725	23.2476997646103	50.5773151921296	32.5641927717993	46.8290084892973	32.6000519899543	50.3864341884205	47.2161273876277	45.3548732317887	34.6469402141318	21.0882588870847	71.9084246492206	21.7035082987686	35.7263367660271	49.3138616127174	48.49266810243	61.40389410749	41.6985121723161	38.8827134280823	38.4083718117725	45.5215506435116	75.3664617539463	57.0688515940319	34.3779168779336	24.3209862801863	22.3340394911666	45.2561475763429
"ENSG00000255750"	192.656316338192	282.953589311216	135.033661613703	222.344412843518	181.753041142805	229.181240503809	223.535574659715	188.441287248096	256.75613531611	159.829442017819	149.576709130379	132.836962860381	610.730343383446	232.821682589849	319.974683154041	58.2437626405197	109.616500989666	105.262015249028	183.332517615139	140.896747464907	182.655716519153	221.054018786964	228.539922482887	144.421507018591	159.697967006844	179.557227538296	286.157034472015	224.470816269859	136.780222471779	55.7355935587602	107.819500991839	239.962829009446
"ENSG00000164291"	306.13880404425	351.753948356067	230.86400211375	303.899313307357	305.387377269016	424.633921084416	328.150223600461	371.98799560663	278.048107513055	291.154270172588	363.394697182138	268.422276676494	236.080636938139	328.066916376605	212.976779551575	294.231421615039	367.434511317359	325.55262448153	275.468859801209	228.454011960956	408.146623195452	194.036305379668	317.550208081484	383.272460933954	266.837109429156	230.136728253309	209.612971753163	243.493766801203	377.425640617314	295.9053330756	291.112652677965	304.163410454955
"ENSG00000287231"	325.492406598771	882.776437885336	104.542189636415	436.962571958883	201.83041196672	88.2131567222209	242.312562931131	243.913181329786	177.850591292134	778.786771615488	196.559136998254	354.537273289431	146.780569922408	126.993645049008	93.7505441088273	284.18939357357	301.66461072356	360.278237759559	203.076019512154	72.4611844105235	251.353662997595	95.7900748076844	127.501219911505	330.503064138699	77.8274902501706	171.970302431044	87.1424714030004	229.797242418635	228.210852466283	171.260278389645	174.821619465338	419.93495076653
"ENSG00000164675"	520.787850558034	530.053470387792	267.889360943313	473.018422690265	304.330673541441	626.140445753803	635.735174332229	428.275652836581	219.182066733264	391.938440616945	426.67715104499	293.157435278083	558.382028236293	255.499119205743	257.813996299275	520.17705254809	490.204992425785	441.666393879942	298.973028726227	298.902385693409	668.390608678493	257.896355251458	598.213270779766	650.822560474806	320.406680640313	335.08919223696	174.284942806001	367.523404265565	601.979267883817	409.403269049802	361.965467615459	685.157024934865
"ENSG00000173715"	1641.53738030624	1951.60455093421	1912.25088543276	2116.99352151396	2029.92786067052	1683.83349155063	1671.15195615603	2079.38026491513	1762.22381653544	1484.27596472599	1514.94359247435	2448.78070155723	1216.32849900737	2039.45746632277	1608.02563699706	2621.97352162753	2048.51317049487	1136.17865944054	1938.62385293547	2335.86679190035	2050.43164959775	1456.50036822966	1352.79596220572	2303.3378811683	1831.47288744557	1718.43853679256	1404.87795113216	1677.06331884328	2382.31649513681	2042.96284753565	1936.9003213891	1180.86971117806
"ENSG00000225968"	163.625912506409	288.767704160077	217.796228409198	163.109800927678	175.412818777358	134.914239692808	202.076159492382	212.9141816959	145.286398520335	238.217130141208	200.394437232366	205.210204694658	115.987443365259	136.064619695366	102.921792989039	312.307072089683	185.909585678473	266.953152074854	174.871016802133	309.972844422795	143.861582037209	143.685112211527	132.312586700619	162.937084841488	289.073535214919	236.459165842685	138.956913858838	219.144390121082	259.662989184392	346.574054492655	213.328584105281	324.160312872409
"ENSG00000175938"	55.4216800424935	81.3976078840486	76.2286799432192	70.3947561898398	106.727076485019	61.4032757576243	50.966111022415	58.7349466747311	92.6827025043517	55.9912058024207	65.2001039799086	81.5344116867167	95.4586923271604	72.5677971708619	106.997903602466	74.31100750687	52.6159204750395	58.5994724066753	84.6150081300643	83.531643139909	60.6158351280374	101.930464218433	41.6985121723161	37.0311556457926	74.7952503702938	61.9598883758908	98.9184810520545	52.5033434665093	57.0527131165707	70.9362099838767	97.0375508926548	91.5647637009728
"ENSG00000104611"	281.506946247586	779.091389747322	352.8298900229	447.264243596421	565.33649425233	199.776854929736	294.172816252185	261.859970591509	375.740685828453	248.397349378012	271.347491563443	592.727689452873	325.380703953869	435.406783025172	304.689268353689	351.470981451412	439.34293596658	304.934291597699	394.8700379403	418.66462103858	312.777709260673	496.14346438852	225.332344623478	327.725727465265	327.481907026692	351.52752996934	268.493019998434	312.737306735295	409.60922237538	449.938246183446	389.690482156217	440.984321732271
"ENSG00000189362"	225.205556998069	220.936364256703	163.347171306898	204.316487477828	174.356115049784	211.884543107295	218.170720867882	190.888576692876	165.325901764519	152.703288552057	150.535534188907	155.739887491481	204.261072829085	95.2452337867563	146.739982083382	118.495930889333	212.217545915993	174.713241805088	165.469349232126	169.076096957888	213.367739650692	154.737813150875	226.13423908833	156.456632603474	167.783940019848	159.325427252291	161.331332192041	211.535209908545	196.027270708217	135.792173397707	163.269530073356	230.490612074862
"ENSG00000259678"	2228.30342139105	968.050122335292	1221.8368413756	1247.3607407785	1026.05931947479	2502.83211327556	2119.1172477741	1656.81495411637	1353.91893793519	1547.39332399417	2455.55097489038	1221.18394133026	1416.48382162883	1238.18803922783	944.638634661771	915.832957381965	1933.6350774577	2200.73574149514	1462.89947389311	1046.66155259645	1791.80408638479	843.689505036913	2461.0141126315	2071.8931583821	1400.89482450307	1402.31665732373	851.405497626612	1784.35275984006	1497.99944182996	1193.75507658581	1122.86308890072	1100.88210150825
"ENSG00000106086"	1181.44946503284	1007.77990713584	790.600309125388	1038.75189011837	729.12557202637	1190.01278088016	1165.06741512643	978.100014763925	671.323358680169	1175.81532185084	980.878034874213	822.673052749119	918.661608954931	722.654313493167	587.978955986884	1150.81641355234	1136.50388226085	1078.6643624488	754.953905871573	697.438899951289	1148.46802289255	627.547797778548	1270.20083232594	1243.32105080749	780.296395754957	806.743036404455	740.711006925503	957.995788758482	1280.76026496302	924.197478647079	901.833111867451	1032.47164586959
"ENSG00000286695"	226.085266205092	358.537082346404	176.41494501145	349.398363039814	220.85107906306	102.050514639432	213.700009374687	117.469893349462	390.770313261591	128.270762383728	193.68266182267	129.172494919405	265.847325943382	105.82803754084	153.87317565688	109.458105652011	217.479137963497	139.987628527058	172.990683288131	144.922368821047	116.382403445832	367.19528676279	269.43654019035	177.749547099805	145.547514234085	111.274901573028	980.941603766207	215.339800014814	115.568316313054	84.1100775523109	156.338276438166	351.524495127872
"ENSG00000227230"	61.5796444916594	37.791746517594	54.4490571022994	51.5083581876876	36.9846304651057	67.4571198464042	61.6958186060813	53.8403677851702	53.8561649687449	50.9010961840189	63.2824538628525	47.6380832326884	80.0621290485862	54.4258478781465	57.0655485879818	69.2899934861355	59.6313765383781	71.6215773859365	57.3501721770436	47.3010509346473	60.6158351280374	46.6669595216924	82.59512987978	68.5076379447164	63.6770374774123	56.9019383043895	55.3472453505543	98.1584247417349	67.2929436759552	63.842588985489	55.450029081517	50.5184903177781
"ENSG00000247595"	147.791146779983	177.330502890249	161.169209022806	175.986890474599	214.510856697613	200.641689799561	153.792475365884	164.784155948551	199.14256348908	214.80262589656	188.888536530029	200.629619768438	221.710511211469	166.301201849892	173.234701070659	216.907805695729	199.063565797233	225.716486307194	191.794018428146	188.197798399554	161.6422270081	201.404772672567	141.133425813993	182.378441555529	157.676473753592	156.79645221654	141.312115788649	174.250226867111	223.822182226547	171.260278389645	189.454266028517	239.962829009446
"ENSG00000164112"	464.486461308517	137.600718089701	246.109738102393	166.543691473523	192.32007841855	821.59312633441	714.419696612449	462.537705063507	270.533293796486	384.812287151183	870.613153143485	220.784193443806	16.4230008304792	349.232523884773	165.082479843805	210.882588870847	430.573615887407	510.032445021063	389.229037398296	173.101718314028	438.858646326991	109.298931511332	577.364014693608	562.873565816048	245.611430270019	434.983706149111	42.3936347365948	357.631469989267	532.491989087994	383.055533912934	298.043906313154	18.9444338691668
"ENSG00000124191"	691.451436720633	914.754069554069	718.727553750352	621.534188798097	477.630084863651	403.013049338774	418.458595762986	551.455888223864	500.987581104604	491.704589137622	483.247829498146	643.114123641294	694.898222639652	512.510067519212	413.725227262868	583.441829209344	646.298889835068	400.429728112281	524.613050406398	692.406873256113	560.090316583066	410.178012638033	488.35372909501	562.873565816048	568.039604163583	637.301709009162	359.16829429615	661.237760469516	727.787814756255	755.977323542457	528.31555486001	695.681710417735
"ENSG00000267577"	131.076671846532	136.631698948224	204.728454704646	115.035333285836	152.165336770721	191.993341101304	176.146032831855	178.652129468974	215.42465987498	183.243946262468	156.288484540075	150.243185580017	88.2736294638258	232.821682589849	172.215673417302	116.487525281039	171.878673551796	256.10139792547	198.375185727151	166.056880940783	139.012315226966	141.228956447227	132.312586700619	137.941054780578	211.246044964749	371.759330255345	48.2816395611219	118.703211315586	145.557562951251	170.246903961304	156.338276438166	66.3055185420837
"ENSG00000049860"	962.401872483934	909.908973846686	797.134195977664	810.398168819619	907.708501986451	1313.68416726523	1267.8937794699	988.704935691307	735.199275271006	1048.56258139079	1530.2847934108	918.86533619974	581.990091930107	896.51466088169	790.765459004891	938.929621877343	926.040200360695	1755.81382137038	878.115751038667	924.88650657321	1154.12550083783	652.109355421544	1092.98215559359	1167.40718173361	1170.44459363244	1261.95854283957	538.163640961773	779.180053763849	935.518206103769	1056.94952875976	1032.75679164326	732.518109607782
"ENSG00000285651"	70.3767365618965	74.6144738937112	89.2964536477711	66.9608656439939	90.8765205714026	55.3494316688445	31.2949804523601	53.8403677851702	68.885792401883	55.9912058024207	65.2001039799086	79.7021777162287	64.6655657700119	83.150600924946	66.2367974681932	107.449700043717	97.3394528788231	67.2808757261828	61.1108392050464	90.5764805131544	66.2733130733209	92.105841161235	39.2928287777594	59.2498490332682	60.6447975975355	73.3402760367687	68.3008559645138	73.8090480616146	76.0702841554276	72.9629588405588	63.9215613023044	75.7777354766671
"ENSG00000196653"	139.873763916769	138.569737231178	113.254038772783	129.629368105681	145.825114405274	191.993341101304	114.450214225774	170.494497986372	115.227143654059	121.144608917965	163.000259949772	128.256377934161	182.705884239081	125.481815941282	161.006369230377	133.558972951537	160.47855744887	164.946663070642	173.930850045132	111.71099263289	194.77888354476	171.930903500972	169.199732083821	111.093466937378	165.762446766597	97.3655388763998	116.582495525636	168.162882697081	138.974557591647	121.604931400931	107.819500991839	128.401162891019
"ENSG00000102158"	716.083294517297	750.020815503019	633.787024670765	856.755691188538	780.904054677518	933.156824541925	906.660290819803	979.731541060445	980.683190012262	789.985012775972	894.583779606687	535.928436367745	1220.43424921499	842.088813003544	1302.31734099001	837.505138658507	678.745374128009	1002.70208340311	721.107902619548	657.182686389887	745.17066650734	1169.13014380661	894.11232831024	524.916631279111	743.909517196436	555.110020347266	1368.37232122009	718.306612063548	392.785986456391	444.871374041741	663.089931099808	949.326630554913
"ENSG00000285444"	386.192341883407	532.960527812223	400.745060272924	461.858278416266	369.846304651057	287.990011651956	357.656919455544	338.541706527964	443.374009277574	312.532730569876	339.424070718936	448.897322769564	456.764710597703	411.217517301551	361.754816941671	283.185190769423	355.157463206517	381.981746058328	339.400199277258	439.799133158316	345.106154662293	455.616894277576	404.154810285526	361.053767546478	384.083718117725	390.726643023474	521.677227453097	416.98307564706	354.750844378677	329.346689210856	363.505746201056	437.82691608741
"ENSG00000170340"	329.011243426866	331.404546385055	302.736757488785	385.454213771196	323.351340637781	432.417434912848	436.341441735763	457.643126173946	309.359831332093	515.119093382271	382.571198352699	331.634348658331	492.690024914376	317.484112622521	315.898572540614	372.559240338497	354.280531198599	323.382273651653	334.699365492254	291.857548320164	381.475655739116	284.914068658754	343.210830956756	436.967636620353	270.880095935659	270.600328825319	307.353851840312	319.585568926579	379.619975737182	411.430017906485	395.081457205809	359.944243514169
"ENSG00000232295"	1566.76209770922	2138.62524523923	1507.14990059165	2058.61738223458	2021.47423084992	2441.42883751794	2373.05366058753	1779.1794263554	1770.99109920478	1168.68916838507	1372.07865875366	1723.21604924398	5172.21882404905	1885.25089733468	2667.81439648815	1174.91728085186	1537.26180987907	1565.90812375616	2384.26289575381	1487.4670910938	2250.05979995275	2280.54062715218	2246.90829051596	2445.9078304046	1694.01134622449	2075.0240168334	2602.49813244096	1709.02187573594	2046.58322179699	1372.10897597384	1921.49753553313	2433.30728363964
