"Node.1" "Node.2" "CN"
"ENSG00000117155" "ENSG00000285830" 0.53
"ENSG00000109738" "ENSG00000171262" 0.53
"ENSG00000260238" "ENSG00000087470" -0.51
"ENSG00000156735" "ENSG00000175768" 0.53
"ENSG00000273398" "ENSG00000023516" 0.53
"ENSG00000187144" "ENSG00000142039" 0.54
"ENSG00000119862" "ENSG00000259623" 0.54
"ENSG00000178662" "ENSG00000018189" 0.55
"ENSG00000163512" "ENSG00000141378" 0.52
"ENSG00000113161" "ENSG00000198478" 0.53
"ENSG00000125826" "ENSG00000104812" 0.55
"ENSG00000162409" "ENSG00000114405" 0.54
"ENSG00000131779" "ENSG00000022355" 0.53
"ENSG00000163376" "ENSG00000145864" 0.54
"ENSG00000254317" "ENSG00000134440" 0.54
"ENSG00000115419" "ENSG00000181004" 0.53
"ENSG00000254317" "ENSG00000177889" 0.55
"ENSG00000115947" "ENSG00000113163" 0.54
"ENSG00000250910" "ENSG00000282218" 0.52
"ENSG00000221823" "ENSG00000078018" 0.54
"ENSG00000164031" "ENSG00000152749" 0.54
"ENSG00000129128" "ENSG00000131437" 0.52
"ENSG00000136531" "ENSG00000131263" 0.54
"ENSG00000162636" "ENSG00000100554" 0.54
"ENSG00000138079" "ENSG00000103769" 0.54
"ENSG00000175874" "ENSG00000258903" 0.55
"ENSG00000138095" "ENSG00000106723" 0.52
"ENSG00000143013" "ENSG00000113575" 0.53
"ENSG00000120265" "ENSG00000180329" 0.52
"ENSG00000116752" "ENSG00000255422" 0.52
"ENSG00000071564" "ENSG00000196172" -0.52
"ENSG00000154174" "ENSG00000277159" 0.53
"ENSG00000109436" "ENSG00000141378" 0.53
"ENSG00000164466" "ENSG00000257647" 0.52
"ENSG00000133703" "ENSG00000108839" -0.54
"ENSG00000273841" "ENSG00000101911" 0.53
"ENSG00000070718" "ENSG00000185742" 0.53
"ENSG00000287629" "ENSG00000091157" -0.55
"ENSG00000144867" "ENSG00000108666" 0.52
"ENSG00000065154" "ENSG00000166260" 0.53
"ENSG00000115415" "ENSG00000099338" -0.54
"ENSG00000113387" "ENSG00000111647" 0.52
"ENSG00000110429" "ENSG00000272770" 0.54
"ENSG00000134375" "ENSG00000133134" 0.52
"ENSG00000143933" "ENSG00000072786" -0.51
"ENSG00000111647" "ENSG00000260281" 0.52
"ENSG00000134709" "ENSG00000231760" 0.53
"ENSG00000186106" "ENSG00000108839" -0.53
"ENSG00000118733" "ENSG00000164506" 0.54
"ENSG00000147180" "ENSG00000180116" 0.53
"ENSG00000154174" "ENSG00000135108" 0.54
"ENSG00000147416" "ENSG00000078668" 0.55
"ENSG00000109180" "ENSG00000280987" 0.55
"ENSG00000144635" "ENSG00000186908" 0.54
"ENSG00000230325" "ENSG00000273275" 0.54
"ENSG00000229956" "ENSG00000117600" 0.53
"ENSG00000164506" "ENSG00000104388" 0.53
"ENSG00000162526" "ENSG00000023516" -0.51
"ENSG00000155858" "ENSG00000286125" 0.54
"ENSG00000109670" "ENSG00000231764" 0.53
"ENSG00000135912" "ENSG00000040341" -0.53
"ENSG00000229956" "ENSG00000100767" -0.53
"ENSG00000013392" "ENSG00000260228" 0.53
"ENSG00000152332" "ENSG00000008277" 0.52
"ENSG00000255082" "ENSG00000148688" 0.52
"ENSG00000091483" "ENSG00000083720" 0.53
"ENSG00000258048" "ENSG00000076928" -0.53
"ENSG00000070718" "ENSG00000213424" 0.55
"ENSG00000139505" "ENSG00000066654" 0.54
"ENSG00000145864" "ENSG00000075303" 0.54
"ENSG00000085365" "ENSG00000273173" 0.52
"ENSG00000167005" "ENSG00000134049" 0.54
"ENSG00000116977" "ENSG00000213424" 0.54
"ENSG00000138018" "ENSG00000263874" 0.53
"ENSG00000130653" "ENSG00000122873" -0.52
"ENSG00000015568" "ENSG00000067715" 0.52
"ENSG00000178662" "ENSG00000056972" -0.54
"ENSG00000082701" "ENSG00000065559" 0.53
"ENSG00000166987" "ENSG00000139908" 0.53
"ENSG00000138078" "ENSG00000061676" 0.54
"ENSG00000273841" "ENSG00000257434" 0.53
"ENSG00000143164" "ENSG00000153560" 0.52
"ENSG00000244694" "ENSG00000180116" 0.53
"ENSG00000214021" "ENSG00000225792" -0.53
"ENSG00000163655" "ENSG00000104093" 0.55
"ENSG00000204116" "ENSG00000109066" -0.54
"ENSG00000085365" "ENSG00000102081" 0.54
"ENSG00000138079" "ENSG00000272770" 0.56
"ENSG00000155970" "ENSG00000066336" -0.54
"ENSG00000177432" "ENSG00000179542" 0.53
"ENSG00000116750" "ENSG00000109133" 0.54
"ENSG00000140497" "ENSG00000167695" 0.54
"ENSG00000123983" "ENSG00000138686" 0.54
"ENSG00000239388" "ENSG00000179083" 0.52
"ENSG00000169891" "ENSG00000261369" 0.53
"ENSG00000165169" "ENSG00000166454" 0.52
"ENSG00000070087" "ENSG00000073969" 0.54
"ENSG00000146267" "ENSG00000187239" -0.53
"ENSG00000077254" "ENSG00000196576" -0.53
"ENSG00000155970" "ENSG00000205133" 0.52
"ENSG00000138079" "ENSG00000205060" 0.54
"ENSG00000282218" "ENSG00000146352" 0.54
"ENSG00000234758" "ENSG00000182220" 0.53
"ENSG00000138078" "ENSG00000070669" 0.54
"ENSG00000055070" "ENSG00000129682" -0.54
"ENSG00000143164" "ENSG00000164588" 0.54
"ENSG00000138430" "ENSG00000248235" -0.51
"ENSG00000154265" "ENSG00000091157" 0.55
"ENSG00000213585" "ENSG00000090266" 0.51
"ENSG00000239605" "ENSG00000114405" -0.53
"ENSG00000188582" "ENSG00000148925" 0.55
"ENSG00000123570" "ENSG00000060140" 0.52
"ENSG00000070961" "ENSG00000124067" -0.53
"ENSG00000114573" "ENSG00000227906" 0.54
"ENSG00000109670" "ENSG00000176438" -0.52
"ENSG00000070087" "ENSG00000088812" 0.53
"ENSG00000132906" "ENSG00000196776" -0.52
"ENSG00000123570" "ENSG00000148841" -0.51
"ENSG00000163281" "ENSG00000164506" 0.53
"ENSG00000164209" "ENSG00000125848" 0.52
"ENSG00000158863" "ENSG00000109066" 0.54
"ENSG00000196776" "ENSG00000164109" 0.54
"ENSG00000103091" "ENSG00000267225" -0.52
"ENSG00000145526" "ENSG00000166484" -0.52
"ENSG00000164919" "ENSG00000254873" 0.53
"ENSG00000119801" "ENSG00000205981" 0.53
"ENSG00000188026" "ENSG00000126215" 0.53
"ENSG00000038274" "ENSG00000069329" 0.53
"ENSG00000186416" "ENSG00000214265" 0.53
"ENSG00000164209" "ENSG00000125868" 0.54
"ENSG00000147654" "ENSG00000259678" 0.54
"ENSG00000162636" "ENSG00000235978" 0.55
"ENSG00000138078" "ENSG00000264058" 0.53
"ENSG00000070961" "ENSG00000131966" 0.52
"ENSG00000156136" "ENSG00000133703" 0.54
"ENSG00000236051" "ENSG00000259623" 0.54
"ENSG00000198420" "ENSG00000182916" 0.51
"ENSG00000022355" "ENSG00000171867" 0.54
"ENSG00000142611" "ENSG00000085365" -0.52
"ENSG00000131507" "ENSG00000165678" 0.53
"ENSG00000113387" "ENSG00000141378" 0.55
"ENSG00000143164" "ENSG00000186472" 0.53
"ENSG00000013392" "ENSG00000259623" 0.54
"ENSG00000137563" "ENSG00000110435" 0.52
"ENSG00000132906" "ENSG00000164985" -0.52
"ENSG00000114948" "ENSG00000164815" 0.53
"ENSG00000164506" "ENSG00000061273" -0.53
"ENSG00000116030" "ENSG00000138621" -0.51
"ENSG00000158301" "ENSG00000100216" 0.52
"ENSG00000145414" "ENSG00000204116" 0.53
"ENSG00000232040" "ENSG00000104643" 0.55
"ENSG00000138769" "ENSG00000111052" 0.52
"ENSG00000273841" "ENSG00000133134" 0.52
"ENSG00000285982" "ENSG00000104093" 0.55
"ENSG00000224746" "ENSG00000136003" 0.53
"ENSG00000008277" "ENSG00000166006" 0.55
"ENSG00000286863" "ENSG00000148925" 0.51
"ENSG00000018189" "ENSG00000119125" 0.51
"ENSG00000198324" "ENSG00000071564" 0.53
"ENSG00000154822" "ENSG00000246214" -0.51
"ENSG00000129128" "ENSG00000106853" 0.52
"ENSG00000137947" "ENSG00000287451" 0.52
"ENSG00000114573" "ENSG00000271614" 0.52
"ENSG00000254692" "ENSG00000126215" 0.51
"ENSG00000178662" "ENSG00000086300" 0.55
"ENSG00000155961" "ENSG00000136003" 0.53
"ENSG00000163875" "ENSG00000178502" 0.52
"ENSG00000154144" "ENSG00000198015" 0.53
"ENSG00000128609" "ENSG00000286037" 0.51
"ENSG00000163536" "ENSG00000085415" 0.54
"ENSG00000120251" "ENSG00000276418" 0.52
"ENSG00000112996" "ENSG00000111684" -0.53
"ENSG00000157680" "ENSG00000104774" -0.52
"ENSG00000154174" "ENSG00000131966" 0.54
"ENSG00000198612" "ENSG00000170791" 0.52
"ENSG00000160908" "ENSG00000104643" -0.54
"ENSG00000142327" "ENSG00000187266" 0.52
"ENSG00000163536" "ENSG00000100478" 0.53
"ENSG00000138079" "ENSG00000122644" 0.54
"ENSG00000144827" "ENSG00000147669" 0.54
"ENSG00000163630" "ENSG00000111052" 0.51
"ENSG00000163818" "ENSG00000132478" -0.51
"ENSG00000178662" "ENSG00000271848" -0.54
"ENSG00000149054" "ENSG00000079805" -0.51
"ENSG00000170396" "ENSG00000258677" 0.51
"ENSG00000129596" "ENSG00000118402" 0.52
"ENSG00000282278" "ENSG00000172915" 0.53
"ENSG00000287952" "ENSG00000167005" 0.53
"ENSG00000163634" "ENSG00000100106" -0.51
"ENSG00000213424" "ENSG00000141428" 0.54
"ENSG00000014641" "ENSG00000220575" 0.52
"ENSG00000163328" "ENSG00000113387" 0.52
"ENSG00000138814" "ENSG00000133103" 0.52
"ENSG00000143951" "ENSG00000120251" 0.53
"ENSG00000119125" "ENSG00000119318" 0.51
"ENSG00000121716" "ENSG00000104723" -0.52
"ENSG00000112996" "ENSG00000125868" 0.53
"ENSG00000138079" "ENSG00000258424" 0.53
"ENSG00000173166" "ENSG00000130669" -0.51
"ENSG00000014641" "ENSG00000178567" 0.55
"ENSG00000146352" "ENSG00000255330" 0.53
"ENSG00000273398" "ENSG00000257647" 0.54
"ENSG00000075945" "ENSG00000116030" 0.55
"ENSG00000286786" "ENSG00000153933" 0.52
"ENSG00000104388" "ENSG00000229047" 0.53
"ENSG00000114784" "ENSG00000089818" 0.55
"ENSG00000104643" "ENSG00000101266" 0.54
"ENSG00000018189" "ENSG00000164985" 0.54
"ENSG00000138686" "ENSG00000234719" -0.52
"ENSG00000229956" "ENSG00000169231" -0.52
"ENSG00000120251" "ENSG00000079841" 0.53
"ENSG00000169851" "ENSG00000091157" 0.55
"ENSG00000186310" "ENSG00000139505" 0.54
"ENSG00000133302" "ENSG00000152749" 0.55
"ENSG00000283228" "ENSG00000144357" 0.53
"ENSG00000144635" "ENSG00000101144" -0.52
"ENSG00000162745" "ENSG00000148925" -0.53
"ENSG00000227617" "ENSG00000137822" 0.54
"ENSG00000138757" "ENSG00000007168" 0.53
"ENSG00000134121" "ENSG00000188352" 0.53
"ENSG00000186416" "ENSG00000255082" 0.53
"ENSG00000287319" "ENSG00000180336" 0.52
"ENSG00000116750" "ENSG00000253197" 0.54
"ENSG00000078668" "ENSG00000139278" 0.54
"ENSG00000197093" "ENSG00000088888" 0.53
"ENSG00000106591" "ENSG00000164919" 0.52
"ENSG00000132294" "ENSG00000085415" 0.53
"ENSG00000114853" "ENSG00000188419" -0.54
"ENSG00000143727" "ENSG00000232119" 0.54
"ENSG00000088179" "ENSG00000204116" 0.53
"ENSG00000237633" "ENSG00000255422" 0.53
"ENSG00000154822" "ENSG00000079805" -0.52
"ENSG00000146469" "ENSG00000111726" 0.54
"ENSG00000108061" "ENSG00000102780" 0.51
"ENSG00000070718" "ENSG00000135002" 0.54
"ENSG00000164985" "ENSG00000234719" -0.52
"ENSG00000186106" "ENSG00000196172" 0.52
"ENSG00000164985" "ENSG00000148572" 0.52
"ENSG00000077264" "ENSG00000005810" 0.54
"ENSG00000156011" "ENSG00000198513" 0.54
"ENSG00000154001" "ENSG00000130283" -0.51
"ENSG00000162636" "ENSG00000087448" 0.53
"ENSG00000125386" "ENSG00000007168" -0.51
"ENSG00000163001" "ENSG00000172795" 0.53
"ENSG00000253766" "ENSG00000103769" 0.53
"ENSG00000173674" "ENSG00000087448" 0.53
"ENSG00000079785" "ENSG00000110429" 0.55
"ENSG00000085365" "ENSG00000060982" 0.53
"ENSG00000120265" "ENSG00000133703" 0.54
"ENSG00000100934" "ENSG00000136404" 0.54
"ENSG00000130147" "ENSG00000075790" -0.52
"ENSG00000138814" "ENSG00000124532" 0.53
"ENSG00000116750" "ENSG00000269439" -0.53
"ENSG00000198569" "ENSG00000101557" -0.52
"ENSG00000211456" "ENSG00000104093" 0.55
"ENSG00000213190" "ENSG00000166922" 0.55
"ENSG00000108839" "ENSG00000079805" 0.54
"ENSG00000151789" "ENSG00000082701" 0.52
"ENSG00000184307" "ENSG00000104723" 0.52
"ENSG00000113575" "ENSG00000286018" 0.52
"ENSG00000070961" "ENSG00000140987" -0.52
"ENSG00000104643" "ENSG00000111726" 0.56
"ENSG00000015479" "ENSG00000135070" 0.54
"ENSG00000147416" "ENSG00000129355" 0.53
"ENSG00000116752" "ENSG00000111726" 0.53
"ENSG00000006625" "ENSG00000123570" 0.54
"ENSG00000083720" "ENSG00000073969" 0.55
"ENSG00000153989" "ENSG00000186106" 0.52
"ENSG00000273269" "ENSG00000061794" 0.54
"ENSG00000138079" "ENSG00000285582" 0.53
"ENSG00000196290" "ENSG00000259712" 0.52
"ENSG00000109738" "ENSG00000132294" 0.54
"ENSG00000286237" "ENSG00000273173" 0.54
"ENSG00000225792" "ENSG00000238178" 0.53
"ENSG00000075945" "ENSG00000105053" -0.54
"ENSG00000162378" "ENSG00000163577" 0.53
"ENSG00000237633" "ENSG00000179542" 0.55
"ENSG00000131437" "ENSG00000155961" 0.53
"ENSG00000198420" "ENSG00000131263" 0.53
"ENSG00000132313" "ENSG00000258903" 0.53
"ENSG00000163138" "ENSG00000100106" -0.51
"ENSG00000123119" "ENSG00000138134" 0.52
"ENSG00000148400" "ENSG00000187266" 0.51
"ENSG00000157214" "ENSG00000286786" 0.53
"ENSG00000139112" "ENSG00000134440" 0.54
"ENSG00000085365" "ENSG00000131966" 0.54
"ENSG00000146267" "ENSG00000148688" 0.53
"ENSG00000135070" "ENSG00000089737" 0.52
"ENSG00000101856" "ENSG00000254433" 0.55
"ENSG00000138814" "ENSG00000107518" 0.54
"ENSG00000197860" "ENSG00000070718" 0.54
"ENSG00000162639" "ENSG00000066654" 0.52
"ENSG00000109158" "ENSG00000013392" 0.53
"ENSG00000115966" "ENSG00000091164" 0.52
"ENSG00000182220" "ENSG00000120805" 0.55
"ENSG00000213585" "ENSG00000237341" 0.53
"ENSG00000115947" "ENSG00000145675" 0.51
"ENSG00000138018" "ENSG00000205060" 0.53
"ENSG00000118402" "ENSG00000287456" 0.52
"ENSG00000004961" "ENSG00000155961" 0.53
"ENSG00000085433" "ENSG00000085231" 0.54
"ENSG00000155158" "ENSG00000236051" 0.53
"ENSG00000131263" "ENSG00000137563" 0.53
"ENSG00000106723" "ENSG00000198513" 0.54
"ENSG00000129691" "ENSG00000175395" 0.53
"ENSG00000113327" "ENSG00000123119" 0.54
"ENSG00000143933" "ENSG00000172115" 0.51
"ENSG00000146151" "ENSG00000075303" 0.53
"ENSG00000117155" "ENSG00000204899" 0.51
"ENSG00000287542" "ENSG00000104093" 0.53
"ENSG00000096654" "ENSG00000179841" 0.53
"ENSG00000132781" "ENSG00000115419" -0.53
"ENSG00000163632" "ENSG00000259623" 0.53
"ENSG00000163138" "ENSG00000273599" -0.52
"ENSG00000096092" "ENSG00000188467" 0.53
"ENSG00000116750" "ENSG00000050748" 0.53
"ENSG00000169629" "ENSG00000051382" 0.51
"ENSG00000134121" "ENSG00000198753" -0.52
"ENSG00000136521" "ENSG00000225434" 0.53
"ENSG00000236107" "ENSG00000004766" 0.54
"ENSG00000164187" "ENSG00000104435" 0.54
"ENSG00000169871" "ENSG00000124067" 0.5
"ENSG00000061676" "ENSG00000259712" 0.53
"ENSG00000214265" "ENSG00000286786" 0.54
"ENSG00000162694" "ENSG00000075790" 0.53
"ENSG00000104723" "ENSG00000139496" 0.52
"ENSG00000104723" "ENSG00000148832" -0.52
"ENSG00000011052" "ENSG00000125814" 0.53
"ENSG00000153130" "ENSG00000164209" 0.54
"ENSG00000115419" "ENSG00000163412" 0.55
"ENSG00000008869" "ENSG00000101654" 0.53
"ENSG00000116030" "ENSG00000280987" 0.55
"ENSG00000143158" "ENSG00000275854" 0.54
"ENSG00000163138" "ENSG00000128298" -0.53
"ENSG00000152642" "ENSG00000213424" 0.55
"ENSG00000116750" "ENSG00000285982" 0.55
"ENSG00000185900" "ENSG00000070961" 0.54
"ENSG00000112996" "ENSG00000258048" 0.54
"ENSG00000109339" "ENSG00000223802" -0.52
"ENSG00000025434" "ENSG00000140497" 0.54
"ENSG00000227028" "ENSG00000138769" 0.53
"ENSG00000109270" "ENSG00000111669" 0.51
"ENSG00000138757" "ENSG00000185634" 0.51
"ENSG00000008086" "ENSG00000179542" 0.52
"ENSG00000138095" "ENSG00000122550" 0.52
"ENSG00000138018" "ENSG00000242265" 0.52
"ENSG00000138686" "ENSG00000113595" 0.55
"ENSG00000085365" "ENSG00000165169" 0.55
"ENSG00000163536" "ENSG00000156136" 0.52
"ENSG00000165832" "ENSG00000141378" 0.55
"ENSG00000113575" "ENSG00000185900" 0.52
"ENSG00000139180" "ENSG00000276012" 0.55
"ENSG00000164506" "ENSG00000165209" 0.53
"ENSG00000231295" "ENSG00000104093" 0.53
"ENSG00000172943" "ENSG00000078668" -0.53
"ENSG00000250686" "ENSG00000104093" 0.53
"ENSG00000105887" "ENSG00000023734" 0.53
"ENSG00000144635" "ENSG00000119943" -0.52
"ENSG00000164919" "ENSG00000165023" 0.52
"ENSG00000166922" "ENSG00000167981" 0.51
"ENSG00000115419" "ENSG00000125863" 0.55
"ENSG00000061918" "ENSG00000075303" 0.54
"ENSG00000162989" "ENSG00000112290" 0.53
"ENSG00000164050" "ENSG00000082701" -0.52
"ENSG00000144290" "ENSG00000125848" 0.54
"ENSG00000134709" "ENSG00000101654" 0.52
"ENSG00000115419" "ENSG00000138801" 0.53
"ENSG00000116750" "ENSG00000197930" 0.55
"ENSG00000129128" "ENSG00000070718" 0.53
"ENSG00000271894" "ENSG00000184381" -0.5
"ENSG00000112697" "ENSG00000133703" 0.53
"ENSG00000065029" "ENSG00000164465" -0.52
"ENSG00000015479" "ENSG00000258048" 0.54
"ENSG00000205981" "ENSG00000106299" 0.53
"ENSG00000163558" "ENSG00000075303" 0.51
"ENSG00000231999" "ENSG00000175395" 0.52
"ENSG00000165434" "ENSG00000079805" -0.52
"ENSG00000075945" "ENSG00000177082" -0.54
"ENSG00000287451" "ENSG00000122126" 0.54
"ENSG00000164209" "ENSG00000147669" 0.54
"ENSG00000112996" "ENSG00000141367" 0.54
"ENSG00000109133" "ENSG00000112996" 0.53
"ENSG00000186106" "ENSG00000110429" 0.54
"ENSG00000154174" "ENSG00000109436" 0.54
"ENSG00000122873" "ENSG00000178386" 0.54
"ENSG00000169891" "ENSG00000227345" 0.52
"ENSG00000152332" "ENSG00000221823" 0.52
"ENSG00000164830" "ENSG00000243646" -0.52
"ENSG00000131368" "ENSG00000231760" 0.53
"ENSG00000116030" "ENSG00000087448" 0.52
"ENSG00000175893" "ENSG00000104093" 0.55
"ENSG00000232119" "ENSG00000171867" 0.54
"ENSG00000174173" "ENSG00000240694" 0.52
"ENSG00000163001" "ENSG00000110429" 0.54
"ENSG00000079785" "ENSG00000259007" 0.52
"ENSG00000286237" "ENSG00000198825" 0.55
"ENSG00000215114" "ENSG00000164830" 0.52
"ENSG00000144834" "ENSG00000133134" 0.51
"ENSG00000109158" "ENSG00000087448" 0.53
"ENSG00000018189" "ENSG00000125249" 0.53
"ENSG00000205981" "ENSG00000273841" 0.52
"ENSG00000249568" "ENSG00000134057" 0.51
"ENSG00000134375" "ENSG00000108395" 0.53
"ENSG00000274629" "ENSG00000178502" 0.53
"ENSG00000078668" "ENSG00000108395" 0.55
"ENSG00000258677" "ENSG00000104343" 0.53
"ENSG00000260391" "ENSG00000177889" 0.54
"ENSG00000205981" "ENSG00000108839" -0.52
"ENSG00000282218" "ENSG00000087470" 0.52
"ENSG00000145414" "ENSG00000112290" 0.53
"ENSG00000153107" "ENSG00000138430" 0.54
"ENSG00000231295" "ENSG00000137563" 0.53
"ENSG00000135002" "ENSG00000132664" 0.52
"ENSG00000261292" "ENSG00000114573" 0.54
"ENSG00000240891" "ENSG00000266969" 0.52
"ENSG00000067992" "ENSG00000205707" 0.51
"ENSG00000133302" "ENSG00000134283" 0.52
"ENSG00000271894" "ENSG00000144357" 0.53
"ENSG00000138078" "ENSG00000166226" 0.53
"ENSG00000082701" "ENSG00000106266" -0.51
"ENSG00000104643" "ENSG00000060982" 0.54
"ENSG00000172915" "ENSG00000139910" 0.53
"ENSG00000186462" "ENSG00000152234" 0.52
"ENSG00000135334" "ENSG00000123119" 0.52
"ENSG00000231295" "ENSG00000257647" 0.52
"ENSG00000254433" "ENSG00000108094" 0.54
"ENSG00000074964" "ENSG00000133302" -0.52
"ENSG00000108061" "ENSG00000121289" -0.54
"ENSG00000205707" "ENSG00000171867" 0.53
"ENSG00000163536" "ENSG00000175395" 0.54
"ENSG00000234497" "ENSG00000110429" 0.51
"ENSG00000253358" "ENSG00000069345" 0.51
"ENSG00000152932" "ENSG00000130669" -0.52
"ENSG00000005249" "ENSG00000108094" 0.52
"ENSG00000175309" "ENSG00000155970" -0.53
"ENSG00000061676" "ENSG00000166987" -0.53
"ENSG00000255330" "ENSG00000257434" 0.53
"ENSG00000008277" "ENSG00000240291" 0.54
"ENSG00000228436" "ENSG00000109670" -0.51
"ENSG00000256206" "ENSG00000103769" 0.56
"ENSG00000055070" "ENSG00000024422" 0.55
"ENSG00000249319" "ENSG00000133703" -0.53
"ENSG00000114120" "ENSG00000198961" 0.53
"ENSG00000083720" "ENSG00000236051" 0.55
"ENSG00000125249" "ENSG00000264058" 0.52
"ENSG00000163444" "ENSG00000155961" 0.53
"ENSG00000079785" "ENSG00000070087" 0.56
"ENSG00000181404" "ENSG00000071564" 0.54
"ENSG00000143727" "ENSG00000260804" 0.52
"ENSG00000163577" "ENSG00000186310" 0.53
"ENSG00000145864" "ENSG00000198478" 0.55
"ENSG00000115840" "ENSG00000138378" 0.52
"ENSG00000135912" "ENSG00000156642" -0.54
"ENSG00000085788" "ENSG00000087470" 0.54
"ENSG00000198612" "ENSG00000265794" 0.52
"ENSG00000153130" "ENSG00000107758" 0.53
"ENSG00000250910" "ENSG00000180116" 0.54
"ENSG00000138814" "ENSG00000122550" 0.53
"ENSG00000165678" "ENSG00000180336" 0.53
"ENSG00000138757" "ENSG00000125868" 0.54
"ENSG00000155858" "ENSG00000147416" 0.54
"ENSG00000177889" "ENSG00000156642" 0.54
"ENSG00000168010" "ENSG00000076928" 0.53
"ENSG00000089159" "ENSG00000109066" 0.54
"ENSG00000229956" "ENSG00000127995" 0.55
"ENSG00000230612" "ENSG00000151835" 0.51
"ENSG00000198836" "ENSG00000254433" 0.56
"ENSG00000078018" "ENSG00000154174" 0.52
"ENSG00000198961" "ENSG00000171262" 0.54
"ENSG00000079785" "ENSG00000125848" 0.54
"ENSG00000109738" "ENSG00000152932" 0.54
"ENSG00000173258" "ENSG00000104093" 0.54
"ENSG00000085365" "ENSG00000139977" 0.55
"ENSG00000149100" "ENSG00000103769" 0.54
"ENSG00000089818" "ENSG00000156642" 0.55
"ENSG00000139163" "ENSG00000134265" 0.54
"ENSG00000188582" "ENSG00000198513" 0.53
"ENSG00000106524" "ENSG00000166479" 0.54
"ENSG00000106853" "ENSG00000097007" -0.53
"ENSG00000105784" "ENSG00000107643" 0.53
"ENSG00000003393" "ENSG00000164506" 0.54
"ENSG00000149313" "ENSG00000108666" 0.53
"ENSG00000129682" "ENSG00000148688" 0.53
"ENSG00000117118" "ENSG00000108946" 0.51
"ENSG00000138757" "ENSG00000166922" 0.54
"ENSG00000065609" "ENSG00000258302" 0.54
"ENSG00000132781" "ENSG00000111731" -0.53
"ENSG00000258048" "ENSG00000049130" 0.52
"ENSG00000023572" "ENSG00000146535" -0.51
"ENSG00000152495" "ENSG00000004897" 0.53
"ENSG00000196911" "ENSG00000135002" 0.52
"ENSG00000173660" "ENSG00000169567" 0.53
"ENSG00000084444" "ENSG00000108395" 0.55
"ENSG00000162989" "ENSG00000184613" 0.54
"ENSG00000283228" "ENSG00000167615" -0.52
"ENSG00000014641" "ENSG00000115415" 0.54
"ENSG00000158315" "ENSG00000178662" -0.53
"ENSG00000109133" "ENSG00000180329" 0.52
"ENSG00000227028" "ENSG00000196704" -0.52
"ENSG00000214184" "ENSG00000172209" 0.53
"ENSG00000010017" "ENSG00000197969" 0.52
"ENSG00000153933" "ENSG00000091157" 0.53
"ENSG00000187144" "ENSG00000135698" -0.51
"ENSG00000167701" "ENSG00000223802" 0.51
"ENSG00000081154" "ENSG00000153130" 0.52
"ENSG00000143013" "ENSG00000108395" 0.54
"ENSG00000113552" "ENSG00000149313" 0.52
"ENSG00000110675" "ENSG00000258944" -0.51
"ENSG00000122873" "ENSG00000111052" 0.54
"ENSG00000189195" "ENSG00000282218" 0.53
"ENSG00000181191" "ENSG00000023516" 0.51
"ENSG00000079785" "ENSG00000144290" 0.54
"ENSG00000097007" "ENSG00000269082" -0.52
"ENSG00000106591" "ENSG00000070961" 0.52
"ENSG00000253302" "ENSG00000276012" 0.53
"ENSG00000175087" "ENSG00000269699" 0.51
"ENSG00000165169" "ENSG00000263069" -0.52
"ENSG00000155970" "ENSG00000149313" 0.55
"ENSG00000142327" "ENSG00000168056" 0.55
"ENSG00000006128" "ENSG00000101654" 0.52
"ENSG00000198961" "ENSG00000136750" 0.53
"ENSG00000136531" "ENSG00000018189" 0.54
"ENSG00000175087" "ENSG00000134709" 0.52
"ENSG00000133302" "ENSG00000258677" 0.54
"ENSG00000164985" "ENSG00000205707" 0.53
"ENSG00000206199" "ENSG00000126391" -0.51
"ENSG00000111880" "ENSG00000091157" 0.53
"ENSG00000163577" "ENSG00000197170" 0.52
"ENSG00000079785" "ENSG00000168434" -0.54
"ENSG00000187094" "ENSG00000259623" 0.52
"ENSG00000113327" "ENSG00000236051" 0.55
"ENSG00000180116" "ENSG00000262304" -0.53
"ENSG00000285889" "ENSG00000139278" 0.54
"ENSG00000253250" "ENSG00000188467" 0.51
"ENSG00000147416" "ENSG00000125814" 0.56
"ENSG00000091972" "ENSG00000015479" 0.53
"ENSG00000106299" "ENSG00000102967" -0.52
"ENSG00000104093" "ENSG00000100101" -0.53
"ENSG00000006704" "ENSG00000254433" -0.53
"ENSG00000116030" "ENSG00000153933" 0.53
"ENSG00000023228" "ENSG00000069345" 0.53
"ENSG00000286237" "ENSG00000198791" 0.54
"ENSG00000143158" "ENSG00000165169" 0.55
"ENSG00000164713" "ENSG00000159082" -0.52
"ENSG00000143153" "ENSG00000023516" 0.52
"ENSG00000155858" "ENSG00000108666" 0.52
"ENSG00000061676" "ENSG00000135070" 0.54
"ENSG00000143951" "ENSG00000186635" -0.53
"ENSG00000283239" "ENSG00000099331" 0.51
"ENSG00000204899" "ENSG00000103035" 0.51
"ENSG00000112695" "ENSG00000065154" 0.52
"ENSG00000172292" "ENSG00000140497" -0.52
"ENSG00000181061" "ENSG00000114573" 0.54
"ENSG00000091129" "ENSG00000091157" 0.54
"ENSG00000061918" "ENSG00000110675" 0.54
"ENSG00000114405" "ENSG00000110429" 0.54
"ENSG00000113558" "ENSG00000151500" 0.52
"ENSG00000184232" "ENSG00000088888" 0.55
"ENSG00000104388" "ENSG00000101654" 0.54
