sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32
ENSG00000176593	351.912512597914	300.787201610265	288.024057224705	245.382952956497	224.134146225762	336.550490623907	259.993192600932	251.224724856356	209.969865617305	251.697784901636	206.936020083721	239.190495771154	125.834058245074	238.714966839737	204.494243653328	204.817621879685	208.447051661905	228.400626570355	176.529973978015	180.181702403003	190.322300708972	251.608598192377	213.433901479141	266.471276093788	203.652622103805	304.113847145962	294.843442305017	186.656797174672	222.569450788787	343.669262959361	276.340527394029	182.677580807752
ENSG00000158480	576.891407467725	594.208186038238	451.182193687255	629.938326992798	485.74409825133	555.947329448352	702.400963881549	560.424386218026	403.193668332616	390.281386707596	374.196337068683	393.069714717264	429.126403758843	506.224346022011	502.379559211326	327.708195007496	436.12353613395	482.508682971139	477.862534210254	455.844306934092	270.740174247974	452.895476746279	489.712229504919	359.84396043932	884.551792976121	736.275629932329	463.325409336456	483.925029712112	499.668417020826	825.273808330982	596.313769639746	403.091375491284
ENSG00000183160	147.067915712561	89.6223090512219	66.5951577398163	122.081071122635	79.9964316111241	107.568353015869	16.7737543613504	196.873221882625	100.476377411962	81.6519599829711	105.023919967302	64.5814338582116	124.220801088086	68.7350488176675	130.425462487556	108.600971601321	70.7643127413111	56.3585961667109	87.8544521658028	89.3208439262748	89.3531928211135	64.8885332180342	94.8595117685073	168.789083240001	176.910358595224	132.316200161752	130.470791542638	87.5673863288583	150.234379282431	16.3652029980648	88.8814561793659	93.482893465
ENSG00000101199	1021.59677164618	1064.41838284122	785.822861329832	764.227505227697	848.971139080218	952.139679170167	1130.13170009599	928.806795262202	762.589941383094	1176.08786397491	1139.7040203859	863.477689733867	816.308121435995	769.089465149037	900.901805701079	1157.45772364566	903.014164764121	1159.80058427284	906.460889635946	937.868861225885	1308.1307429011	815.741560455287	1143.05711681051	782.175794248343	1153.00297665841	1139.62662719961	926.650818672912	937.892795680141	1286.45142555919	1019.31835816518	1123.94641404998	821.62029302266
ENSG00000087088	147.067915712561	146.096640782129	56.6058840788438	181.900795972727	74.9516115996118	122.478817790346	115.319561234284	149.768585972059	106.917170835805	83.1501610835761	90.2427756756075	75.7436569941989	79.0496006924184	81.7389769723614	79.7044492979507	90.5008096677678	68.4567808040944	98.8747301170367	61.5802234807029	64.6806111190266	110.797959098181	99.3191834969911	116.202901916421	101.273449944	174.853261402256	123.779671119058	195.192522780325	69.1321471017303	196.973963948076	134.428453198389	147.058409314951	70.3265804048624
ENSG00000103067	48.1472343106599	47.8804116848994	31.6326999264127	50.0532391602805	27.3861657767812	47.9264939179614	26.20899118961	25.3640347210744	32.2039671192185	27.716720361192	26.4504687325056	23.9190495771154	29.0386288257864	57.5888246850728	27.3732452134376	15.2422416282556	23.0753193721666	35.5949028421332	24.6320893922811	20.0201891558892	26.8059578463341	21.1880924793581	17.7861584565951	44.5315879186384	17.4853261402256	29.8778516494278	55.4757696323029	33.0298036152711	8.90277803155147	42.0819505664524	37.1686089477348	24.0139542845872
ENSG00000005302	318.647150710549	270.094630017381	337.970425529568	307.644299229041	340.165006490546	249.217768373399	349.103762645606	378.044898461729	337.49757540941	396.274191110016	349.301778261619	384.299396538988	429.126403758843	253.57659901653	319.622892639257	596.352703705502	393.818783951644	363.859006830695	399.860917801364	488.184612493605	518.248518362458	377.412897288566	387.738254353774	265.034773257703	525.588332803253	404.418063397613	412.986285040477	340.283790734072	645.451407287481	362.372352100006	427.439002898951	368.785726513303
ENSG00000166532	1158.15983623642	1252.25692098968	1245.32944973456	1385.62015724191	1212.91886848218	1620.98052762527	1349.23886644113	1399.85315436787	1410.53375982177	842.738119090299	1002.00599198433	1357.80471432759	1263.18035392171	1023.59491617662	1230.18584370978	1154.59980334036	959.164108569727	1240.87786296881	1258.69976794557	1359.83284805001	1200.90691151577	1383.84729005808	960.452556656137	1472.41540698724	856.780980871056	1111.88290781085	1277.9973596775	1036.98220652595	1282.00003654341	1104.65120236937	1015.67264015875	1102.06897341766
ENSG00000275232	108.550128264033	152.235155100706	119.871283931669	73.2486426735812	95.1308916456611	93.722921439569	131.04495594805	147.352963617671	118.510598998724	52.4370385211741	115.137334482672	79.7301652570514	93.5689151053116	149.545173778979	43.4751541625186	78.1164883448101	32.3054471210333	161.16581009077	80.4648253481184	49.2804656144964	57.1860434055126	103.291950836871	61.6586826495298	11.4920226886809	59.655818596064	76.828761384243	95.5416032556328	86.7992513610613	74.5607660142435	88.8396734180661	77.5692708474466	109.778076729541
ENSG00000206127	112.051745304808	139.958126463552	156.498620688568	115.977017566504	142.696337468492	136.324249366646	114.2712015867	140.106096554506	142.98561400933	185.027835924714	166.482362022241	129.960169368994	114.541258146157	132.825837580087	188.392334704247	147.659215773726	155.373817105922	96.8972355146959	183.919600795699	143.22135319213	130.455661518826	152.289414695386	151.775218829612	170.225586076086	88.4551792976121	87.4994226876101	154.09936008973	146.713778849228	97.9305583470661	135.59739626968	107.465760653233	140.653160809725
ENSG00000145604	836.886472745288	1081.60622293324	1167.08013939028	930.257761954481	1119.22935398266	904.213185252205	994.893305557597	979.534864704351	1074.32434309713	859.218331196953	879.089107874452	1112.23580533587	1203.48983911315	907.488414795421	1091.70942674769	1161.26828405273	939.165498447182	961.062376737596	1280.86864839862	1168.87104379384	1087.42835663295	1116.34762250618	942.666398199541	812.34235380613	921.57954244954	932.615797914283	807.480646870187	1223.63900370063	686.626755683407	735.265191841626	837.101714562028	1103.78425586656
ENSG00000101901	1438.28919949844	1464.64951641244	2199.30508435743	1348.99583590512	1889.6454385979	1646.54132438152	1545.28212053941	1428.84062262053	1708.09841600335	1556.63094352857	1845.30917157363	1974.91619341716	2016.57144623516	1436.00520908262	1584.42784058957	1674.74129890459	1609.11893755242	1942.88844679977	2216.8880453053	1872.65769335086	1367.99738209125	1921.49513672179	1619.72616344726	1462.35988713464	1489.33836770863	1398.92369687143	1348.88306531877	1835.07443806704	1306.48267613018	1628.33769830745	1339.68594859444	2024.03328970092
ENSG00000144580	838.637281265676	775.908209868113	995.597608210253	712.95345535619	878.519370576219	815.815429803521	738.045191899419	770.583531049786	994.458504641467	1013.53304455927	893.092297203426	841.153243461893	845.346750261781	766.302909115888	1085.26866316806	941.208420544785	895.322391640066	893.827560258012	902.355541403899	899.36849746456	777.372777543687	957.436928910994	826.46349628312	850.409678962386	749.811926836735	822.707986489602	735.567612161646	1017.77883233103	764.526063459482	931.647627818404	702.971517054985	861.929430571789
ENSG00000185624	1081.99966559956	739.077123956652	634.31887747175	865.554794259484	668.078307238847	843.506292956121	1004.32854238586	1305.64388254674	734.250450318182	933.379285676899	714.162655777652	631.462908835847	753.391092313458	588.892175005422	925.859764572155	852.612891080549	759.947184656688	624.888294339672	714.330592376153	800.807566235567	893.531928211135	713.773865398376	835.949447459971	1025.66302496477	1221.91573262283	1152.43142076365	1306.76257356091	756.612943280048	1309.82121789201	870.862588111306	883.1584691277	668.102513846193
ENSG00000236859	632.041875859935	705.929146636337	489.47440938765	839.917769323731	497.275115420501	693.336612013175	602.806797361031	679.997692760234	645.367501069139	503.395569803272	550.792113606294	478.380991542309	430.739660915831	632.548219524751	439.58211430991	455.361968644137	475.351579066633	518.103585813272	449.125096585926	398.86376856733	529.864433429203	480.704848125437	484.969253916494	532.224300769534	495.760423505221	436.430047307714	702.69308200917	547.680232039263	385.045149864601	631.229258496785	547.024962122098	548.890383647706
ENSG00000009335	2958.8663994551	3184.66122847767	3437.97501831801	2757.81139666033	2949.77832958857	2913.93083021205	2978.38975878729	2698.25016985144	3193.34537954171	2809.87616418463	3069.03232793337	2769.0286393774	2800.6144245314	2773.55210499399	3344.36648872411	2894.12062916504	2798.26706253141	3271.76481957274	2858.96450879743	2972.22808237432	2922.74293717862	3102.731292446	3049.73330335751	2804.77178745618	2374.91870928124	2902.41987451585	2898.0952987542	2874.36104949638	2755.40980076518	3131.59848798683	2929.0479877291	3125.24462189413
ENSG00000262119	22.7605107650392	47.8804116848994	89.903462948752	46.3908070266014	66.3033487227335	29.8209295489538	35.6442280178697	26.5718458982685	52.8145060755183	31.4622231127045	54.4568473904528	86.1085784776155	87.1158864773591	52.0157126187754	51.526108637059	78.1164883448101	44.6122841195222	50.4261123596887	85.3912432265746	60.0605674676675	50.0377879798236	82.1038583575126	45.058268090041	48.8410964268938	19.5424233331934	37.3473145617848	34.9291882870055	67.5958771661363	14.4670143012711	28.0546337109682	41.208675137706	58.3196032625688
ENSG00000260206	39.3931917087217	22.0986515468766	33.2975788699081	24.4162142245271	47.5654458228305	28.7558963507769	36.6925876654541	45.8968247333728	42.5092365973684	47.9424352193592	52.1229825022905	62.9868305530706	61.303771965549	26.0078563093877	48.3057268472429	81.927048751874	67.6876034916888	37.5723974444739	60.7591538342935	92.4008730271808	96.5014482468026	50.3217196384755	60.4729387524234	43.0950850825533	62.7414643855155	51.219174256162	41.0931626905948	55.3057176813842	79.0121550300193	36.2372352100006	43.6327148516887	60.0348857114679
ENSG00000253251	22.7605107650392	35.6033830477457	43.2868525308806	31.7410784918852	56.934397272782	35.1460955398384	41.9343859033761	38.6499576702087	64.407934238437	38.9532286157293	52.1229825022905	55.811115679936	41.9446860816914	48.3003045745772	51.526108637059	69.5427274289163	59.2266530552277	38.5611447456443	54.1905966630185	60.0605674676675	76.8437458261576	59.5915100981946	60.4729387524234	40.9403308284257	49.3703326312253	39.4814468224582	35.9565173542704	59.1463925203692	42.2881956498695	46.7577228516137	36.3605957097406	60.0348857114679
ENSG00000225539	728.336344481255	1344.33463576833	825.779955973722	730.044805313359	995.991607987149	484.590105170499	1244.40290168269	508.488505598683	1495.55223301651	593.28763583957	658.927853424479	1029.31643346853	1116.37395263579	1672.86247190026	622.338780881979	566.820860550756	566.114501930488	669.381922892338	991.852132862521	1644.73553988382	801.498139605388	1068.67441442762	482.597766122281	181.717608764767	430.961861926738	594.355834597547	667.763893722165	687.480796178318	249.277784883441	529.531211294526	336.133507005602	1032.60003423725
ENSG00000105792	532.24579019784	567.1987230365	929.002450470437	418.738073950639	957.074425041196	527.191433097576	464.42332387989	414.279233777549	863.066318795056	821.763303681829	756.950178727294	848.328958335027	784.042978296232	587.963322994372	650.51712154287	781.164883448101	687.644517290566	723.763024456708	1170.02424613335	887.048381060936	688.019584722574	863.414768533842	567.971326713938	1001.96072816936	388.7913694709	403.350997267276	311.280707381255	1232.08848834639	303.807300326694	725.913647271303	458.951519180726	850.780094653945
ENSG00000253392	106.799319743646	130.136503553829	111.546889214192	100.106478320561	74.2309230265386	89.4627886468613	77.5786139212458	95.4170829983277	87.5947905642743	107.870479243558	98.8002802655358	81.3247685621925	87.1158864773591	83.5966809944605	78.0942584030426	74.3059279377462	76.1485539281499	98.8747301170367	77.1805467624809	64.6806111190266	71.4825542568908	94.0221603771515	86.5593044887629	100.555198525958	88.4551792976121	99.2371501213139	86.295641650249	87.5673863288583	68.9965297445239	135.59739626968	98.5776150352967	83.1911987716055
ENSG00000205277	85.789617498994	176.789212375013	49.9463683048622	148.938906769615	90.8067602072219	113.95855220493	96.449087577765	114.742061833432	54.1026647602871	47.9424352193592	81.6852710856792	61.3922272479296	59.6905148085609	169.05106601102	24.9579588710755	86.6902492607039	46.1506387443333	64.2685745760738	50.906318077381	38.5003637613253	90.2467247493246	124.480043316229	64.0301704437424	108.455964124426	51.4274298241931	50.1521081258253	63.6944021704219	62.2189323915572	70.1093769984678	88.8396734180661	96.1535753213141	83.1911987716055
ENSG00000136404	751.972259506488	729.255501046929	1112.13913425493	775.214801628734	1198.50509702072	717.832375571244	1237.06438414959	921.559928199038	1055.0019628256	987.314525298678	1079.80148825641	1384.91297051498	1192.19703901423	541.520722441894	1221.32979378779	2036.74453757566	1088.38589705386	971.93859705047	1266.08939476325	1499.97417214124	1648.56640754954	925.654790191957	1172.70071423817	677.31108721413	1352.54140437628	1046.79187386031	750.977548170619	1014.70629245984	1733.81602164465	900.086164893564	984.160123876979	1088.34671382647
ENSG00000232959	100.671489922289	74.8898746866375	186.466441671486	79.3526962297129	159.992863222248	88.3977554486844	184.511297974855	132.859229491342	175.189581128549	187.275137575622	175.81782157489	189.757793311782	171.005258640742	102.173721215452	193.222907388971	286.744670631559	239.214144158128	115.683434236933	209.37275983439	260.262459026559	248.401876042696	158.910693595186	213.433901479141	113.483724050724	217.023753858095	157.925787289833	73.9676928430706	178.207312528905	267.083340946544	140.273168554841	146.250396076957	180.962298358853
ENSG00000164418	9965.6020980464	13416.3368946815	22365.9837269173	9937.39918938251	22229.6390364425	11899.6159232307	15245.2459951724	8426.89858328268	17348.9211664654	11876.2401244956	16660.6834816277	23855.2654449098	20228.6314914742	14743.6679713897	14701.0428705109	17656.2316461306	17766.4575619435	17656.0605569992	26511.5178129122	25699.7628179599	19279.7384150117	17237.8374877378	11274.0529736871	12966.5928499223	6882.01865907352	16714.5238655942	6341.70233222604	18412.1951780942	4895.41507009936	9677.67968721275	13851.7709389352	19308.0768860325
ENSG00000267448	49.0226385708537	72.4344689592068	53.276126191853	48.8324284490541	65.5826601496603	40.471261530723	80.723692863999	38.6499576702087	73.4250450318182	44.1969324678468	59.9025321294981	62.1895289005001	56.4640004945846	57.5888246850728	30.5936270032538	85.7376091589379	52.3040572435777	52.4036069620294	44.3377609061061	63.1405965685736	56.2925114773015	70.1855563378737	61.6586826495298	52.4323535171066	74.055498946838	67.2251662112127	36.9838464215353	49.9287729068052	43.4010429038134	63.1229258496785	50.0968207556426	84.9064812205046
ENSG00000115828	113.802553825196	61.3851431857684	133.190315479633	56.1572927164122	186.658340425956	79.877489863269	159.350666432829	113.534250656238	113.357964259649	125.099791900515	155.590992544151	218.460652804321	222.629487664362	130.039281546939	127.20508069774	331.51875541456	144.605334732244	131.503391055659	206.088481248752	246.402328072482	257.337195324807	127.128554876149	175.490096771739	140.777277936341	283.879412629546	183.535374417914	69.8583765740111	185.888662206875	460.718763132788	154.300485410325	134.130197507043	194.684557950046
ENSG00000237352	220.601873568842	209.937189695328	254.726478354797	269.799167181024	232.78240910264	243.892602382515	94.3523682825962	94.2092718211337	345.226527518022	265.181594807081	178.151686463053	220.055256109462	275.866973844971	601.896103160116	187.587239256793	149.564495977258	242.29085340775	181.929503415347	257.815868972543	237.162240769764	351.158047786976	243.663063512618	180.233072360164	427.359593735321	135.76841473587	147.255125986466	194.16519371306	265.006563889966	66.770835236636	180.017232978713	188.267084452657	307.035558352936
