sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42
ENSG00000178394	440.88147794898	527.688629361516	303.64083658664	75.6035559425236	53.5076244324931	197.369070647426	191.225580502577	401.019117739692	533.697657131962	495.342831737106	77.8611026704993	385.081591647972	447.913412676139	303.572083925343	446.91687309919	516.727558136813	510.893460500386	104.850505930942	94.2142903802609	611.137964676152	97.3350108945827	120.798900394851	274.136040552869	130.196898257027	230.82520590784	112.770408723634	405.155581314241	219.46580321781	348.917614862008	42.2095555806214	182.97594978002	373.496075254415	203.870238002156	83.4513315243285	425.673470185972	263.522358208133	153.013484024772	437.191537355942	474.986638660327	29.1689704643552	409.046802302983	331.60566702716
ENSG00000286423	289.246297660364	238.903807322875	437.903791539917	173.092351763146	98.7123416254614	266.561675874397	174.451406774281	477.854801716064	245.466710892425	343.771050416919	258.114888304943	243.270107298569	349.108983409344	209.609296043689	353.462206053604	227.756223359954	331.081795631535	311.792293952539	192.776932624226	330.552609824837	128.197331422133	277.657174041896	236.061590476082	223.504675341229	622.501047428624	83.9221646315417	330.987756319558	281.231628075518	133.113078502269	105.523888951553	360.440575771486	261.677805810964	344.196505717925	79.3471676788697	401.435834872891	107.984725731904	252.804886649623	309.233038617617	155.082388332315	120.842877638043	264.416371119932	276.665083141003
ENSG00000285755	62.2317791935936	64.7578085783618	87.7873167002191	180.055837178905	165.13559954166	155.399785509755	183.844944062127	74.7305967441421	140.266691938529	84.3801669205165	174.920833396738	190.234918029687	90.5707268278958	248.846504170094	103.632898109957	126.031111740686	98.4682926662754	172.451490017997	184.080228896817	98.0126924480621	210.101182052941	180.296866260972	180.85363786474	88.9678804756348	70.8833309480768	271.435751230143	110.698246260722	73.5933232347149	90.7589171606378	193.460463077848	122.351388105917	183.289740634111	217.108565145153	158.694335357739	157.544629535022	177.332714734045	115.314509699828	91.9701709681707	60.6844128256885	279.188717301686	122.447849713257	136.370377860282
ENSG00000196365	2851.26729178535	2696.20011121531	2214.30596476788	2366.59025772715	2218.72132345079	2358.22010273563	2055.84273213999	3363.92939710251	1735.37267038582	2206.38510540313	2416.8939541281	2109.8781817838	2216.51269655178	3132.78130146086	2302.13080801405	1886.86578720341	1642.5652878099	2159.09265502533	2595.9660626315	2160.12286885533	2352.65843406174	2674.70401098151	2258.76675080541	3178.97426577573	3416.94005595858	2347.19804203843	2451.96615467498	2793.9179499465	3070.67669726825	2437.60183478088	2807.46833788983	1686.49616696669	2200.20997116612	2860.60220028477	2157.90696896767	2268.66992592716	1993.61046577202	2787.09605064413	2918.09614760564	3154.41580593099	3098.46297970069	2674.4291370297
ENSG00000235724	347.972061124742	366.66921343694	350.116474839697	471.52744100995	459.427533920372	433.304511421361	394.528566089527	301.027474208798	395.99681931426	407.056175607306	285.846239941011	430.046208636807	382.867163408832	445.032544802119	331.255156458613	442.90933554584	499.476846857919	444.235038286361	427.587933264261	386.285317295304	453.438709289398	388.539746792394	444.519204646492	453.519195595309	347.14656951494	445.836499605065	301.099229829163	436.303273462953	352.951344513591	408.025703946007	430.985520264988	466.870094068019	432.893297576006	477.451060688371	348.416007625528	411.134506226975	447.952518449331	413.199318842506	479.481780351119	366.695628694751	393.962646903524	425.789525117714
ENSG00000182087	3257.96511637447	2327.78068673571	2526.20913704395	2629.21313626434	3518.58757906084	2657.67662371793	2343.01658636842	2927.12379641492	2044.13044959197	2223.57365792398	4716.46295902668	1572.60865571208	2143.23274484557	3070.82781494548	2415.94193718838	1939.97889857985	1624.01329064089	3494.5569937247	2740.91112475497	2121.6865188757	2692.1439598648	3232.72281205922	2266.38164082077	3424.1784241598	4661.03339016264	2816.63765044612	2637.939208393	2446.97799755427	2890.16729535987	2775.27827942586	2350.02846343978	1829.43910934801	2539.11114602685	3622.60862092495	2039.74849681641	2936.39199146206	2193.19327102173	2833.74758664248	3092.65748326472	3708.62624475374	2508.40631260419	2173.09630906852
ENSG00000133256	937.859207565424	733.338426873881	1272.39969617259	947.034016543191	1960.40865377669	1450.77609975895	1293.62427792621	1072.54194482086	927.983907032338	740.670354080089	5327.61928546773	1412.35014900828	1215.29447998158	2859.15340268461	1040.03015603207	965.938449269687	693.559278779853	1546.5449624814	1078.39126219868	1830.53116777998	1611.96274140053	2188.8039564082	840.49348544508	1492.92443334724	1608.50635612944	1915.78566447941	814.739092478911	651.82657722176	1314.99586641635	1150.21038957193	672.381502203689	604.049208127511	961.102550581592	1212.09638902549	1027.82722249531	1549.43221141925	882.599516548682	1936.70519444568	719.971860808477	1466.78251477901	612.239248566287	682.832971156519
ENSG00000179965	1426.07189785883	1017.74772130588	926.414389177607	785.879068349917	638.401312194573	786.073367578542	698.476594046255	1431.45931791596	786.006645679925	952.402069223237	807.408968788602	652.563415786683	830.780576084972	787.841836853867	895.68433366463	718.377336921911	647.892824209986	772.582675280628	918.951693862852	835.02970330751	853.461863819573	1028.59362201884	715.799661443602	1314.98867239597	897.855525342307	723.828669947047	1151.2617611115	888.376544761915	1060.87089836657	1027.09918579512	1162.88931938507	1111.26610044832	865.786595152013	1084.86730981627	855.891496993146	992.66692828778	826.051055061267	961.021641565957	909.517002103528	804.23018566008	1210.28164499191	927.122353078894
ENSG00000276293	13953.0660983495	16126.4445470547	11546.6141259818	9285.31041009889	7581.47685493497	8864.59360407836	10326.1813471392	14778.7649138662	12555.5794979122	13882.8813519505	8265.00937799588	12709.9984021774	12334.9096237155	7731.79511711895	12013.0885371569	12088.1840603852	11846.1637307645	8072.79915072249	9433.02464299597	14277.1821999344	8298.40318492717	10549.1696449295	11581.2958521068	12626.9291826273	12565.4335515264	8847.23194951581	13874.9181863188	15053.7771009582	12171.7792236544	9099.67669058896	12752.1009819582	12182.4275410144	10846.1614282576	11082.6104373539	14571.3633797824	10809.3701143193	11369.567139058	12543.9315794414	13404.512521941	8352.74304225715	14339.707965333	12955.1858967268
ENSG00000115919	39.4426769536861	35.0042208531685	18.5902553012229	131.311439268594	119.930882348691	86.2071802827838	81.1870008449538	17.8932414739495	52.1723671234771	41.4087856184016	22.3983993983628	59.9528226517801	45.2853634139479	77.4418581442202	42.5635117237324	106.226222752864	127.009826772442	88.9849688492866	95.6637410014957	55.7327074704667	45.1064684633432	38.7638262461089	41.8818950844661	54.2487076070944	54.5256391908283	127.19453076968	375.267054823846	30.2258291856865	63.5312420124465	112.558814881657	57.3177674009702	74.9297681837561	58.2486394291874	45.1458023000466	40.9010095908229	57.4597623160591	51.0044946749239	34.6554267416295	52.4433197259036	127.093371308976	77.1953835148796	44.1486834799473
ENSG00000159788	6048.75363683083	3458.41702029305	3591.01764901955	4553.1246782754	2858.96772614304	3607.08991183227	3619.1957236172	3743.89764251991	2719.80536807635	3141.59862210552	4358.08856865288	3092.18212215527	3477.9159101912	4487.49753993042	3717.83021969471	4426.39268877824	2079.25075963425	3180.00547593187	3962.7979984559	2759.72992853759	4154.54314793951	3230.01835906531	2307.31167465331	2718.94522526757	3520.53877042115	2907.1162341895	3669.64686354292	2320.81801486619	3393.37506939496	2437.60183478088	2620.08332907897	3270.39618980486	3103.06388231853	3390.03933634895	3086.51137190006	3691.29438602821	2745.3723655459	2725.78260333201	2371.18724189264	2737.71622786877	2603.34776129491	2030.83944007758
ENSG00000163126	1242.00607207496	973.117339718085	1183.57958751119	1232.5369185893	1678.10980763284	1324.86824434594	1308.38555080711	1238.84383616698	1058.8424671945	1035.21964046004	2174.77792253628	1163.31534722396	1065.44109559361	1728.502273779	1157.5424601389	999.246671658297	967.558006199054	1920.41979284042	1213.19016997351	909.019677018302	1558.54718664131	2134.7148965299	1394.47673406234	1603.59179686571	1594.87494633173	1643.0386294269	1322.84404281562	1120.98401284307	1058.85403354077	1431.60742677607	1109.98061101494	1105.50227212649	1253.66958044183	1540.42949666219	1191.4312608586	1563.30180921968	1117.66370939833	1358.22614806617	1206.94554397758	1591.79238819767	1068.31312358523	1189.07120839325
ENSG00000260691	241.915085315941	104.137557038176	204.492808313452	177.071486286437	78.4163461510675	214.383645703239	232.15456439962	185.247676436183	117.174004851088	173.448120892173	271.980564122977	244.423046195719	240.424111215869	175.534878460233	257.231657808644	264.665334655441	174.103358047617	226.946160863685	142.046160881009	237.344461124229	130.571356078099	141.533040014863	160.864551574427	75.9481906499322	144.492943855695	95.7237190328522	246.857089161409	203.6958053818	388.246478964951	116.076277846709	234.782393392436	229.40036720873	195.927241716358	83.4513315243285	236.316944302532	108.975411289078	138.599170312293	138.621706966518	71.1730767708692	62.5049367093326	133.095488818758	94.1838580905543
ENSG00000225964	56.0962516674646	91.0109742182382	144.590874565067	114.400117544608	91.3319796347727	222.323780729285	124.799852538524	129.462864782105	109.476442488608	100.787421599506	179.187195186903	193.693734721136	197.608858533591	75.376741927041	146.19640983369	171.042223076645	154.124284173301	115.887401292094	139.147259638539	130.68358993075	92.5869615826519	146.941946002692	108.512182718844	75.9481906499322	128.135252098447	99.6575704999557	97.414456709435	63.0799913440413	76.6408633800941	98.4889630214499	88.1811806168773	69.1659398619287	187.984245430559	47.8819115303524	109.069358908861	58.4504478732326	79.8331220998808	63.9792493691622	52.4433197259036	93.7574050639989	69.2096541857541	98.1081855109941
ENSG00000224596	383.032218416907	229.277646588254	294.345708936029	318.330761863257	175.283597278857	279.039030915327	287.173854228432	226.296877464656	82.1073318664557	253.921798603406	489.565015421359	320.517013407593	164.674048777992	163.144181157157	260.932832741142	432.106668825209	154.124284173301	290.408309190308	215.968142563983	70.1463387128288	353.72967373885	213.651786519251	112.319627726523	117.177208431324	207.197428925148	99.6575704999557	254.60596639966	134.044981606088	253.11653563689	119.593740811761	143.294418502426	326.23268301543	140.32626771577	93.0277138303989	211.321882885918	191.202312534473	102.008989349848	234.590581020261	124.365586778571	120.842877638043	88.730325879172	80.4487121190151
ENSG00000250039	102.550960079584	76.1341803556416	72.2954372825334	109.426199390495	69.1908936627066	77.1327402530171	110.038579657623	187.352763668413	109.476442488608	59.3786359811042	120.524720572143	95.6939284634182	137.502830729624	147.655809528313	154.524053431811	99.0244449391105	124.155673361826	137.961192014398	144.945062123478	66.3027037148656	144.815504013891	68.5128091791692	196.083417895455	169.255967734135	101.781193156213	251.766493894625	138.372807825902	93.3058205297278	125.045619199101	397.473315050851	55.1132378855483	144.095708045685	226.375394145251	145.01378920621	85.5891496993146	1130.37222073489	94.2474358123593	87.971467882598	148.339675796127	270.854725740441	75.4207769972962	156.973096817591
ENSG00000273489	1171.00925355832	894.357842798456	941.906268595292	1116.14723378305	1064.61721715685	914.249832998997	919.224720310634	937.816361958178	1067.39531426392	839.113882154025	857.538719823033	933.880506691189	772.321288768784	912.781367993209	934.546670455864	1015.45067173924	1115.97398355112	942.274941458338	1281.31434917155	943.612391999971	1213.12659919834	854.607146077006	885.230964285306	902.698494582051	861.505099215088	1014.93367851271	952.004917842206	1106.52818149339	1018.51673702494	735.149759695822	1046.04925506771	1095.1273811472	908.149242009603	1258.61024594069	781.663738846838	1048.14531948949	1012.32833996099	909.038501453513	1021.89554437332	1129.25585654861	960.062126012641	1018.36296560412
ENSG00000261371	1547.0294405168	1028.24898756183	788.020266379614	3344.46256682585	5609.99765817225	2351.4142727133	2079.99754230873	614.685471810972	1761.88649630103	844.582967047021	565.292937196776	959.245162428481	1644.27037704825	3618.08361249797	1168.64598493639	1870.66178712247	2762.82050147695	2197.72178878936	4216.45185717198	1016.64145696127	3669.05510579458	2370.00230700047	1135.57047354018	2530.15972279488	1148.67346562012	1265.38888858496	1650.51085174736	993.509863668651	1198.01770652042	6623.3827631925	1586.15898634608	3575.87909086171	3538.60484532313	2615.72042417239	1389.87689998444	2954.22433149118	1379.33894294794	593.140957693275	2142.68420594406	2250.17772153597	1488.89486825251	2272.18557643462
ENSG00000109113	781.841507615288	411.29959502473	597.986545522669	846.5608698301	734.346018073526	779.267537556217	624.670229641752	666.260109000591	474.683012352947	398.461899346883	561.026575406611	296.305296567451	466.850928285609	632.958120565427	582.935051868509	935.330893561234	509.466383795077	620.135558104718	1372.62973830934	299.803529841131	940.113763762311	241.597800789702	314.114213133496	1267.24980970172	1082.33393793794	793.326712532542	483.751336159354	465.214936162305	488.081287841652	749.219611556029	559.95049691717	561.396878545988	893.587082152307	1130.01311211632	293.881328171098	605.308875432968	567.702201599153	262.58150261927	578.374897548537	1331.35515190879	889.077865309303	638.684287676571
ENSG00000075188	98.1684404180631	138.266672370016	145.623666526246	171.102784501501	185.431595016054	230.26391575533	162.374001689908	106.306905227582	145.398400180182	144.540100743477	150.389253103293	148.729117732301	137.502830729624	133.199996008059	137.868766235568	198.048889878221	215.488582501559	187.627221139581	189.878031381757	145.097221173112	225.532342316716	133.419681033119	201.794585406973	112.837311822756	122.682688179364	232.097236559107	112.912211185936	135.359148092422	117.986592308829	204.012851973003	155.419330837246	152.165067696243	169.450587430363	145.01378920621	115.128767737131	156.528318033402	151.904690662273	123.959795652752	125.863967342169	160.429337553954	140.193914889092	148.143360121601
ENSG00000112118	539.049918367043	722.83716061793	558.740450997865	711.270296038216	1040.63104068711	779.267537556217	725.315272011529	515.746371896192	817.652179836788	682.854313782698	612.222916888584	594.916470929202	817.606652182732	593.720912439022	664.360900383476	662.563558865321	747.78819358157	873.984151411211	901.558286408035	666.870672146619	697.963248853837	776.178009253483	769.103891551104	822.410407323551	834.242279619674	991.330569710086	666.403442489544	750.389063696825	624.219663582609	1041.16903765533	745.130976212613	576.382832182739	896.234747580906	748.325874488651	658.203283970835	957.002248229536	773.937767023845	591.80805666475	911.764572948924	902.154586504701	820.755514382341	841.768231684329
