Node.1	Node.2	weight
ENSG00000275854	ENSG00000146352	0.53
ENSG00000275854	ENSG00000123983	0.53
ENSG00000275854	ENSG00000106105	0.51
ENSG00000275854	ENSG00000102471	0.54
ENSG00000275854	ENSG00000287022	0.54
ENSG00000275854	ENSG00000227028	0.53
ENSG00000275854	ENSG00000169255	0.53
ENSG00000275854	ENSG00000254433	0.55
ENSG00000275854	ENSG00000079785	0.55
ENSG00000275854	ENSG00000186106	0.54
ENSG00000275854	ENSG00000110429	0.53
ENSG00000275854	ENSG00000285982	0.54
ENSG00000275854	ENSG00000134108	0.53
ENSG00000275854	ENSG00000145864	0.53
ENSG00000275854	ENSG00000164933	0.52
ENSG00000275854	ENSG00000113161	0.53
ENSG00000275854	ENSG00000067992	0.53
ENSG00000275854	ENSG00000165434	0.53
ENSG00000275854	ENSG00000260391	0.53
ENSG00000275854	ENSG00000104643	0.56
ENSG00000275854	ENSG00000118402	0.53
ENSG00000275854	ENSG00000156136	0.53
ENSG00000275854	ENSG00000183308	0.52
ENSG00000275854	ENSG00000235978	0.53
ENSG00000275854	ENSG00000107758	0.54
ENSG00000275854	ENSG00000107105	0.52
ENSG00000275854	ENSG00000189195	0.54
ENSG00000275854	ENSG00000100478	0.53
ENSG00000275854	ENSG00000163001	0.54
ENSG00000275854	ENSG00000173852	0.52
ENSG00000275854	ENSG00000258636	0.53
ENSG00000275854	ENSG00000179841	0.53
ENSG00000275854	ENSG00000091164	0.54
ENSG00000275854	ENSG00000261369	0.54
ENSG00000275854	ENSG00000073969	0.54
ENSG00000275854	ENSG00000152402	0.52
ENSG00000275854	ENSG00000134265	0.55
ENSG00000275854	ENSG00000168434	-0.52
ENSG00000275854	ENSG00000124198	0.52
ENSG00000275854	ENSG00000176531	-0.53
ENSG00000163655	ENSG00000123983	0.53
ENSG00000163655	ENSG00000230612	0.54
ENSG00000163655	ENSG00000106537	0.54
ENSG00000163655	ENSG00000138686	0.55
ENSG00000163655	ENSG00000186106	0.55
ENSG00000163655	ENSG00000109158	0.54
ENSG00000163655	ENSG00000162852	0.52
ENSG00000163655	ENSG00000258302	0.54
ENSG00000163655	ENSG00000134108	0.53
ENSG00000163655	ENSG00000204186	0.53
ENSG00000163655	ENSG00000282218	0.52
ENSG00000163655	ENSG00000135018	0.54
ENSG00000163655	ENSG00000255082	0.53
ENSG00000163655	ENSG00000198478	0.54
ENSG00000163655	ENSG00000165434	0.53
ENSG00000163655	ENSG00000283228	0.53
ENSG00000163655	ENSG00000113638	0.54
ENSG00000163655	ENSG00000287319	0.53
ENSG00000163655	ENSG00000135932	0.54
ENSG00000163655	ENSG00000260391	0.54
ENSG00000163655	ENSG00000104643	0.55
ENSG00000163655	ENSG00000075790	0.54
ENSG00000163655	ENSG00000188582	0.54
ENSG00000163655	ENSG00000156136	0.53
ENSG00000163655	ENSG00000133703	0.55
