Node.1	Node.2	Phi	Phi_tilde	wTO
ENSG00000163376	ENSG00000258636	g	g.AD	0.53
ENSG00000145864	ENSG00000258636	a	a	0.54
ENSG00000104643	ENSG00000258636	g	g.AD	0.55
ENSG00000113966	ENSG00000258636	a	a	0.53
ENSG00000196776	ENSG00000258636	g	g.AD	0.53
ENSG00000100934	ENSG00000258636	g	g.AD	0.53
ENSG00000136531	ENSG00000105976	g	g.AD	0.52
ENSG00000106299	ENSG00000105976	g	g.AD	0.51
ENSG00000144635	ENSG00000118873	g	g.AD	0.54
ENSG00000174132	ENSG00000151465	g	g.AD	0.52
ENSG00000075790	ENSG00000255082	g	g.AD	0.54
ENSG00000087470	ENSG00000255082	g	g.AD	0.52
ENSG00000136531	ENSG00000255082	g	g.AD	0.55
ENSG00000164031	ENSG00000255082	a	a	0.53
ENSG00000165832	ENSG00000255082	g	g.AD	0.53
ENSG00000152932	ENSG00000255082	g	g.AD	0.54
ENSG00000109738	ENSG00000255082	a	a	0.54
ENSG00000076555	ENSG00000255082	g	g.AD	-0.52
ENSG00000166006	ENSG00000255082	g	g.AD	0.53
ENSG00000156642	ENSG00000255082	g	g.AD	0.55
ENSG00000123119	ENSG00000255082	a	a	0.54
ENSG00000114686	ENSG00000255082	g	g.AD	0.51
ENSG00000221823	ENSG00000255082	g	g.AD	0.55
ENSG00000137494	ENSG00000255082	g	g.AD	0.52
ENSG00000152749	ENSG00000255082	g	g.AD	0.53
ENSG00000118432	ENSG00000255082	g	g.AD	0.53
ENSG00000144635	ENSG00000255082	g	g.AD	0.54
ENSG00000148688	ENSG00000255082	g	g.AD	0.52
ENSG00000047578	ENSG00000255082	g	g.AD	-0.52
ENSG00000065609	ENSG00000255082	g	g.AD	0.55
ENSG00000089775	ENSG00000255082	g	g.AD	0.53
ENSG00000254433	ENSG00000255082	g	g.AD	0.54
ENSG00000174428	ENSG00000255082	g	g.AD	-0.53
ENSG00000111647	ENSG00000255082	g	g.AD	0.51
ENSG00000249158	ENSG00000255082	g	g.AD	0.53
ENSG00000134574	ENSG00000255082	g	g.AD	-0.52
ENSG00000085365	ENSG00000120526	g	g.AD	0.53
ENSG00000165832	ENSG00000120526	g	g.AD	0.53
ENSG00000106299	ENSG00000120526	g	g.AD	0.52
ENSG00000144635	ENSG00000120526	g	g.AD	0.52
ENSG00000087470	ENSG00000167693	g	g.AD	-0.53
ENSG00000083720	ENSG00000167693	g	g.AD	-0.52
ENSG00000149313	ENSG00000167693	g	g.AD	-0.53
ENSG00000165832	ENSG00000167693	g	g.AD	-0.52
ENSG00000254433	ENSG00000167693	g	g.AD	-0.54
ENSG00000083720	ENSG00000114735	g	g.AD	-0.52
ENSG00000178662	ENSG00000114735	g	g.AD	-0.55
ENSG00000108839	ENSG00000114735	g	g.AD	0.51
ENSG00000133703	ENSG00000114735	g	g.AD	-0.52
ENSG00000102471	ENSG00000235079	g	g.AD	0.52
ENSG00000178662	ENSG00000235079	g	g.AD	0.53
ENSG00000165832	ENSG00000235079	g	g.AD	0.53
ENSG00000106299	ENSG00000235079	g	g.AD	0.52
ENSG00000196776	ENSG00000235079	g	g.AD	0.53
ENSG00000254433	ENSG00000235079	g	g.AD	0.54
ENSG00000075790	ENSG00000186815	g	g.AD	-0.52
ENSG00000102471	ENSG00000186815	g	g.AD	-0.53
ENSG00000085365	ENSG00000186815	g	g.AD	-0.53
ENSG00000186106	ENSG00000186815	g	g.AD	-0.52
ENSG00000134108	ENSG00000186815	g	g.AD	-0.52
ENSG00000166006	ENSG00000186815	g	g.AD	-0.53
ENSG00000106299	ENSG00000186815	g	g.AD	-0.53
ENSG00000133703	ENSG00000186815	g	g.AD	-0.53
ENSG00000101654	ENSG00000186815	g	g.AD	-0.52
ENSG00000254433	ENSG00000186815	g	g.AD	-0.53
ENSG00000255082	ENSG00000186815	g	g.AD	-0.52
ENSG00000108839	ENSG00000087495	g	g.AD	0.51
ENSG00000186106	ENSG00000110900	g	g.AD	-0.52
ENSG00000178662	ENSG00000110900	g	g.AD	-0.52
ENSG00000075790	ENSG00000239605	a	a	-0.53
ENSG00000087470	ENSG00000239605	g	g.AD	-0.52
ENSG00000083720	ENSG00000239605	g	g.AD	-0.53
ENSG00000145864	ENSG00000239605	g	g.AD	-0.53
ENSG00000116106	ENSG00000239605	g	g.AD	-0.51
ENSG00000133703	ENSG00000239605	g	g.AD	-0.52
ENSG00000123119	ENSG00000239605	g	g.AD	-0.53
ENSG00000221823	ENSG00000239605	g	g.AD	-0.54
ENSG00000160191	ENSG00000239605	g	g.AD	0.51
ENSG00000125848	ENSG00000239605	g	g.AD	-0.51
ENSG00000065609	ENSG00000239605	g	g.AD	-0.53
ENSG00000100802	ENSG00000239605	g	g.AD	0.52
ENSG00000089775	ENSG00000239605	g	g.AD	-0.52
ENSG00000124532	ENSG00000239605	g	g.AD	-0.51
ENSG00000254433	ENSG00000239605	g	g.AD	-0.52
ENSG00000163001	ENSG00000239605	a	a	-0.54
ENSG00000174137	ENSG00000239605	g	g.AD	0.51
ENSG00000255082	ENSG00000239605	g	g.AD	-0.52
ENSG00000102471	ENSG00000164933	g	g.AD	0.53
ENSG00000087470	ENSG00000164933	g	g.AD	0.53
ENSG00000165832	ENSG00000164933	g	g.AD	0.53
ENSG00000133703	ENSG00000164933	g	g.AD	0.53
ENSG00000152749	ENSG00000164933	g	g.AD	0.53
ENSG00000178127	ENSG00000164933	g	g.AD	0.53
ENSG00000148688	ENSG00000164933	g	g.AD	0.52
ENSG00000102471	ENSG00000151292	g	g.AD	0.51
ENSG00000085365	ENSG00000151292	g	g.AD	0.53
ENSG00000164031	ENSG00000151292	g	g.AD	0.53
ENSG00000178662	ENSG00000151292	g	g.AD	0.53
ENSG00000149313	ENSG00000151292	g	g.AD	0.53
ENSG00000106299	ENSG00000151292	g	g.AD	0.52
ENSG00000254433	ENSG00000151292	g	g.AD	0.53
ENSG00000156642	ENSG00000007866	g	g.AD	-0.51
ENSG00000156642	ENSG00000115459	g	g.AD	-0.53
ENSG00000178662	ENSG00000161791	g	g.AD	-0.55
ENSG00000109738	ENSG00000161791	a	a	-0.53
ENSG00000144635	ENSG00000161791	g	g.AD	-0.53
ENSG00000136531	ENSG00000243646	g	g.AD	-0.53
ENSG00000145864	ENSG00000243646	g	g.AD	-0.53
ENSG00000106299	ENSG00000243646	g	g.AD	-0.53
ENSG00000123119	ENSG00000243646	g	g.AD	-0.53
ENSG00000144635	ENSG00000243646	g	g.AD	-0.53
ENSG00000125848	ENSG00000243646	g	g.AD	-0.51
ENSG00000144635	ENSG00000162804	g	g.AD	-0.51
ENSG00000254433	ENSG00000162804	g	g.AD	-0.52
ENSG00000102471	ENSG00000152382	a	a	0.52
ENSG00000083720	ENSG00000152382	g	g.AD	0.53
ENSG00000165832	ENSG00000152382	a	a	0.54
ENSG00000104643	ENSG00000152382	g	g.AD	0.54
ENSG00000106299	ENSG00000152382	g	g.AD	0.53
ENSG00000100934	ENSG00000152382	g	g.AD	0.54
ENSG00000144635	ENSG00000152382	g	g.AD	0.53
ENSG00000085365	ENSG00000129667	g	g.AD	-0.52
ENSG00000165832	ENSG00000129667	g	g.AD	-0.51
ENSG00000254433	ENSG00000129667	g	g.AD	-0.51
ENSG00000102471	ENSG00000198496	a	a	-0.52
ENSG00000085365	ENSG00000198496	a	a	-0.54
ENSG00000164031	ENSG00000198496	a	a	-0.53
ENSG00000178662	ENSG00000198496	a	a	-0.55
ENSG00000109738	ENSG00000198496	g	g.AD	-0.52
ENSG00000106299	ENSG00000198496	g	g.AD	-0.53
ENSG00000123119	ENSG00000198496	g	g.AD	-0.53
ENSG00000144635	ENSG00000198496	g	g.AD	-0.53
ENSG00000102471	ENSG00000152219	a	a	0.53
ENSG00000104643	ENSG00000152219	a	a	0.54
ENSG00000156642	ENSG00000152219	g	g.AD	0.53
ENSG00000132294	ENSG00000152219	g	g.AD	0.53
ENSG00000125848	ENSG00000152219	g	g.AD	0.52
ENSG00000254433	ENSG00000152219	a	a	0.54
ENSG00000087470	ENSG00000087157	g	g.AD	-0.51
ENSG00000174132	ENSG00000087157	g	g.AD	-0.51
ENSG00000085365	ENSG00000151806	g	g.AD	0.54
ENSG00000133703	ENSG00000151806	a	a	0.54
ENSG00000087470	ENSG00000162391	g	g.AD	-0.54
ENSG00000164031	ENSG00000162391	g	g.AD	-0.52
ENSG00000165832	ENSG00000162391	g	g.AD	-0.52
ENSG00000104643	ENSG00000162391	g	g.AD	-0.53
ENSG00000133703	ENSG00000162391	g	g.AD	-0.52
ENSG00000085365	ENSG00000130518	g	g.AD	-0.51
ENSG00000178662	ENSG00000130518	g	g.AD	-0.53
ENSG00000178662	ENSG00000149483	g	g.AD	-0.54
ENSG00000156642	ENSG00000149483	g	g.AD	-0.51
ENSG00000254433	ENSG00000149483	g	g.AD	-0.53
ENSG00000102471	ENSG00000188674	g	g.AD	0.52
ENSG00000164031	ENSG00000188674	g	g.AD	0.52
ENSG00000163376	ENSG00000188674	g	g.AD	0.51
ENSG00000106299	ENSG00000188674	g	g.AD	0.53
ENSG00000133703	ENSG00000188674	g	g.AD	0.52
ENSG00000148688	ENSG00000188674	g	g.AD	0.51
ENSG00000087470	ENSG00000160293	g	g.AD	-0.51
ENSG00000104643	ENSG00000160293	g	g.AD	-0.51
ENSG00000087470	ENSG00000073169	g	g.AD	-0.52
ENSG00000133703	ENSG00000073169	g	g.AD	-0.51
ENSG00000178662	ENSG00000128607	g	g.AD	0.53
ENSG00000104643	ENSG00000128607	g	g.AD	0.53
ENSG00000156642	ENSG00000128607	g	g.AD	0.53
ENSG00000165832	ENSG00000117385	g	g.AD	-0.51
ENSG00000102471	ENSG00000076067	g	g.AD	-0.52
ENSG00000145864	ENSG00000076067	g	g.AD	-0.52
ENSG00000183308	ENSG00000076067	g	g.AD	-0.5
ENSG00000186106	ENSG00000166398	g	g.AD	-0.52
ENSG00000083720	ENSG00000166398	g	g.AD	-0.53
ENSG00000165832	ENSG00000166398	g	g.AD	-0.52
ENSG00000163412	ENSG00000166398	g	g.AD	-0.51
ENSG00000110675	ENSG00000095383	g	g.AD	-0.51
ENSG00000136531	ENSG00000095383	g	g.AD	-0.52
ENSG00000156642	ENSG00000095383	g	g.AD	-0.52
ENSG00000178662	ENSG00000168795	g	g.AD	-0.52
ENSG00000156642	ENSG00000168795	g	g.AD	-0.52
ENSG00000165832	ENSG00000162526	g	g.AD	-0.52
ENSG00000152932	ENSG00000162526	g	g.AD	-0.52
ENSG00000145864	ENSG00000162526	g	g.AD	-0.53
ENSG00000163412	ENSG00000162526	g	g.AD	-0.51
ENSG00000178662	ENSG00000171840	g	g.AD	-0.52
ENSG00000075790	ENSG00000198556	g	g.AD	-0.52
ENSG00000136531	ENSG00000198556	a	a	-0.52
ENSG00000164031	ENSG00000198556	g	g.AD	-0.53
ENSG00000083720	ENSG00000198556	a	a	-0.53
ENSG00000149313	ENSG00000198556	g	g.AD	-0.53
ENSG00000165832	ENSG00000198556	g	g.AD	-0.53
ENSG00000123119	ENSG00000198556	g	g.AD	-0.52
ENSG00000144635	ENSG00000198556	g	g.AD	-0.53
ENSG00000136531	ENSG00000213062	g	g.AD	0.54
ENSG00000083720	ENSG00000213062	g	g.AD	0.53
ENSG00000178662	ENSG00000213062	g	g.AD	0.55
ENSG00000104643	ENSG00000213062	g	g.AD	0.53
ENSG00000136531	ENSG00000183579	g	g.AD	-0.51
ENSG00000178662	ENSG00000183579	g	g.AD	-0.51
ENSG00000136531	ENSG00000214353	g	g.AD	-0.53
ENSG00000083720	ENSG00000214353	g	g.AD	-0.52
ENSG00000145864	ENSG00000214353	g	g.AD	-0.52
ENSG00000254433	ENSG00000214353	g	g.AD	-0.53
ENSG00000183308	ENSG00000214353	g	g.AD	-0.51
ENSG00000087470	ENSG00000224675	g	g.AD	0.54
ENSG00000186106	ENSG00000224675	g	g.AD	0.52
ENSG00000164031	ENSG00000224675	g	g.AD	0.53
ENSG00000178662	ENSG00000224675	g	g.AD	0.53
ENSG00000106299	ENSG00000224675	g	g.AD	0.53
ENSG00000108839	ENSG00000204147	g	g.AD	-0.53
ENSG00000148688	ENSG00000204147	g	g.AD	0.51
ENSG00000119396	ENSG00000204147	g	g.AD	0.51
ENSG00000075790	ENSG00000256742	g	g.AD	-0.52
ENSG00000085365	ENSG00000256742	g	g.AD	-0.54
ENSG00000104643	ENSG00000256742	g	g.AD	-0.55
ENSG00000106299	ENSG00000256742	g	g.AD	-0.53
ENSG00000123119	ENSG00000256742	g	g.AD	-0.52
ENSG00000101654	ENSG00000256742	a	a	-0.53
ENSG00000196776	ENSG00000256742	g	g.AD	-0.53
ENSG00000163001	ENSG00000256742	g	g.AD	-0.51
ENSG00000083720	ENSG00000204217	g	g.AD	0.53
ENSG00000255082	ENSG00000204217	g	g.AD	0.51
ENSG00000136531	ENSG00000168994	g	g.AD	-0.51
ENSG00000178662	ENSG00000168994	g	g.AD	-0.52
ENSG00000156642	ENSG00000168994	g	g.AD	-0.52
ENSG00000087470	ENSG00000186654	g	g.AD	-0.54
ENSG00000164031	ENSG00000186654	g	g.AD	-0.53
ENSG00000123119	ENSG00000186654	g	g.AD	-0.51
ENSG00000196776	ENSG00000186654	a	a	-0.52
ENSG00000254433	ENSG00000186654	g	g.AD	-0.52
ENSG00000149313	ENSG00000066422	a	a	0.54
ENSG00000104643	ENSG00000104881	g	g.AD	-0.51
ENSG00000178662	ENSG00000133114	g	g.AD	0.53
ENSG00000165832	ENSG00000133114	g	g.AD	0.52
ENSG00000163412	ENSG00000133114	g	g.AD	0.51
ENSG00000196776	ENSG00000133114	a	a	0.53
ENSG00000186106	ENSG00000152078	g	g.AD	0.51
ENSG00000109738	ENSG00000152078	g	g.AD	0.51
ENSG00000133703	ENSG00000152078	g	g.AD	0.51
ENSG00000178662	ENSG00000167107	g	g.AD	-0.53
ENSG00000149313	ENSG00000167107	g	g.AD	-0.52
ENSG00000106299	ENSG00000167107	g	g.AD	-0.52
ENSG00000164031	ENSG00000180773	g	g.AD	0.54
ENSG00000165832	ENSG00000180773	g	g.AD	0.54
ENSG00000101654	ENSG00000180773	g	g.AD	0.53
ENSG00000136531	ENSG00000166272	g	g.AD	-0.52
ENSG00000156642	ENSG00000166272	g	g.AD	-0.52
ENSG00000136531	ENSG00000163820	g	g.AD	-0.53
ENSG00000178662	ENSG00000163820	g	g.AD	-0.53
ENSG00000255082	ENSG00000163820	g	g.AD	-0.52
ENSG00000186106	ENSG00000106948	g	g.AD	-0.52
ENSG00000145864	ENSG00000106948	a	a	-0.52
ENSG00000087470	ENSG00000149639	g	g.AD	-0.52
ENSG00000108839	ENSG00000149639	g	g.AD	0.53
ENSG00000087470	ENSG00000058453	g	g.AD	-0.53
ENSG00000104643	ENSG00000072736	g	g.AD	-0.52
ENSG00000144635	ENSG00000162337	g	g.AD	-0.51
ENSG00000239605	ENSG00000162337	g	g.AD	0.51
ENSG00000163412	ENSG00000170469	g	g.AD	-0.52
ENSG00000144635	ENSG00000170469	g	g.AD	-0.52
ENSG00000255082	ENSG00000170469	g	g.AD	-0.51
ENSG00000102471	ENSG00000180488	g	g.AD	0.52
ENSG00000164031	ENSG00000180488	g	g.AD	0.53
ENSG00000104643	ENSG00000180488	g	g.AD	0.53
ENSG00000106299	ENSG00000180488	g	g.AD	0.52
ENSG00000254433	ENSG00000180488	g	g.AD	0.53
ENSG00000178662	ENSG00000049540	g	g.AD	-0.54
ENSG00000136531	ENSG00000204271	g	g.AD	0.54
ENSG00000109738	ENSG00000204271	g	g.AD	0.53
ENSG00000145864	ENSG00000204271	a	a	0.54
ENSG00000156642	ENSG00000204271	g	g.AD	0.54
ENSG00000164031	ENSG00000236810	g	g.AD	-0.52
ENSG00000104643	ENSG00000236810	g	g.AD	-0.53
ENSG00000085365	ENSG00000176920	g	g.AD	-0.52
ENSG00000149313	ENSG00000176920	g	g.AD	-0.53
ENSG00000133703	ENSG00000102753	g	g.AD	0.53
ENSG00000085365	ENSG00000163512	g	g.AD	0.54
ENSG00000165832	ENSG00000163512	g	g.AD	0.53
ENSG00000136531	ENSG00000102678	g	g.AD	0.53
ENSG00000075790	ENSG00000265354	g	g.AD	0.52
ENSG00000186106	ENSG00000265354	g	g.AD	0.52
ENSG00000083720	ENSG00000265354	g	g.AD	0.53
ENSG00000178662	ENSG00000265354	g	g.AD	0.54
ENSG00000149313	ENSG00000265354	g	g.AD	0.53
ENSG00000156642	ENSG00000265354	g	g.AD	0.54
ENSG00000144635	ENSG00000265354	g	g.AD	0.54
ENSG00000161021	ENSG00000265354	g	g.AD	-0.53
ENSG00000085365	ENSG00000091664	g	g.AD	0.53
ENSG00000186106	ENSG00000257923	g	g.AD	-0.52
ENSG00000178662	ENSG00000257923	g	g.AD	-0.52
ENSG00000165832	ENSG00000257923	a	a	-0.52
ENSG00000144635	ENSG00000257923	g	g.AD	-0.51
ENSG00000254433	ENSG00000257923	g	g.AD	-0.53
ENSG00000109738	ENSG00000081386	g	g.AD	0.51
ENSG00000254433	ENSG00000081386	g	g.AD	0.52
ENSG00000083720	ENSG00000184988	g	g.AD	-0.52
ENSG00000149313	ENSG00000184988	g	g.AD	-0.52
ENSG00000109738	ENSG00000184988	g	g.AD	-0.52
ENSG00000123119	ENSG00000184988	g	g.AD	-0.52
ENSG00000254433	ENSG00000231064	g	g.AD	-0.51
ENSG00000149313	ENSG00000196867	g	g.AD	0.52
ENSG00000165832	ENSG00000196867	g	g.AD	0.51
ENSG00000109738	ENSG00000154856	g	g.AD	-0.51
ENSG00000136531	ENSG00000226026	g	g.AD	0.53
ENSG00000104643	ENSG00000226026	g	g.AD	0.53
ENSG00000156642	ENSG00000226026	g	g.AD	0.53
ENSG00000133703	ENSG00000226026	g	g.AD	0.52
ENSG00000174132	ENSG00000137996	g	g.AD	0.52
ENSG00000165832	ENSG00000137996	g	g.AD	0.51
ENSG00000085365	ENSG00000196436	g	g.AD	-0.52
ENSG00000186106	ENSG00000196436	g	g.AD	-0.51
ENSG00000178662	ENSG00000196436	g	g.AD	-0.54
ENSG00000165832	ENSG00000196436	g	g.AD	-0.52
ENSG00000102471	ENSG00000260448	g	g.AD	-0.52
ENSG00000085365	ENSG00000260448	g	g.AD	-0.53
ENSG00000186106	ENSG00000260448	g	g.AD	-0.52
ENSG00000133703	ENSG00000260448	g	g.AD	-0.52
ENSG00000144635	ENSG00000260448	g	g.AD	-0.53
ENSG00000254433	ENSG00000260448	g	g.AD	-0.54
ENSG00000186106	ENSG00000133027	g	g.AD	-0.51
ENSG00000075790	ENSG00000278311	g	g.AD	0.53
ENSG00000186106	ENSG00000278311	g	g.AD	0.52
ENSG00000164031	ENSG00000278311	g	g.AD	0.53
ENSG00000106299	ENSG00000278311	g	g.AD	0.53
ENSG00000133703	ENSG00000278311	g	g.AD	0.53
ENSG00000114686	ENSG00000278311	a	a	0.53
ENSG00000101654	ENSG00000278311	g	g.AD	0.53
ENSG00000100934	ENSG00000278311	g	g.AD	0.53
ENSG00000110675	ENSG00000285982	a	a	0.55
ENSG00000152932	ENSG00000285982	g	g.AD	0.54
ENSG00000185875	ENSG00000285982	g	g.AD	0.51
ENSG00000156642	ENSG00000285982	g	g.AD	0.54
ENSG00000133703	ENSG00000285982	g	g.AD	0.54
ENSG00000114686	ENSG00000285982	a	a	0.54
ENSG00000113966	ENSG00000285982	g	g.AD	0.54
ENSG00000132640	ENSG00000285982	g	g.AD	0.51
ENSG00000196776	ENSG00000285982	g	g.AD	0.54
ENSG00000237990	ENSG00000285982	g	g.AD	0.53
ENSG00000111707	ENSG00000285982	g	g.AD	0.53
ENSG00000163281	ENSG00000285982	a	a	0.53
ENSG00000082397	ENSG00000285982	a	a	0.54
ENSG00000124532	ENSG00000285982	g	g.AD	0.53
ENSG00000163001	ENSG00000285982	g	g.AD	0.54
ENSG00000183308	ENSG00000285982	a	a	0.53
ENSG00000178074	ENSG00000285982	g	g.AD	0.52
ENSG00000196172	ENSG00000285982	g	g.AD	0.5
ENSG00000111647	ENSG00000167393	g	g.AD	-0.51
ENSG00000085365	ENSG00000145354	g	g.AD	0.54
ENSG00000123119	ENSG00000145354	g	g.AD	0.51
ENSG00000104643	ENSG00000168958	g	g.AD	0.53
ENSG00000106299	ENSG00000168958	a	a	0.52
ENSG00000101654	ENSG00000168958	a	a	0.53
ENSG00000156642	ENSG00000162889	g	g.AD	-0.52
ENSG00000085365	ENSG00000164024	g	g.AD	0.51
ENSG00000149313	ENSG00000164024	g	g.AD	0.51
ENSG00000104643	ENSG00000164024	g	g.AD	0.51
ENSG00000144635	ENSG00000164024	g	g.AD	0.51
ENSG00000087470	ENSG00000212694	a	a	-0.52
ENSG00000165832	ENSG00000187522	a	a	0.53
ENSG00000101654	ENSG00000187522	g	g.AD	0.53
ENSG00000178662	ENSG00000264522	g	g.AD	-0.53
ENSG00000165832	ENSG00000167994	g	g.AD	-0.5
ENSG00000123119	ENSG00000167994	g	g.AD	-0.53
ENSG00000104643	ENSG00000246477	a	a	0.55
ENSG00000087470	ENSG00000151470	a	a	0.52
ENSG00000087470	ENSG00000285693	a	a	-0.54
ENSG00000109738	ENSG00000285693	g	g.AD	-0.52
ENSG00000156642	ENSG00000285693	g	g.AD	-0.53
ENSG00000101654	ENSG00000285693	g	g.AD	-0.53
ENSG00000111647	ENSG00000285693	g	g.AD	-0.52
ENSG00000163001	ENSG00000285693	g	g.AD	-0.53
ENSG00000165832	ENSG00000185745	a	a	0.52
ENSG00000123119	ENSG00000185745	g	g.AD	0.52
ENSG00000178662	ENSG00000189058	g	g.AD	-0.51
ENSG00000104643	ENSG00000263033	a	a	-0.53
ENSG00000102471	ENSG00000287319	g	g.AD	0.54
ENSG00000186106	ENSG00000287319	g	g.AD	0.53
ENSG00000005249	ENSG00000287319	a	a	0.53
ENSG00000164031	ENSG00000287319	g	g.AD	0.52
ENSG00000149313	ENSG00000287319	g	g.AD	0.54
ENSG00000113966	ENSG00000287319	g	g.AD	0.53
ENSG00000163412	ENSG00000287319	g	g.AD	0.53
ENSG00000148688	ENSG00000287319	g	g.AD	0.52
ENSG00000254433	ENSG00000287319	g	g.AD	0.54
ENSG00000168116	ENSG00000287319	g	g.AD	0.51
ENSG00000111615	ENSG00000287319	g	g.AD	0.52
ENSG00000259736	ENSG00000287319	g	g.AD	-0.51
ENSG00000255082	ENSG00000287319	g	g.AD	0.53
ENSG00000178662	ENSG00000285458	g	g.AD	-0.53
ENSG00000109738	ENSG00000285458	g	g.AD	-0.52
ENSG00000123119	ENSG00000285458	g	g.AD	-0.51
ENSG00000144635	ENSG00000285458	g	g.AD	-0.5
ENSG00000255082	ENSG00000285458	g	g.AD	-0.52
ENSG00000164031	ENSG00000186583	g	g.AD	-0.51
ENSG00000178662	ENSG00000186583	g	g.AD	-0.51
ENSG00000149313	ENSG00000247970	g	g.AD	-0.53
ENSG00000108839	ENSG00000266714	g	g.AD	0.51
ENSG00000106299	ENSG00000266714	g	g.AD	-0.52
ENSG00000123119	ENSG00000266714	g	g.AD	-0.52
ENSG00000144635	ENSG00000266714	g	g.AD	-0.52
ENSG00000149313	ENSG00000228274	g	g.AD	-0.51
ENSG00000109738	ENSG00000228274	g	g.AD	-0.51
ENSG00000136531	ENSG00000270049	g	g.AD	-0.51
ENSG00000133703	ENSG00000270049	g	g.AD	-0.53
ENSG00000144635	ENSG00000270049	g	g.AD	-0.53
ENSG00000111647	ENSG00000270049	g	g.AD	-0.52
ENSG00000109738	ENSG00000157502	g	g.AD	0.52
ENSG00000087470	ENSG00000238198	g	g.AD	-0.54
ENSG00000165832	ENSG00000276649	g	g.AD	-0.52
ENSG00000221823	ENSG00000276649	g	g.AD	-0.52
ENSG00000065609	ENSG00000276649	g	g.AD	-0.51
ENSG00000186106	ENSG00000285651	g	g.AD	-0.52
ENSG00000083720	ENSG00000285651	g	g.AD	-0.52
ENSG00000165832	ENSG00000285651	g	g.AD	-0.53
ENSG00000144635	ENSG00000285651	g	g.AD	-0.52
ENSG00000254433	ENSG00000285651	g	g.AD	-0.54
ENSG00000083720	ENSG00000267114	g	g.AD	-0.51
ENSG00000186106	ENSG00000226849	g	g.AD	-0.52
ENSG00000109738	ENSG00000226849	g	g.AD	-0.51
ENSG00000106299	ENSG00000226849	g	g.AD	-0.53
ENSG00000085365	ENSG00000261824	g	g.AD	0.52
ENSG00000109738	ENSG00000261824	g	g.AD	0.53
ENSG00000145864	ENSG00000261824	g	g.AD	0.53
ENSG00000113966	ENSG00000261824	g	g.AD	0.52
ENSG00000100934	ENSG00000261824	g	g.AD	0.51
ENSG00000085365	ENSG00000222009	g	g.AD	-0.53
ENSG00000149313	ENSG00000222009	g	g.AD	-0.53
ENSG00000156642	ENSG00000251664	g	g.AD	0.54
ENSG00000178662	ENSG00000268056	g	g.AD	-0.53
ENSG00000156642	ENSG00000268056	g	g.AD	-0.52
ENSG00000136531	ENSG00000267281	g	g.AD	-0.53
ENSG00000178662	ENSG00000235865	g	g.AD	-0.53
ENSG00000149313	ENSG00000255197	g	g.AD	-0.53
ENSG00000106299	ENSG00000255197	g	g.AD	-0.53
ENSG00000110675	ENSG00000258944	g	g.AD	-0.51
ENSG00000107105	ENSG00000258944	g	g.AD	-0.51
ENSG00000149313	ENSG00000234719	g	g.AD	-0.53
ENSG00000104643	ENSG00000234719	g	g.AD	-0.53
ENSG00000106299	ENSG00000234719	g	g.AD	-0.52
ENSG00000149313	ENSG00000260097	g	g.AD	-0.51
ENSG00000133703	ENSG00000260097	g	g.AD	-0.51
ENSG00000136531	ENSG00000184845	g	g.AD	0.52
ENSG00000178662	ENSG00000196152	g	g.AD	-0.53
ENSG00000136531	ENSG00000288605	g	g.AD	-0.52
ENSG00000109738	ENSG00000288605	g	g.AD	-0.52
ENSG00000133703	ENSG00000288033	g	g.AD	-0.52
ENSG00000100934	ENSG00000288033	g	g.AD	-0.52
ENSG00000254433	ENSG00000288033	g	g.AD	-0.51
ENSG00000087470	ENSG00000256591	g	g.AD	-0.54
ENSG00000156642	ENSG00000235033	g	g.AD	-0.52
ENSG00000156642	ENSG00000163879	g	g.AD	-0.51
ENSG00000156642	ENSG00000270953	g	g.AD	0.53
ENSG00000178662	ENSG00000287364	g	g.AD	0.53
ENSG00000145864	ENSG00000287364	a	a	0.53
ENSG00000136531	ENSG00000236333	g	g.AD	0.53
ENSG00000145864	ENSG00000236333	g	g.AD	0.53
ENSG00000083720	ENSG00000198169	g	g.AD	-0.51
ENSG00000101654	ENSG00000198169	g	g.AD	-0.52
ENSG00000144635	ENSG00000198169	g	g.AD	-0.51
ENSG00000123119	ENSG00000186951	g	g.AD	-0.52
ENSG00000163412	ENSG00000186951	g	g.AD	-0.51
ENSG00000178662	ENSG00000249669	g	g.AD	-0.51
ENSG00000123119	ENSG00000234899	g	g.AD	-0.51
ENSG00000144635	ENSG00000234899	g	g.AD	-0.51
ENSG00000178662	ENSG00000283058	g	g.AD	0.54
ENSG00000196776	ENSG00000286904	g	g.AD	-0.51
ENSG00000087470	ENSG00000272047	g	g.AD	0.52
ENSG00000087470	ENSG00000204514	g	g.AD	-0.53
ENSG00000083720	ENSG00000181467	g	g.AD	0.52
ENSG00000104643	ENSG00000181467	g	g.AD	0.51
ENSG00000178662	ENSG00000229743	g	g.AD	-0.53
ENSG00000085365	ENSG00000198168	g	g.AD	0.54
ENSG00000104643	ENSG00000169213	g	g.AD	0.53
ENSG00000136531	ENSG00000144857	g	g.AD	-0.51
ENSG00000085365	ENSG00000183605	g	g.AD	-0.52
ENSG00000087470	ENSG00000183605	g	g.AD	-0.52
ENSG00000149313	ENSG00000183605	g	g.AD	-0.51
ENSG00000156642	ENSG00000177406	g	g.AD	-0.52
ENSG00000133703	ENSG00000256512	g	g.AD	0.52
