Node.1	Node.2	Phi	Phi_tilde	wTO
ENSG00000149313	ENSG00000123411	g	g.AD	-0.54
ENSG00000106299	ENSG00000123411	g	g.AD	-0.54
ENSG00000178662	ENSG00000151208	g	g.AD	-0.53
ENSG00000165832	ENSG00000151208	g	g.AD	-0.52
ENSG00000110675	ENSG00000170919	g	g.AD	-0.51
ENSG00000083720	ENSG00000170919	g	g.AD	-0.52
ENSG00000149313	ENSG00000170919	g	g.AD	-0.53
ENSG00000165832	ENSG00000170919	g	g.AD	-0.52
ENSG00000108839	ENSG00000170919	g	g.AD	0.52
ENSG00000085365	ENSG00000072756	g	g.AD	0.54
ENSG00000123119	ENSG00000072756	g	g.AD	0.53
ENSG00000085365	ENSG00000107719	g	g.AD	-0.52
ENSG00000149313	ENSG00000107719	g	g.AD	-0.53
ENSG00000104643	ENSG00000107719	g	g.AD	-0.53
ENSG00000085365	ENSG00000060982	g	g.AD	0.53
ENSG00000186106	ENSG00000060982	g	g.AD	0.52
ENSG00000108839	ENSG00000060982	g	g.AD	-0.52
ENSG00000145864	ENSG00000060982	g	g.AD	0.52
ENSG00000104643	ENSG00000060982	g	g.AD	0.54
ENSG00000133703	ENSG00000060982	g	g.AD	0.53
ENSG00000114686	ENSG00000060982	a	a	0.52
ENSG00000196776	ENSG00000060982	g	g.AD	0.54
ENSG00000075790	ENSG00000101004	g	g.AD	-0.53
ENSG00000102471	ENSG00000101004	g	g.AD	-0.53
ENSG00000133703	ENSG00000101004	g	g.AD	-0.52
ENSG00000196776	ENSG00000101004	g	g.AD	-0.52
ENSG00000144635	ENSG00000101004	g	g.AD	-0.53
ENSG00000102471	ENSG00000139496	g	g.AD	0.52
ENSG00000005249	ENSG00000139496	g	g.AD	0.51
ENSG00000134108	ENSG00000139496	g	g.AD	0.53
ENSG00000123119	ENSG00000139496	g	g.AD	0.53
ENSG00000163412	ENSG00000139496	g	g.AD	0.51
ENSG00000196776	ENSG00000139496	g	g.AD	0.53
ENSG00000136531	ENSG00000100802	g	g.AD	-0.53
ENSG00000136531	ENSG00000111707	a	a	0.55
ENSG00000178662	ENSG00000111707	g	g.AD	0.56
ENSG00000109738	ENSG00000111707	a	a	0.53
ENSG00000106299	ENSG00000111707	g	g.AD	0.54
ENSG00000133703	ENSG00000111707	g	g.AD	0.53
ENSG00000123119	ENSG00000111707	g	g.AD	0.54
ENSG00000163412	ENSG00000111707	g	g.AD	0.53
ENSG00000196776	ENSG00000111707	g	g.AD	0.53
ENSG00000100934	ENSG00000111707	g	g.AD	0.52
ENSG00000085365	ENSG00000163281	a	a	0.55
ENSG00000186106	ENSG00000163281	a	a	0.54
ENSG00000164031	ENSG00000163281	a	a	0.55
ENSG00000178662	ENSG00000163281	g	g.AD	0.55
ENSG00000133703	ENSG00000163281	a	a	0.55
ENSG00000113966	ENSG00000163281	g	g.AD	0.54
ENSG00000101654	ENSG00000163281	g	g.AD	0.54
ENSG00000075790	ENSG00000089775	g	g.AD	0.53
ENSG00000102471	ENSG00000089775	g	g.AD	0.53
ENSG00000083720	ENSG00000089775	g	g.AD	0.54
ENSG00000178662	ENSG00000089775	g	g.AD	0.55
ENSG00000145864	ENSG00000089775	g	g.AD	0.54
ENSG00000104643	ENSG00000089775	a	a	0.54
ENSG00000156642	ENSG00000089775	g	g.AD	0.55
ENSG00000133703	ENSG00000089775	g	g.AD	0.53
ENSG00000123119	ENSG00000089775	g	g.AD	0.53
ENSG00000113966	ENSG00000089775	g	g.AD	0.53
ENSG00000196776	ENSG00000089775	g	g.AD	0.52
ENSG00000144635	ENSG00000089775	g	g.AD	0.53
ENSG00000075790	ENSG00000082397	g	g.AD	0.52
ENSG00000004897	ENSG00000082397	g	g.AD	0.52
ENSG00000109738	ENSG00000082397	a	a	0.53
ENSG00000163376	ENSG00000082397	g	g.AD	0.52
ENSG00000196776	ENSG00000082397	g	g.AD	0.53
ENSG00000109738	ENSG00000031081	g	g.AD	-0.52
ENSG00000156642	ENSG00000031081	g	g.AD	-0.53
ENSG00000163412	ENSG00000031081	g	g.AD	-0.51
ENSG00000075790	ENSG00000115944	g	g.AD	0.53
ENSG00000085365	ENSG00000115944	g	g.AD	0.53
ENSG00000186106	ENSG00000115944	g	g.AD	0.52
ENSG00000083720	ENSG00000115944	g	g.AD	0.53
ENSG00000178662	ENSG00000115944	g	g.AD	0.54
ENSG00000149313	ENSG00000115944	g	g.AD	0.53
ENSG00000165832	ENSG00000115944	g	g.AD	0.52
ENSG00000104643	ENSG00000115944	g	g.AD	0.53
ENSG00000163412	ENSG00000115944	g	g.AD	0.52
ENSG00000075790	ENSG00000124532	g	g.AD	0.54
ENSG00000085365	ENSG00000124532	g	g.AD	0.53
ENSG00000087470	ENSG00000124532	g	g.AD	0.53
ENSG00000136531	ENSG00000124532	g	g.AD	0.54
ENSG00000178662	ENSG00000124532	a	a	0.55
ENSG00000113966	ENSG00000124532	g	g.AD	0.52
ENSG00000100934	ENSG00000124532	g	g.AD	0.53
ENSG00000110675	ENSG00000254433	g	g.AD	0.54
ENSG00000087470	ENSG00000254433	g	g.AD	0.55
ENSG00000106524	ENSG00000254433	g	g.AD	0.53
ENSG00000014824	ENSG00000254433	g	g.AD	0.54
ENSG00000106479	ENSG00000254433	g	g.AD	-0.53
ENSG00000149313	ENSG00000254433	a	a	0.57
ENSG00000113161	ENSG00000254433	g	g.AD	0.55
ENSG00000260412	ENSG00000254433	g	g.AD	0.54
ENSG00000205269	ENSG00000254433	a	a	0.54
ENSG00000106299	ENSG00000254433	a	a	0.56
ENSG00000095319	ENSG00000254433	g	g.AD	-0.54
ENSG00000156642	ENSG00000254433	g	g.AD	0.55
ENSG00000132294	ENSG00000254433	g	g.AD	0.54
ENSG00000162882	ENSG00000254433	g	g.AD	-0.52
ENSG00000133703	ENSG00000254433	g	g.AD	0.55
ENSG00000112365	ENSG00000254433	g	g.AD	0.52
ENSG00000221823	ENSG00000254433	g	g.AD	0.55
ENSG00000008869	ENSG00000254433	g	g.AD	0.54
ENSG00000137494	ENSG00000254433	g	g.AD	0.54
ENSG00000132640	ENSG00000254433	g	g.AD	0.55
ENSG00000078246	ENSG00000254433	g	g.AD	-0.52
ENSG00000205981	ENSG00000254433	g	g.AD	0.55
ENSG00000101654	ENSG00000254433	a	a	0.55
ENSG00000102078	ENSG00000254433	g	g.AD	0.54
ENSG00000024862	ENSG00000254433	g	g.AD	0.52
ENSG00000178127	ENSG00000254433	g	g.AD	0.54
ENSG00000100934	ENSG00000254433	g	g.AD	0.56
ENSG00000127946	ENSG00000254433	g	g.AD	-0.52
ENSG00000160191	ENSG00000254433	g	g.AD	-0.54
ENSG00000015285	ENSG00000254433	a	a	-0.52
ENSG00000170919	ENSG00000254433	g	g.AD	-0.53
ENSG00000139496	ENSG00000254433	g	g.AD	0.53
ENSG00000163281	ENSG00000254433	a	a	0.55
ENSG00000031081	ENSG00000254433	g	g.AD	-0.53
ENSG00000087470	ENSG00000048540	g	g.AD	0.52
ENSG00000186106	ENSG00000048540	g	g.AD	0.53
ENSG00000164031	ENSG00000048540	g	g.AD	0.52
ENSG00000145864	ENSG00000048540	g	g.AD	0.53
ENSG00000104643	ENSG00000048540	g	g.AD	0.53
ENSG00000156642	ENSG00000048540	g	g.AD	0.54
ENSG00000196776	ENSG00000048540	g	g.AD	0.52
ENSG00000110675	ENSG00000107105	a	a	0.55
ENSG00000085365	ENSG00000107105	g	g.AD	0.53
ENSG00000136531	ENSG00000107105	g	g.AD	0.55
ENSG00000165832	ENSG00000107105	g	g.AD	0.53
ENSG00000102468	ENSG00000107105	g	g.AD	0.54
ENSG00000260412	ENSG00000107105	g	g.AD	0.53
ENSG00000133703	ENSG00000107105	g	g.AD	0.53
ENSG00000123119	ENSG00000107105	g	g.AD	0.54
ENSG00000114686	ENSG00000107105	g	g.AD	0.52
ENSG00000113966	ENSG00000107105	g	g.AD	0.53
ENSG00000163412	ENSG00000107105	g	g.AD	0.53
ENSG00000152749	ENSG00000107105	g	g.AD	0.53
ENSG00000100934	ENSG00000107105	g	g.AD	0.52
ENSG00000237990	ENSG00000107105	a	a	0.53
ENSG00000125848	ENSG00000107105	g	g.AD	0.54
ENSG00000136531	ENSG00000154930	g	g.AD	-0.53
ENSG00000156642	ENSG00000154930	g	g.AD	-0.54
ENSG00000123119	ENSG00000154930	g	g.AD	-0.53
ENSG00000221823	ENSG00000154930	g	g.AD	-0.53
ENSG00000254433	ENSG00000154930	g	g.AD	-0.52
ENSG00000107105	ENSG00000154930	g	g.AD	-0.53
ENSG00000165832	ENSG00000110768	g	g.AD	0.52
ENSG00000196776	ENSG00000110768	a	a	0.52
ENSG00000152932	ENSG00000157077	g	g.AD	0.51
ENSG00000156642	ENSG00000157077	g	g.AD	0.52
ENSG00000110675	ENSG00000174428	g	g.AD	-0.54
ENSG00000178662	ENSG00000174428	g	g.AD	-0.55
ENSG00000165832	ENSG00000174428	g	g.AD	-0.52
ENSG00000152932	ENSG00000174428	g	g.AD	-0.53
ENSG00000109738	ENSG00000174428	a	a	-0.53
ENSG00000106299	ENSG00000174428	g	g.AD	-0.52
ENSG00000133703	ENSG00000174428	g	g.AD	-0.52
ENSG00000254433	ENSG00000174428	g	g.AD	-0.52
ENSG00000102471	ENSG00000117713	g	g.AD	-0.52
ENSG00000085365	ENSG00000117713	g	g.AD	-0.52
ENSG00000186106	ENSG00000117713	g	g.AD	-0.51
ENSG00000178662	ENSG00000117713	g	g.AD	-0.54
ENSG00000109738	ENSG00000117713	g	g.AD	-0.52
ENSG00000156642	ENSG00000117713	g	g.AD	-0.53
ENSG00000163412	ENSG00000117713	g	g.AD	-0.51
ENSG00000102471	ENSG00000168116	g	g.AD	0.53
ENSG00000110675	ENSG00000168116	g	g.AD	0.52
ENSG00000186106	ENSG00000168116	g	g.AD	0.53
ENSG00000005249	ENSG00000168116	g	g.AD	0.52
ENSG00000164031	ENSG00000168116	a	a	0.54
ENSG00000145864	ENSG00000168116	g	g.AD	0.53
ENSG00000221823	ENSG00000168116	g	g.AD	0.52
ENSG00000163412	ENSG00000168116	g	g.AD	0.52
ENSG00000075790	ENSG00000009830	g	g.AD	-0.53
ENSG00000102471	ENSG00000009830	g	g.AD	-0.52
ENSG00000164031	ENSG00000009830	g	g.AD	-0.52
ENSG00000104643	ENSG00000009830	g	g.AD	-0.54
ENSG00000106299	ENSG00000009830	g	g.AD	-0.53
ENSG00000144635	ENSG00000009830	g	g.AD	-0.53
ENSG00000087470	ENSG00000205482	g	g.AD	-0.53
ENSG00000136531	ENSG00000205482	g	g.AD	-0.51
ENSG00000164031	ENSG00000205482	g	g.AD	-0.53
ENSG00000165832	ENSG00000205482	g	g.AD	-0.53
ENSG00000108839	ENSG00000205482	g	g.AD	0.53
ENSG00000133703	ENSG00000205482	g	g.AD	-0.53
ENSG00000144635	ENSG00000205482	g	g.AD	-0.53
ENSG00000254433	ENSG00000205482	a	a	-0.53
ENSG00000254433	ENSG00000001630	a	a	0.54
ENSG00000110675	ENSG00000161021	a	a	-0.53
ENSG00000085365	ENSG00000161021	g	g.AD	-0.55
ENSG00000106479	ENSG00000161021	g	g.AD	0.53
ENSG00000149313	ENSG00000161021	g	g.AD	-0.54
ENSG00000165832	ENSG00000161021	g	g.AD	-0.54
ENSG00000109738	ENSG00000161021	g	g.AD	-0.52
ENSG00000104643	ENSG00000161021	g	g.AD	-0.54
ENSG00000133703	ENSG00000161021	g	g.AD	-0.54
ENSG00000163719	ENSG00000161021	g	g.AD	0.53
ENSG00000163412	ENSG00000161021	g	g.AD	-0.53
ENSG00000205981	ENSG00000161021	g	g.AD	-0.53
ENSG00000101654	ENSG00000161021	g	g.AD	-0.54
ENSG00000196776	ENSG00000161021	g	g.AD	-0.53
ENSG00000144635	ENSG00000161021	g	g.AD	-0.54
ENSG00000186106	ENSG00000111615	g	g.AD	0.55
ENSG00000109738	ENSG00000111615	g	g.AD	0.53
ENSG00000133703	ENSG00000111615	g	g.AD	0.54
ENSG00000100934	ENSG00000111615	g	g.AD	0.55
ENSG00000102471	ENSG00000068724	g	g.AD	-0.51
ENSG00000110675	ENSG00000068724	g	g.AD	-0.52
ENSG00000109738	ENSG00000068724	g	g.AD	-0.52
ENSG00000106299	ENSG00000068724	g	g.AD	-0.52
ENSG00000156642	ENSG00000068724	g	g.AD	-0.54
ENSG00000144635	ENSG00000068724	g	g.AD	-0.52
ENSG00000254433	ENSG00000068724	g	g.AD	-0.52
ENSG00000083720	ENSG00000115137	g	g.AD	0.52
ENSG00000123119	ENSG00000115137	g	g.AD	0.53
ENSG00000113966	ENSG00000115137	a	a	0.53
ENSG00000101654	ENSG00000115137	g	g.AD	0.53
ENSG00000144635	ENSG00000115137	g	g.AD	0.54
ENSG00000254433	ENSG00000115137	g	g.AD	0.54
ENSG00000085365	ENSG00000107372	g	g.AD	0.51
ENSG00000100934	ENSG00000107372	g	g.AD	0.52
ENSG00000254433	ENSG00000107372	g	g.AD	0.52
ENSG00000132294	ENSG00000107518	g	g.AD	0.52
ENSG00000152749	ENSG00000107518	g	g.AD	0.52
ENSG00000144635	ENSG00000107518	g	g.AD	0.53
ENSG00000254433	ENSG00000107518	g	g.AD	0.52
ENSG00000109738	ENSG00000138134	g	g.AD	0.53
ENSG00000123119	ENSG00000138134	g	g.AD	0.52
ENSG00000144635	ENSG00000138134	g	g.AD	0.51
ENSG00000104643	ENSG00000174106	g	g.AD	0.53
ENSG00000106299	ENSG00000174106	g	g.AD	0.52
ENSG00000144635	ENSG00000174106	a	a	0.53
ENSG00000254433	ENSG00000174106	g	g.AD	0.53
ENSG00000133703	ENSG00000127415	g	g.AD	-0.51
ENSG00000102471	ENSG00000119396	a	a	0.54
ENSG00000085365	ENSG00000119396	g	g.AD	0.55
ENSG00000087470	ENSG00000119396	g	g.AD	0.54
ENSG00000136531	ENSG00000119396	g	g.AD	0.53
ENSG00000005249	ENSG00000119396	g	g.AD	0.52
ENSG00000165832	ENSG00000119396	a	a	0.55
ENSG00000152932	ENSG00000119396	g	g.AD	0.52
ENSG00000109738	ENSG00000119396	g	g.AD	0.52
ENSG00000108839	ENSG00000119396	g	g.AD	-0.53
ENSG00000134108	ENSG00000119396	g	g.AD	0.54
ENSG00000145864	ENSG00000119396	g	g.AD	0.52
ENSG00000123119	ENSG00000119396	g	g.AD	0.54
ENSG00000114686	ENSG00000119396	a	a	0.55
ENSG00000136531	ENSG00000108176	g	g.AD	0.53
ENSG00000083720	ENSG00000108176	g	g.AD	0.53
ENSG00000145864	ENSG00000108176	g	g.AD	0.52
ENSG00000156642	ENSG00000108176	g	g.AD	0.53
ENSG00000123119	ENSG00000108176	g	g.AD	0.52
ENSG00000005249	ENSG00000111647	g	g.AD	0.52
ENSG00000149313	ENSG00000111647	g	g.AD	0.54
ENSG00000004897	ENSG00000111647	g	g.AD	0.54
ENSG00000109738	ENSG00000111647	a	a	0.52
ENSG00000134108	ENSG00000111647	a	a	0.52
ENSG00000166006	ENSG00000111647	g	g.AD	0.52
ENSG00000113966	ENSG00000111647	a	a	0.53
ENSG00000221823	ENSG00000111647	g	g.AD	0.53
ENSG00000163412	ENSG00000111647	g	g.AD	0.53
ENSG00000101654	ENSG00000111647	g	g.AD	0.54
ENSG00000075790	ENSG00000143653	g	g.AD	0.52
ENSG00000085365	ENSG00000143653	g	g.AD	0.54
ENSG00000149313	ENSG00000143653	g	g.AD	0.55
ENSG00000104643	ENSG00000143653	g	g.AD	0.54
ENSG00000100934	ENSG00000143653	g	g.AD	0.54
ENSG00000254433	ENSG00000143653	g	g.AD	0.55
ENSG00000075790	ENSG00000144320	g	g.AD	0.53
ENSG00000149313	ENSG00000144320	g	g.AD	0.54
ENSG00000106299	ENSG00000144320	g	g.AD	0.54
ENSG00000221823	ENSG00000144320	g	g.AD	0.51
ENSG00000101654	ENSG00000144320	a	a	0.54
ENSG00000109436	ENSG00000144320	g	g.AD	0.52
ENSG00000254433	ENSG00000144320	g	g.AD	0.54
ENSG00000156642	ENSG00000249158	g	g.AD	0.54
ENSG00000075790	ENSG00000124198	g	g.AD	0.52
ENSG00000083720	ENSG00000124198	g	g.AD	0.53
ENSG00000104643	ENSG00000124198	g	g.AD	0.53
ENSG00000100934	ENSG00000124198	g	g.AD	0.51
ENSG00000144635	ENSG00000124198	g	g.AD	0.53
ENSG00000254433	ENSG00000124198	g	g.AD	0.52
ENSG00000196776	ENSG00000167685	g	g.AD	-0.51
ENSG00000149313	ENSG00000226715	g	g.AD	0.51
ENSG00000254433	ENSG00000226715	g	g.AD	0.51
ENSG00000102471	ENSG00000198380	g	g.AD	0.53
ENSG00000085365	ENSG00000198380	g	g.AD	0.52
ENSG00000164031	ENSG00000198380	g	g.AD	0.52
ENSG00000133703	ENSG00000198380	g	g.AD	0.53
ENSG00000100934	ENSG00000198380	g	g.AD	0.51
ENSG00000144635	ENSG00000198380	g	g.AD	0.53
ENSG00000254433	ENSG00000198380	g	g.AD	0.53
ENSG00000136531	ENSG00000113645	g	g.AD	-0.53
ENSG00000083720	ENSG00000113645	g	g.AD	-0.51
ENSG00000109738	ENSG00000113645	g	g.AD	-0.51
ENSG00000123119	ENSG00000113645	g	g.AD	-0.53
ENSG00000149313	ENSG00000146676	a	a	0.54
ENSG00000106299	ENSG00000146676	g	g.AD	0.54
ENSG00000102471	ENSG00000106591	g	g.AD	0.53
ENSG00000085365	ENSG00000106591	g	g.AD	0.54
ENSG00000087470	ENSG00000106591	g	g.AD	0.55
ENSG00000156642	ENSG00000106591	g	g.AD	0.53
ENSG00000123119	ENSG00000106591	g	g.AD	0.53
ENSG00000163412	ENSG00000106591	g	g.AD	0.52
ENSG00000101654	ENSG00000106591	g	g.AD	0.53
ENSG00000196776	ENSG00000106591	g	g.AD	0.54
ENSG00000254433	ENSG00000106591	g	g.AD	0.54
ENSG00000186106	ENSG00000259736	g	g.AD	-0.51
ENSG00000005249	ENSG00000259736	g	g.AD	-0.52
ENSG00000104643	ENSG00000259736	g	g.AD	-0.52
ENSG00000107518	ENSG00000259736	g	g.AD	-0.51
ENSG00000085365	ENSG00000136206	g	g.AD	-0.52
ENSG00000104643	ENSG00000136206	g	g.AD	-0.53
ENSG00000149313	ENSG00000124207	g	g.AD	0.54
ENSG00000075790	ENSG00000249709	g	g.AD	-0.52
ENSG00000136531	ENSG00000249709	g	g.AD	-0.52
ENSG00000083720	ENSG00000249709	g	g.AD	-0.52
ENSG00000178662	ENSG00000249709	g	g.AD	-0.53
ENSG00000104643	ENSG00000249709	g	g.AD	-0.52
ENSG00000144635	ENSG00000249709	g	g.AD	-0.51
ENSG00000087470	ENSG00000163001	g	g.AD	0.55
ENSG00000178662	ENSG00000163001	g	g.AD	0.56
ENSG00000106479	ENSG00000163001	g	g.AD	-0.53
ENSG00000004897	ENSG00000163001	g	g.AD	0.54
ENSG00000152932	ENSG00000163001	g	g.AD	0.54
ENSG00000185875	ENSG00000163001	g	g.AD	0.52
ENSG00000173821	ENSG00000163001	g	g.AD	-0.52
ENSG00000117906	ENSG00000163001	g	g.AD	0.51
ENSG00000095319	ENSG00000163001	g	g.AD	-0.53
ENSG00000123119	ENSG00000163001	g	g.AD	0.55
ENSG00000137494	ENSG00000163001	g	g.AD	0.53
ENSG00000129691	ENSG00000163001	g	g.AD	0.52
ENSG00000196776	ENSG00000163001	g	g.AD	0.54
ENSG00000099338	ENSG00000163001	g	g.AD	-0.53
ENSG00000109436	ENSG00000163001	g	g.AD	0.53
ENSG00000144635	ENSG00000163001	g	g.AD	0.55
ENSG00000065609	ENSG00000163001	g	g.AD	0.54
ENSG00000101004	ENSG00000163001	g	g.AD	-0.53
ENSG00000111707	ENSG00000163001	g	g.AD	0.54
ENSG00000163281	ENSG00000163001	g	g.AD	0.53
ENSG00000154930	ENSG00000163001	g	g.AD	-0.52
ENSG00000009830	ENSG00000163001	g	g.AD	-0.53
ENSG00000111647	ENSG00000163001	g	g.AD	0.53
ENSG00000106591	ENSG00000163001	g	g.AD	0.53
ENSG00000259736	ENSG00000163001	g	g.AD	-0.52
ENSG00000164031	ENSG00000128298	g	g.AD	-0.52
ENSG00000111647	ENSG00000128298	g	g.AD	-0.52
ENSG00000075790	ENSG00000008086	g	g.AD	0.53
ENSG00000136531	ENSG00000008086	g	g.AD	0.55
ENSG00000083720	ENSG00000008086	g	g.AD	0.53
ENSG00000178662	ENSG00000008086	g	g.AD	0.55
ENSG00000156642	ENSG00000008086	g	g.AD	0.55
ENSG00000123119	ENSG00000008086	g	g.AD	0.53
ENSG00000221823	ENSG00000008086	g	g.AD	0.54
ENSG00000163412	ENSG00000008086	g	g.AD	0.53
ENSG00000196776	ENSG00000008086	g	g.AD	0.52
ENSG00000107105	ENSG00000008086	g	g.AD	0.53
ENSG00000102471	ENSG00000132664	a	a	0.53
ENSG00000085365	ENSG00000132664	g	g.AD	0.53
ENSG00000136531	ENSG00000132664	a	a	0.53
ENSG00000163412	ENSG00000132664	g	g.AD	0.52
ENSG00000163001	ENSG00000132664	a	a	0.53
ENSG00000102471	ENSG00000116095	g	g.AD	0.51
ENSG00000085365	ENSG00000116095	g	g.AD	0.54
ENSG00000149313	ENSG00000116095	g	g.AD	0.54
ENSG00000254433	ENSG00000116095	g	g.AD	0.54
ENSG00000085365	ENSG00000165355	g	g.AD	0.52
ENSG00000083720	ENSG00000165355	g	g.AD	0.52
ENSG00000109738	ENSG00000165355	g	g.AD	0.53
ENSG00000132294	ENSG00000165355	g	g.AD	0.53
ENSG00000113966	ENSG00000165355	g	g.AD	0.52
ENSG00000144635	ENSG00000165355	g	g.AD	0.54
ENSG00000254433	ENSG00000165355	g	g.AD	0.53
ENSG00000102471	ENSG00000144895	g	g.AD	0.52
ENSG00000083720	ENSG00000144895	g	g.AD	0.52
ENSG00000178662	ENSG00000144895	g	g.AD	0.53
ENSG00000133703	ENSG00000144895	g	g.AD	0.53
ENSG00000101654	ENSG00000144895	a	a	0.53
ENSG00000100934	ENSG00000144895	g	g.AD	0.54
ENSG00000254433	ENSG00000144895	a	a	0.54
ENSG00000102471	ENSG00000183308	a	a	0.54
ENSG00000085365	ENSG00000183308	g	g.AD	0.53
ENSG00000186106	ENSG00000183308	g	g.AD	0.53
ENSG00000004897	ENSG00000183308	a	a	0.53
ENSG00000109738	ENSG00000183308	g	g.AD	0.54
ENSG00000163376	ENSG00000183308	g	g.AD	0.53
ENSG00000145864	ENSG00000183308	g	g.AD	0.55
ENSG00000102468	ENSG00000183308	g	g.AD	0.53
ENSG00000156642	ENSG00000183308	g	g.AD	0.55
ENSG00000113966	ENSG00000183308	g	g.AD	0.53
ENSG00000221823	ENSG00000183308	g	g.AD	0.55
ENSG00000163412	ENSG00000183308	g	g.AD	0.53
ENSG00000144635	ENSG00000183308	g	g.AD	0.54
ENSG00000148688	ENSG00000183308	g	g.AD	0.52
ENSG00000160191	ENSG00000183308	g	g.AD	-0.52
ENSG00000125848	ENSG00000183308	a	a	0.53
ENSG00000065609	ENSG00000183308	g	g.AD	0.54
ENSG00000254433	ENSG00000183308	g	g.AD	0.54
ENSG00000154930	ENSG00000183308	g	g.AD	-0.51
ENSG00000111615	ENSG00000183308	g	g.AD	0.53
ENSG00000111647	ENSG00000183308	g	g.AD	0.52
ENSG00000259736	ENSG00000183308	g	g.AD	-0.51
ENSG00000163001	ENSG00000183308	g	g.AD	0.54
ENSG00000085365	ENSG00000105486	g	g.AD	-0.51
ENSG00000165832	ENSG00000105486	g	g.AD	-0.51
ENSG00000102471	ENSG00000178074	g	g.AD	0.54
ENSG00000083720	ENSG00000178074	g	g.AD	0.53
ENSG00000104643	ENSG00000178074	g	g.AD	0.54
ENSG00000114686	ENSG00000178074	a	a	0.53
ENSG00000144635	ENSG00000178074	g	g.AD	0.54
ENSG00000111647	ENSG00000178074	g	g.AD	0.5
ENSG00000186106	ENSG00000180891	g	g.AD	-0.51
ENSG00000152932	ENSG00000180891	g	g.AD	-0.52
ENSG00000145864	ENSG00000180891	g	g.AD	-0.53
ENSG00000221823	ENSG00000180891	g	g.AD	-0.53
ENSG00000144635	ENSG00000180891	g	g.AD	-0.52
ENSG00000102471	ENSG00000119231	g	g.AD	0.51
ENSG00000136531	ENSG00000119231	g	g.AD	0.51
ENSG00000149313	ENSG00000119231	g	g.AD	0.52
ENSG00000123119	ENSG00000119231	g	g.AD	0.52
ENSG00000136531	ENSG00000104728	g	g.AD	-0.53
ENSG00000106299	ENSG00000104728	g	g.AD	-0.51
ENSG00000161021	ENSG00000104728	g	g.AD	0.51
ENSG00000083720	ENSG00000134574	g	g.AD	-0.52
ENSG00000109738	ENSG00000134574	g	g.AD	-0.53
ENSG00000144635	ENSG00000134574	g	g.AD	-0.52
ENSG00000254433	ENSG00000134574	g	g.AD	-0.51
ENSG00000136531	ENSG00000158006	g	g.AD	-0.52
ENSG00000156642	ENSG00000158006	g	g.AD	-0.53
ENSG00000163001	ENSG00000158006	g	g.AD	-0.51
ENSG00000102471	ENSG00000109063	g	g.AD	-0.52
ENSG00000149313	ENSG00000109063	g	g.AD	-0.52
ENSG00000106299	ENSG00000109063	g	g.AD	-0.52
ENSG00000156642	ENSG00000109063	g	g.AD	-0.53
ENSG00000164031	ENSG00000103227	a	a	-0.52
ENSG00000149313	ENSG00000103227	g	g.AD	-0.51
ENSG00000165832	ENSG00000103227	a	a	-0.52
ENSG00000104643	ENSG00000103227	g	g.AD	-0.52
ENSG00000174132	ENSG00000184203	g	g.AD	0.51
ENSG00000129691	ENSG00000184203	g	g.AD	0.51
ENSG00000101654	ENSG00000184203	a	a	0.53
ENSG00000149313	ENSG00000078795	g	g.AD	0.51
ENSG00000108839	ENSG00000072134	g	g.AD	0.52
ENSG00000163001	ENSG00000072134	g	g.AD	-0.51
ENSG00000178662	ENSG00000034533	g	g.AD	0.53
ENSG00000149313	ENSG00000034533	g	g.AD	0.52
ENSG00000178662	ENSG00000151790	g	g.AD	0.52
ENSG00000136531	ENSG00000231871	g	g.AD	-0.52
ENSG00000186106	ENSG00000231871	g	g.AD	-0.52
ENSG00000083720	ENSG00000231871	g	g.AD	-0.52
ENSG00000106299	ENSG00000231871	g	g.AD	-0.52
ENSG00000254433	ENSG00000231871	g	g.AD	-0.53
ENSG00000075790	ENSG00000196172	g	g.AD	0.53
ENSG00000085365	ENSG00000196172	g	g.AD	0.53
ENSG00000087470	ENSG00000196172	g	g.AD	0.52
ENSG00000186106	ENSG00000196172	g	g.AD	0.52
ENSG00000178662	ENSG00000196172	g	g.AD	0.54
ENSG00000165832	ENSG00000196172	g	g.AD	0.53
ENSG00000104643	ENSG00000196172	g	g.AD	0.53
ENSG00000106299	ENSG00000196172	g	g.AD	0.52
ENSG00000133703	ENSG00000196172	g	g.AD	0.53
ENSG00000136531	ENSG00000197813	a	a	-0.52
ENSG00000254433	ENSG00000197813	g	g.AD	-0.52
ENSG00000178662	ENSG00000091651	g	g.AD	0.53
ENSG00000123119	ENSG00000091651	g	g.AD	0.52
ENSG00000178662	ENSG00000143379	g	g.AD	-0.52
ENSG00000149313	ENSG00000128849	g	g.AD	-0.51
ENSG00000152932	ENSG00000128849	g	g.AD	-0.51
ENSG00000106299	ENSG00000128849	g	g.AD	-0.52
ENSG00000123119	ENSG00000128849	g	g.AD	-0.53
ENSG00000144635	ENSG00000128849	g	g.AD	-0.52
ENSG00000163001	ENSG00000128849	g	g.AD	-0.53
ENSG00000087470	ENSG00000128242	g	g.AD	-0.51
ENSG00000104643	ENSG00000128242	g	g.AD	-0.51
ENSG00000174132	ENSG00000134452	g	g.AD	-0.51
ENSG00000075790	ENSG00000114268	g	g.AD	-0.53
ENSG00000087470	ENSG00000114268	g	g.AD	-0.52
ENSG00000110675	ENSG00000258636	g	g.AD	0.54
ENSG00000165832	ENSG00000258636	g	g.AD	0.53
