"BM_10_650"	"BM_10_623"	"hB_RNA_13599"	"hB_RNA_12464"	"BM_10_593"	"BM_10_811"	"hB_RNA_12545"	"hB_RNA_13655"	"BM_10_740"	"BM_10_722"	"hB_RNA_13262"	"BM_10_657"	"BM_10_639"	"BM_10_748"	"hB_RNA_13193"	"BM_10_744"	"BM_10_787"	"BM_10_588"	"BM_10_624"	"BM_10_703"	"BM_10_616"	"BM_10_621"	"BM_10_631"	"BM_10_743"	"BM_10_699"	"BM_10_566"	"BM_10_739"	"BM_10_719"	"BM_10_697"	"BM_10_671"	"hB_RNA_13444"	"hB_RNA_12638"	"BM_10_656"	"BM_10_729"	"BM_10_647"	"BM_10_584"	"BM_10_813"	"hB_RNA_12924"	"BM_10_576"	"BM_10_735"	"BM_10_666"	"hB_RNA_13081_resequenced"	"hB_RNA_13389"	"BM_10_792"	"BM_10_780"	"BM_10_659"
"ENSG00000243709"	109.009812326456	93.9586971230191	73.6977339675593	104.724837863696	49.8711363515174	89.0954866870817	111.446709302727	91.5695679800718	49.9026729505426	47.169389861556	95.8545504148457	124.73238859592	38.3713040813527	59.9980545094319	136.389094831587	83.5189960531535	29.0029315308663	77.0939839479066	49.8101162338323	56.9725349413153	64.3594816820271	83.4412553163856	60.728571268835	81.3544408373982	69.1460534309732	76.2200606373247	42.2339836113218	84.0889562993895	82.0983945000598	63.94205218587	92.946274888885	62.138513019153	82.5510457543082	53.5188842953166	98.2823965597943	97.7560950574405	42.1806992036906	63.4367836973025	69.8432026637026	64.8500795695582	53.2912226064272	109.171553466244	111.877116030924	43.0094395417609	73.6347126030045	89.437044314159
"ENSG00000256306"	486.148598520404	684.68911962913	553.921677885203	367.99144415993	848.768378290247	512.299048450719	730.331626919997	410.675638213655	444.031947070134	469.335429122483	847.005663665727	521.363437224671	920.911297952465	604.980382970105	671.380121741401	708.98347760677	544.610603190711	630.768959573781	723.711688809211	536.644522673035	733.043587971563	641.124581987925	689.308718038465	522.448049752666	730.835370291258	539.638029312259	641.77292487639	530.601314249148	557.356878217073	705.646218765494	121.162108337297	656.506898419747	758.121848764055	620.011225609894	291.534299907704	536.010948180123	421.806992036906	670.765991553444	724.506822298142	628.648730521227	555.610339396639	250.102104304486	292.350419993216	730.282728545818	547.979256580499	502.855218541853
"ENSG00000234208"	203.95384241724	156.287733828388	135.508736650028	181.813954624471	122.759720249889	183.140722634557	171.912477115908	145.216385584558	141.560643676029	157.23129953852	187.352075810835	201.904945568934	111.459502331548	179.994163528296	184.413423997638	193.021679767288	161.127397393701	150.683695898181	127.943631894746	142.431337353288	123.264770001171	164.770073789318	165.623376187732	185.589818160315	148.856087247234	121.952097019719	145.064552404105	198.449936866559	176.055445983462	182.691577673914	160.166348692454	153.995445308336	170.998594776781	155.507701537335	186.626123804553	139.494652497696	143.414377292548	174.711141986013	137.82391992304	145.5818112786	145.070550428607	174.67448554599	196.805729660238	197.492324426453	184.942999095918	210.815890169089
"ENSG00000145740"	530.983279396608	598.172695545558	584.034730474099	520.715166044486	626.266385337324	544.472418643277	579.76000903227	547.567517618207	734.282187700841	569.177304329443	537.656887326907	554.56558382934	605.718442998497	588.869794259239	491.769130660368	578.137050456829	631.61939778331	582.877242272809	740.315060887155	777.399428392787	609.778817970393	546.064924032549	522.896659106982	554.227128204775	632.878461264046	582.321263269161	696.860729586809	586.100025406744	531.815155483721	575.47846967283	509.544756980137	534.931546860534	570.276101792517	686.657383411609	526.749473696875	600.815550521572	723.398991343295	570.931053275723	630.451309377689	637.913027602593	596.072193597815	551.812579338469	565.101929148899	533.668147783482	558.253867641383	561.263084216406
"ENSG00000166337"	228.568961329666	283.736659628919	388.29988864628	273.448187755205	279.086551505607	220.263842087507	314.184871970453	334.830137462485	267.84495889781	224.054601842391	308.477371335049	284.461634423788	339.86012186341	289.990596795587	338.091277329003	222.717322808409	228.800904299056	270.99703448355	383.830895684237	221.457756788016	346.8866978794	264.0546054316	294.967346162913	227.538201717098	250.654443687278	315.042917300942	276.357153630606	248.903310646193	249.944001033516	212.378959045925	443.984438085299	341.761821605341	283.874514481652	278.702114443535	260.613995372039	298.760200624987	356.426908271186	408.699278574424	293.341451187551	174.69817353432	307.904841726024	353.31884576348	333.998105522976	236.113045647626	222.616572985828	222.679987884233
"ENSG00000128563"	1098.88923716185	919.120720371712	1024.63623677478	1431.23945080384	755.739527788378	1113.69358358852	1308.90603266181	1110.85910246532	848.345440159224	1060.52511538732	1030.87211946148	1130.66769518603	784.784528711476	807.751585710314	999.866533237194	943.764655400634	737.963480063153	770.939839479066	788.171839229465	790.264194347277	863.944228680771	895.673221623987	931.434320370053	1070.31936226702	726.993922878426	675.817870984279	707.878290528893	1125.11023528583	897.609113200654	884.912329358023	1701.24878144834	774.029738260319	920.696867443457	603.854581294327	1327.3645018525	765.573014101528	926.920865001102	1174.10047203696	788.762568748748	735.849882462742	745.090241997269	1395.41094703217	1459.30223611139	984.828391139913	1066.84711515516	1136.21551195029
"ENSG00000236892"	545.928173022009	310.714899396915	181.47076428571	527.987724229465	202.361726349426	710.289018866456	586.873628774997	388.476955066971	257.660739928312	615.560537693306	483.629777093085	389.452206119634	132.47235932848	444.430033403199	618.553359658745	571.641128541584	277.139123517166	192.734959869766	94.7368877388576	334.483914816755	174.534187612277	353.833171278344	368.314841331765	612.700632556655	557.009874860617	160.570261075964	261.667072374494	735.778367619658	620.298980667119	511.53641748696	348.548530833319	413.356195301322	443.080102722103	257.496518779353	492.516279389531	325.12139479778	396.498572514692	367.101387625374	240.260617163137	427.481136754435	289.154226364503	428.746464521976	459.757783397153	550.345277401716	537.704645519614	474.563908605742
"ENSG00000215695"	105.493366767538	95.8192653828809	156.904852963191	116.360930959662	118.92347899208	118.793982249442	144.643601435454	141.516605060111	124.247471427882	135.218917603127	137.681990595869	111.272058891324	107.805092419039	124.440409352896	169.045638664502	123.42251638966	119.234274071339	85.2706186090482	119.153611382893	145.188072914965	87.2670938061385	103.509405329187	119.879777050168	114.404682427591	144.054277981194	72.1549907366673	112.011869577853	132.019661390041	127.70861366676	111.898591325273	120.332230882931	178.310515620178	111.191204485395	139.351057221768	106.012472693711	85.6738810615771	92.7975382481194	133.113251036963	117.33658047502	113.818506999633	94.739951300315	87.3372427729951	97.1779329027731	115.862163663519	116.445592023356	135.980812273568
"ENSG00000152779"	155.602715982119	177.684268816799	84.7920165003101	42.1808374728774	171.671796286954	186.853034579852	33.1968921327271	162.790343075683	18.3315941450973	171.382116496987	42.6988451847949	49.354542250184	177.238880756725	932.19199506321	22.0911914163837	162.398047881132	145.014657654331	219.601045184946	95.713556684619	66.1616534802372	147.263220797859	264.0546054316	107.26085315015	67.3716463184704	643.442441649334	611.793020048926	257.076421981959	78.2027293584322	48.3468323167019	18.2691577673914	381.743629007921	60.7876757796062	227.436554629216	109.057349130079	204.294869253505	210.889553382344	60.1074963652592	91.5153600879118	98.7117264313664	88.6725577787836	215.138639411132	51.6083707294971	75.9457794954445	46.5204141982312	87.334194017517	61.1457343780475
"ENSG00000157625"	757.794017946815	938.656687100261	898.636885152819	679.256934477025	874.663006780458	860.018933993358	835.850319770451	883.322600211803	806.59014238428	794.804219167219	742.437063213168	704.423921207171	851.47750961478	767.197345162272	899.975928571807	768.374763689012	844.307562342996	711.36721551932	794.031852904033	1044.80277787541	692.682557086224	727.734492569489	875.437845563725	697.868562808306	889.295076070572	689.029348161415	829.071460891817	808.094870037133	865.681959783964	785.573783997832	639.835517315449	1086.07314059563	815.402166226228	919.918935717611	642.700615705621	884.198387879096	788.779075109015	771.640877104893	798.074995770575	930.400121171416	701.667764317958	658.999195468963	641.047708644343	793.480272362283	774.020699919954	677.166192664347
"ENSG00000126953"	65.0542428399818	120.936936891015	148.980365439797	104.724837863696	134.268444023316	94.0452359474751	82.9922303318178	92.4945131111836	112.026408664483	72.3263977877193	78.4264503394192	75.3778463457355	152.571613847283	82.2195561795918	123.902769248413	92.7988845035039	106.344082279843	141.338970571162	133.803645569314	121.296364713768	122.173931328594	97.1720947988288	104.106122175146	73.7274620088921	92.1947379079642	101.626747516433	112.011869577853	89.1342936773528	111.288934766748	87.9203217555713	73.0292159841239	143.188747391961	94.3440522906379	165.605604234564	57.4234227090933	104.346393600639	92.7975382481194	152.872249237762	122.924036688117	111.171564976385	83.8843318804872	87.3372427729951	83.2953710595198	102.696008701756	92.4714995479592	86.6991756106644
"ENSG00000203709"	5778.3991646919	3144.36035916638	2686.40127043039	7711.82069935158	2579.87224587657	5118.0407352468	4059.50566651635	3600.81139541838	2934.07348511251	5966.92781748684	11184.4832234049	5253.11800604685	2279.43818292798	4225.97408012267	6821.37571474597	5998.51989430649	3000.19213947072	2920.22666469343	1651.54718728256	2904.68037015319	2254.7635362161	4115.02697104605	3787.2545354928	4250.76953375405	3395.83951294335	1843.50919994809	2651.5596667282	5647.414305067	4712.44784430343	5736.51553896091	4214.1177132657	4632.02089440599	4873.88112994313	3934.14289084063	5252.03458470092	2818.45101030778	4225.45154272971	3667.89403443256	2461.27446186888	3880.4170060805	3383.00576101541	8102.51420453104	4539.59772274383	6664.70764164471	4460.89363560062	5926.57312016478
"ENSG00000074071"	181.096946284274	245.595010301753	201.281983094194	94.5432564047252	308.817421253627	149.729915126901	135.158775111818	138.741769666775	326.913428920901	146.225108570824	158.595710686381	269.206594091913	308.797637607077	254.436194123331	149.835906998081	164.254025571202	206.243068663938	249.971402497758	419.96764667741	251.781847966458	340.34166584394	232.368052779808	228.71799568782	203.386102093495	249.69408183407	267.278345968218	315.836747006406	184.995703858657	209.80700816682	221.513537929621	118.672475974201	145.890421871055	272.92386555506	288.800017140765	174.478861308399	233.955598283537	303.701034266573	218.388927482517	320.347489550849	136.317514197235	309.878590711447	156.810049524241	134.742512008047	245.76822595292	169.531082504592	206.252775663265
