"BM_36_279"	"BM_36_544"	"BM_36_304"	"BM_36_327"	"BM_36_418"	"BM_36_328"	"BM_36_383"	"BM_36_495"	"BM_36_455"	"hB_RNA_12292_resequenced"	"BM_36_307"	"BM_36_375"	"hB_RNA_9105"	"BM_36_507"	"BM_36_368"	"hB_RNA_9085"	"BM_36_539"	"BM_36_403"	"BM_36_291"	"BM_36_492"	"BM_36_345"	"BM_36_352"	"BM_36_377"	"BM_36_347"	"BM_36_465"	"BM_36_297"	"BM_36_505"	"hB_RNA_12322_resequenced"	"hB_RNA_10892"	"BM_36_290"	"BM_36_545"	"BM_36_382"	"BM_36_390"	"BM_36_348"	"BM_36_471"	"BM_36_278"	"BM_36_1107"	"BM_36_281"	"BM_36_388"	"hB_RNA_12252_resequenced"	"BM_36_349"	"hB_RNA_10802"	"hB_RNA_10722"	"BM_36_541"
"ENSG00000232725"	58.5810370646547	105.4177616853	83.4184928622349	139.93609696401	111.582742649931	49.1166763614795	35.6021535770396	70.0708652820181	87.4215761088347	122.884356509497	48.4312633953373	135.18865443374	138.96321079381	126.933457615884	27.4672449161662	145.014330135482	81.4017354141785	46.219833849749	72.0880447416031	147.525598838562	67.199621672072	53.9620643067754	51.348951259239	38.8750079469599	82.1310903277237	69.2239749307411	66.4922388600399	120.642945521178	58.9317706178362	38.3129605343684	64.9260384847251	64.1865226988381	43.3142278772772	35.0399201403391	168.13244402976	61.3243050422873	76.9769761828492	56.1573384997812	85.9283215667737	147.356498392515	57.6023880483362	62.5342671372143	83.0108814463143	125.929087555695
"ENSG00000103528"	1329.44494703199	2133.83119277995	1246.64303221895	761.167557728481	1829.95697945886	1335.50581916213	1514.08047573465	1632.35508699236	1440.61941806239	1098.20974466145	771.741653669179	1531.81389016648	1786.25627207877	2136.71320320072	977.51077495768	1531.57442520013	1313.13852128662	1326.22625291321	1816.06420406731	1729.52069697208	1968.64346216593	1130.14889397209	1454.15859842653	756.372437228894	1952.0652074862	1441.30514967737	1696.27483265776	1528.14397660159	757.488856478041	859.45289847367	1625.3394802693	825.107396628613	838.816998403855	1762.70264928206	2371.88918446135	1802.49653749294	2037.53343079909	1112.27760770534	1468.67284310557	1745.60775018825	1213.10629229796	1954.19584803795	1479.29647705611	2164.11468984602
"ENSG00000287326"	92.3512819607497	171.303862738613	388.359427880849	262.910242780868	304.062973721061	254.938939209584	231.413998250757	413.516796523459	269.61107926002	106.278362386592	274.794777090935	396.812741071696	256.695931049677	686.380918959967	213.275078172585	276.642722104612	331.319344141919	149.035382617558	478.73855354039	453.858165838635	238.253204110073	299.336734079094	110.345618663471	141.133181024833	221.505061792952	161.178210286502	198.031233126641	411.07966622031	71.8680129485808	300.290771755861	243.655020830317	288.839352144771	326.441375953138	295.892658962864	282.159983925375	117.173225705799	323.617491707488	101.445514709282	152.566611761414	109.100484386766	223.497265627544	191.511193107719	506.579225236482	272.069016324032
"ENSG00000143178"	71.6756218202834	102.782317643168	166.83698572447	97.5312190961285	194.339943448629	155.536141811352	97.9059223368588	155.932348092378	112.399169282787	48.7109160938548	170.562275435753	87.5322222952272	106.152452689716	133.985316372322	119.563301399782	79.2001341509172	112.105898772158	79.234000885284	124.767769745082	162.278158722418	58.0360368986076	144.577606255889	49.1638895035267	65.0733828677372	165.921394601462	102.286171912588	122.143351818986	93.8334020720274	22.9977641435458	81.8033481679758	104.319365205794	92.138718067687	125.716905302341	114.853071571112	112.282220407417	62.4193819180424	129.604092552756	44.382412685311	158.704349016184	66.5938021581556	100.228155204105	95.7555965538594	110.681175261752	164.7960898877
"ENSG00000138069"	2754.68711938147	2375.41356330877	3038.28688447118	3652.12010637133	3558.55963434404	3510.67291517051	2880.80759360878	2852.18029105679	2953.23307527324	2780.95048244917	3337.54576006998	2761.15532329055	2470.45708077885	3259.1340552671	3538.42743331788	2380.4660039163	2750.52179662645	3305.1897512147	2819.75159623886	3505.90246651641	2787.25703526207	3342.59353054988	2803.43423257888	3699.88662590849	2958.37846574407	2923.93804558205	2683.540031384	2604.99397180914	3436.72837920113	3485.44392320768	2650.29548106749	3272.4773911456	3944.76407057934	3171.11277270069	2584.81816202153	3037.74325334473	2702.04895988777	3248.06799774541	2968.91119209281	2435.63289169935	2807.54039347591	2931.29377205692	3094.81593904977	3032.403521943
"ENSG00000266933"	66.1621124494923	57.1012875795377	58.3929450035644	46.6453656546702	42.7733846824734	23.3888935054664	48.4584868131927	44.4111117984622	39.6702950409838	74.1734404156426	33.6913136663216	54.4644938725858	126.41792093048	39.9605329531487	30.6986854945387	85.8931032340933	61.4083267159592	33.957428950836	37.8924337744324	40.7864890906612	32.0725467071252	28.5082603884851	32.7759263356845	27.8885926576017	40.6507416773582	38.22816526026	44.0872453311134	67.0238586228767	70.4306526896091	39.3484459542162	33.5572783179478	52.7985912522701	29.5804483064332	33.0932579103203	66.3221405515316	35.0424600241642	50.2706783234933	38.9478315401708	48.2250784303322	93.5147009029419	55.2982925264028	37.129721112721	29.7987779550872	50.527103031606
"ENSG00000182557"	36.5269995814906	42.1671046741201	50.0510957173409	36.0441461876997	70.6690703449561	28.0666722065597	67.2485123121858	46.3849389895049	68.3210636816943	64.2098439418995	33.6913136663216	54.4644938725858	65.6215162081881	58.7654896369834	37.1615666512837	62.467711442977	49.2694714348975	31.127643204933	39.7408451780633	38.1830961699807	32.0725467071252	35.6353254856064	41.5161733585336	30.4239192628382	40.6507416773582	53.7260700955005	56.373854685686	37.9801865529635	35.9340064742904	20.7097083969559	41.5818448722397	24.8463958834212	13.733779570844	35.0399201403391	40.1423482285586	36.1375368999193	29.8482152545742	37.1363044917908	31.565505881672	35.4222351905083	50.6901014825359	46.9007003529107	17.0278731171927	65.2965639177678
"ENSG00000267645"	749.148085756231	466.473595457454	633.980545752985	287.2930475549	1221.83103201674	313.41117297325	603.258713388726	1042.18075687058	502.490403852462	767.196928478214	163.192300571245	1083.45439596537	669.72547424239	401.955949116967	256.899525980613	761.88298063488	456.27814850579	389.567171019313	723.653064521477	488.570071447708	485.669992993611	407.260862692645	780.06704678929	182.543515577029	725.076494408389	783.160791007489	525.433235339663	426.718566565648	717.242769226836	333.42630519099	429.67906367981	359.237473814465	92.96712324879	464.278941859493	1180.99952034745	340.568908359845	822.396878198399	530.777425175352	343.713286267095	1306.37203382595	528.789922283726	439.694065808538	336.300494064555	576.786314606949
"ENSG00000131398"	401.107806725047	549.050842110939	250.255478586705	462.213168759914	199.919080581126	73.6750145422193	217.568716304131	293.11333786985	339.401413128417	688.59522296313	149.505204394302	290.801494069699	775.877926932106	199.802664765744	84.0174550376849	704.992743427883	417.005381420002	240.531788401755	184.841140363085	249.925720385328	302.398297524324	161.886192920326	299.353460532585	125.921221393414	759.090380301689	205.605537480858	445.208903671572	389.855444323066	562.007861257902	88.0162606870626	302.745010911921	340.602676901899	101.418679907771	257.932745477496	548.030319294235	248.582450796414	444.581311423394	271.729057257006	205.175788230868	680.10691565776	232.713647715278	498.319941249676	202.205993266663	377.009922620445
"ENSG00000187775"	325.98624154802	474.379927583852	589.490682893127	354.080730196814	522.579178077175	374.222296087463	377.778407400809	427.333586860758	459.881568438072	560.17553507933	526.426776036275	745.96905000488	1089.51017351536	479.526395437785	226.200840486075	684.913836178355	514.830273979146	239.588526486454	569.310712318302	817.465377093678	432.215748481735	371.625537207038	179.175063968408	418.328889864025	397.381740070502	444.273271943562	321.620068399106	676.940972091055	346.403822412159	296.148830076469	350.162904187282	480.363653746143	276.788480581625	434.105677294201	904.075494886667	343.854138987111	310.26434277781	306.148071176227	263.045882347266	494.494403259496	355.982758138718	314.625531534109	383.127145136835	694.164661649602
"ENSG00000100575"	188.148507278244	189.751971033541	180.740067868176	183.40109677859	178.532388239889	222.194488301931	158.231793675731	176.657533598327	163.088990724045	178.237670252514	202.147881997929	173.119284095005	193.969481733027	188.049566838347	180.96067238886	253.217330313496	174.942326109419	179.21976390719	182.992728959454	197.857861971718	221.453298692055	221.957170167491	203.210743281244	175.782644629732	165.921394601462	190.107632645617	176.348981324454	179.847353971386	160.984349004821	166.713152595495	179.458488395982	174.960037679091	200.724470650797	192.719560771865	173.368402494354	171.927069493555	186.944085015491	194.739157700854	184.132117643086	171.44361832206	195.848119364343	226.686718372402	225.619318802803	195.889691753303
"ENSG00000091039"	5656.86061443159	4742.92079449114	5280.39059817947	8205.34386743516	4706.93202744957	8107.75993366994	6157.1946714069	4768.76649355931	5484.78560696269	3901.30155260783	6060.22504572959	3946.73064526702	3350.55741580631	4989.19007017989	9805.80643507133	3280.67034560349	4570.63603847506	8089.41418562138	4666.31458846608	5385.55215524774	5356.11530008992	7376.51237552053	8243.14547342464	8991.11325103709	4820.84612014548	6829.41006406266	5299.86508218122	3956.64178737049	4976.14121655973	8541.71922832446	5594.58190044221	7718.94698778285	12301.2407171467	5742.65357855558	4559.35627633643	6056.87019980162	5704.93651036769	6843.94918877979	10492.0234272246	3695.24757507383	6121.98180177717	6288.60223898611	7111.26551056759	4881.69549289978
"ENSG00000168675"	9033.8851040411	10265.9330254535	9479.12140557862	12906.9847010366	11116.4307364993	9178.97125622031	8801.64352321255	11161.0058517513	10301.0532789755	6159.71675332291	10316.9119567589	9527.39610671161	10802.4595946244	10184.0593540892	7354.7587563758	7747.11171377634	9764.63799814816	10412.6682830077	10515.6124752559	10215.7138207503	9545.40080569204	9517.68636112711	10169.277411085	7212.15908302947	15007.5901417022	10717.3177903967	11751.7804767853	8152.33533716257	5612.89181128416	6013.06383305615	8691.33508434848	9455.08890013691	7272.56450505307	10376.6830171154	11868.7542929105	10814.9792249577	9245.09193542994	8843.87505019135	10231.6080037008	9691.52354812307	9237.11894743119	11074.427870831	9056.70001420685	9799.148627945
"ENSG00000172239"	937.296593034475	717.71926080742	900.919722912137	962.590727600921	747.604375754535	1202.18912618098	935.545480107761	732.289887876865	887.439192768675	886.76008616313	1262.37140893499	799.460963629741	730.521878964682	882.657654347491	1395.98232985692	903.550826228774	770.460285192093	1093.24055983386	804.058960579419	837.424722818895	818.613573096149	1123.02182887497	1165.73044667251	1489.08182614225	680.277717865995	935.040258392846	660.585938239962	929.397506237223	1336.7450408436	1402.04725847391	903.85799643342	1736.14191235406	1753.69800673854	729.025005142055	565.483514176216	930.81534439186	922.938234845385	1001.77445775416	1104.79270585852	741.033160185434	966.568071451081	1008.36505758758	1370.74378593401	734.586344074887
"ENSG00000137860"	9.6486413988843	50.0734368005177	68.5885385756154	98.5913410428256	82.7572007986985	70.1666805163993	126.585434940585	106.586668316309	78.6059549886161	29.8907894212291	46.3255562911922	70.0257778361817	80.0968506658766	133.985316372322	109.868979664665	13.3859381663522	14.2810062130138	95.269453445401	13.8630855272314	80.7051805410956	42.7633956095003	36.653477642338	80.847284961355	7.60597981570955	92.9159809768188	143.613918139896	52.7601460519882	51.3849582775388	41.6834475101768	4.14194167939118	78.0571473917482	27.9521953688489	26.4111145593153	71.0531713956877	58.759089436006	58.0390744150219	39.2739674402292	134.053001580123	28.9350470581993	83.5964750495996	62.2105790922031	70.3510505293661	12.7709048378945	71.5152842908885
"ENSG00000243150"	46.1756409803749	35.1392538951001	56.539200717737	59.3668290150348	39.9838161162251	73.6750145422193	43.5137432608261	47.3718525850263	44.8127406944447	46.4967835441342	66.3297737805706	50.5741728816868	39.5659141843487	44.6617721241074	54.9344898323324	58.0057320541929	49.9835217455482	58.482238748662	32.3471995635399	40.7864890906612	48.8724521251432	60.0709772471651	56.8116056485197	70.1440360782103	30.6954580012705	56.8256510625486	21.6822518021869	46.9167010360137	60.3691308768078	73.5194648091935	39.3933267210692	93.1739845628295	62.3302303599842	45.7465624054427	22.1073801838439	45.9932287817155	47.128760928275	60.6861561207313	56.1164549007502	38.256014005749	50.6901014825359	37.129721112721	57.4690717705253	34.9803020988042
"ENSG00000228363"	361.134863786812	332.065949308696	419.873080739916	434.64999814579	296.624124211066	449.066755304956	441.071124871101	364.17111674739	385.683424009565	367.546003253632	506.422558546896	386.114358346724	296.261845234026	385.501612018611	499.25756935855	276.642722104612	365.593759053152	440.503314445567	379.84854344614	385.302152260715	323.779995329074	472.422600723468	428.27210411961	547.630546731087	471.216760668152	422.576205174225	395.339724526542	390.972508633447	557.695780480987	472.181351450595	391.744749059521	387.189669183314	512.375622450718	376.679141508645	282.741757088108	452.266749686869	366.033376542936	561.573384997812	435.779345088638	412.314817617517	414.737193948021	353.709448494868	464.0095424435	323.373459402278
