"hB_RNA_9228"	"hB_RNA_4601"	"hB_RNA_4520"	"hB_RNA_16275"	"hB_RNA_8375"	"hB_RNA_16415"	"hB_RNA_16375"	"hB_RNA_5111"	"hB_RNA_16335"	"hB_RNA_16095"	"hB_RNA_16865"	"hB_RNA_8595"	"hB_RNA_16695"	"hB_RNA_17035"	"hB_RNA_16715"	"hB_RNA_16855"	"hB_RNA_16105"	"hB_RNA_8665"	"hB_RNA_5041"	"hB_RNA_17055"	"hB_RNA_16045"	"hB_RNA_16515"	"hB_RNA_16595"	"hB_RNA_16325"	"hB_RNA_9025"	"hB_RNA_9231"	"hB_RNA_5161"	"hB_RNA_16745"	"hB_RNA_9230"	"hB_RNA_8985"	"hB_RNA_17015"	"hB_RNA_16125"	"hB_RNA_8645"	"hB_RNA_16215"
"ENSG00000269113"	64.1411017371462	109.378153637983	64.0380108453651	48.1271116846105	32.8967304202561	26.1035455103633	15.3608088052039	52.8197945664707	64.8908538423085	20.0231132240992	30.9556519739903	19.9256308974342	80.3880013073882	65.1906254895449	57.1391169291508	29.6197119230816	34.1358425675639	16.5900581448315	35.279850662595	58.7686658356861	40.0498500701901	20.6291464301659	35.6277431101549	161.808396862178	60.9152589337358	32.7533952891467	88.3736402222696	46.7410912175828	71.2974705723922	26.6139311653366	23.8073249755334	39.5033257786659	119.226011250572	182.728714040073
"ENSG00000171291"	797.958791102802	901.230411746297	607.649569577131	473.784677250721	517.095481293401	580.803887605584	488.985746965656	759.548645865848	478.432566464478	485.266038136993	510.234539433357	595.957505932351	917.532014922258	499.794795419844	463.660125914672	461.383974186463	522.766046177551	510.736790030171	489.789416113686	553.404936619377	567.979691904514	607.953080089006	610.359493808181	661.848539423362	533.733697324161	638.084663781154	753.972576073541	655.462279167498	461.620911163624	482.993565593146	564.050468651099	608.167480592485	756.258421728081	531.161727768659
"ENSG00000162670"	3609.29589436145	5391.43148973891	2409.2522746934	2536.83353146436	3626.86452883324	2753.92405134333	1335.1102986523	6153.50606699383	2095.2046876203	3565.29198407932	2573.58885894106	4012.29749434698	4731.80407695557	1947.02668128774	2336.7518027484	1954.90098692339	2804.99094926611	2639.00424918142	4399.09712357741	2127.9154421338	2367.49227346737	2805.56391450256	2529.569760821	4559.86501609029	2658.99939790117	3839.42578111664	4539.49660787304	2946.86275095039	1614.46475736807	4324.27096379006	2785.45702213741	2479.52270410743	5609.71436876779	2798.8137193964
"ENSG00000065135"	1028.4319024295	1012.88727691841	813.994271189974	1041.68459512912	1031.1068941099	990.07019042878	1533.52074571952	1056.39589132941	1012.95722692824	892.795283756895	957.490338643769	1125.79814570503	841.764013690007	841.683409098346	747.57011315639	943.273902781214	918.741819961292	974.073413932252	815.565058402329	950.093431010258	983.04177445012	1044.80559272781	844.752540585516	1018.8709376612	1064.56666803243	1004.43745553383	1016.85618939295	1071.78409164039	1402.98920906012	827.003268433978	951.377332676123	955.429274646804	1155.70907256029	1080.48283084565
"ENSG00000189079"	2050.34098095352	1979.06096738725	1313.49075578382	1502.63537593062	1786.70367095016	1638.92975025781	1693.52917077372	2107.50980320218	1375.90607045302	1330.94811430777	1575.53594184861	1661.07304844974	1950.56403172295	1637.00904007079	1157.0671178153	1367.06362721915	1469.79184998054	1578.4255320654	1623.99908316009	1641.84960178448	1594.71221188575	1741.34265454635	1486.0519165683	1730.82788385478	1477.43675636108	1925.17178977318	2174.66274167205	1942.47279083303	1265.22799473381	1753.5623534494	1539.23512630276	1705.0737824466	2400.18495641662	1448.21018083934
"ENSG00000160993"	219.601738150907	158.370451621663	233.382972858664	243.84403253536	294.014528131039	187.386165985108	266.2540192902	200.715219352589	226.568065957891	265.011792671902	215.622127542967	212.841966404411	181.10400294538	241.929654594533	339.263506766833	234.679256005954	217.494082644764	336.54117950944	210.177833734609	194.67120558071	202.069698081413	225.70713153005	218.454319596476	152.413070592762	349.054102779026	248.683186454632	170.035358402342	178.268347899618	215.100843421793	266.139311653366	194.121265185119	233.345226692585	179.27414830378	251.961332403082
"ENSG00000188897"	94.5809466293512	102.542019035609	106.730018075609	69.5169390999929	75.0456662712093	61.5297858458564	97.2851224329577	77.1169000670472	42.8939542347463	43.5797170171572	38.4277058987466	35.3227093181789	125.664002043733	101.407639650403	36.9023463500766	35.3158103698281	47.7901795945895	56.8801993537082	88.9502617769683	90.6016931633493	67.3565660271378	60.6739600887232	80.6312080914033	49.0644816291766	79.286527501053	69.1460567215319	69.3565277693762	72.829142129722	84.5902193231772	78.8560923417381	64.0966441648976	61.5516936551306	108.782856980449	48.8033211411375
"ENSG00000230432"	675.112274216404	616.391469980717	1373.25956590616	1076.97781036451	952.977159361795	1003.12196318396	999.732639738684	745.815499278566	1413.30079978587	1449.90896346272	1073.84089261497	993.564413385698	551.628008971388	999.589590839688	1949.27716607259	1492.37779304757	1257.174316274	1312.9846017481	997.59407511891	1014.98383287049	983.04177445012	822.738898803086	1177.59066700933	672.287790833825	1299.5255239197	1035.97776210857	306.511106593695	727.204419175881	1111.75716824747	1239.02635091956	1172.05292187241	960.94136661592	367.250925165995	1029.40958779097
"ENSG00000254641"	134.805027379765	102.542019035609	163.6526943826	148.659300536908	112.054487993997	125.856380139252	190.730042664614	120.429131611553	183.674111723144	184.919339775505	160.115441244777	145.819389749405	96.0960015628548	162.252223440645	204.748502329457	182.275150295887	167.753283474886	174.195610520731	129.859875843169	184.876427941429	156.558504819834	143.190545809387	141.57340025351	98.1289632583533	159.53996387407	132.226669871	111.865367369962	176.09434365694	194.557504443307	111.384230432705	141.012617162775	182.817716975687	138.371794079131	214.507620829651
"ENSG00000278202"	123.933654203977	143.558826649853	68.3072115683895	74.8643959538385	60.6533467123472	62.4620553283694	39.6820894134433	122.541923394212	53.8924040385274	61.2471698619506	65.1136127728762	79.7025235897369	137.67600223909	49.2551392587672	64.8767056799733	38.7334694378759	69.2469949227726	33.1801162896631	84.4464510540838	52.6469298111354	58.2543273748219	77.6626689135656	58.1294756007791	187.906525388336	101.525431556226	59.4413470062291	125.289211454357	150.006292744801	24.1686340923363	84.7702992673684	65.0123105101105	68.9011496139522	157.51757690769	82.8521498442567
"ENSG00000140280"	412.025043362346	414.725499210685	519.419421301295	458.811798059953	462.610271534852	402.740416445605	578.590464996012	525.028757990719	556.521560071324	687.852830757291	568.943534556443	590.523242960324	397.320006461804	512.832920517753	813.042017971042	669.861177337384	557.877198532759	681.377388091296	506.678706324503	561.975367053748	489.700439494597	428.358158226386	480.036959799982	385.208377046089	678.770028118771	511.923437482218	344.545331499482	459.801897326454	627.176054696128	469.193749433341	567.71313403195	497.925641210161	380.304868003649	608.339072829063
"ENSG00000108055"	1026.25762779434	862.492315666178	757.071594882983	1004.25239715221	1015.68655172541	899.640050625021	1513.03966731258	971.88422002306	1018.45645183013	1047.09103860142	1041.81780436602	1029.79283319921	826.980013449568	1331.33744055315	917.797065674485	1281.62215051795	925.568988474805	1251.36438578158	931.162866956364	1401.87754962209	1141.42072700042	1120.04130323783	1051.01842174957	918.654124120754	1065.53357690439	1050.53482668152	1052.65310695134	993.519938903968	1330.48330678312	784.618118800294	1099.7152806006	1118.03598773573	1039.09384987725	1070.26818223471
"ENSG00000140009"	583.792739539788	617.530825747779	453.958343548255	438.49146201534	537.655937806061	489.441478319312	422.422242143106	660.247432080884	553.22202513019	409.884905999208	545.459936507209	493.612219959166	624.624010158556	462.129100692551	498.181675726034	419.23284568054	489.605513397631	438.451536684834	402.71574213792	464.027590660938	456.932380346259	440.49295024413	427.532917321859	576.246677857564	516.329337628808	419.728695186843	781.938917916031	469.584916418506	444.702867298988	407.094576714223	482.556163927158	483.226729292518	662.270033296973	553.860946904072
"ENSG00000215440"	391.36943432835	461.439085660241	559.265294716189	302.666057927662	650.738448625692	307.648929229282	220.171592874589	264.098972832353	233.167135840159	240.277358689191	228.431362842549	249.070386217928	355.740005785568	350.580697077108	219.033281561745	186.832029053284	255.531164362907	182.490639593147	354.299776866912	258.337260236037	298.553427795962	274.246299601029	274.708650823037	310.045766890755	339.385014059385	303.27217860321	374.748980689371	270.663528213444	210.267116603326	346.966806303647	261.880574730867	196.597946898477	295.889370986821	267.850785797871
"ENSG00000215817"	104.36518248756	96.8452402002974	91.0762820911859	101.601680223067	98.6901912607684	91.3624092862716	101.125324634259	134.162278198836	92.3869783517613	108.360377448066	130.227225545752	128.610890337985	98.8680016079372	101.407639650403	117.254229531695	112.78274924558	92.654429826245	144.570506690675	96.8319305420161	113.864290056642	101.034849040707	109.213128159702	99.3826518335901	91.8654124120754	104.426158172119	126.161226298935	110.746713696262	103.265201527218	126.885328984766	78.8560923417381	116.289625842029	134.127571248494	112.263908403823	130.520510028624
"ENSG00000286033"	131.543615427029	180.018211195847	136.614423136779	133.68642134614	56.5412554098152	46.6134741256488	44.8023590151779	99.3012137849649	146.279382390289	78.914622706744	57.6415588481199	47.0969457575718	124.740002028706	82.5747922867568	61.9007100065801	33.0373709911295	69.2469949227726	75.8402658049442	62.6780325601422	36.7304161473038	61.8952228357483	52.1796056763019	75.0057749687472	141.973819182298	73.4850742692686	146.783734443954	73.8311424641746	79.3511548577568	56.7962901169904	83.7845981130967	116.289625842029	37.6659617889605	103.561279845387	162.299416818201
"ENSG00000179636"	133.717890062186	159.509807388725	166.498828197949	163.632179727676	91.4940314813374	124.924110656739	148.487818450304	111.977964480918	113.284032978945	155.473585034182	152.643387320021	63.3997346736544	255.024004147576	149.214098342736	145.82378799627	144.68090054736	185.30885965249	86.5053031837645	175.273300632254	149.370358999035	165.66074347215	203.86450589811	150.011549937494	136.754193477067	106.359975916047	121.308871441284	198.001700244832	131.527256682035	130.510624098616	79.8417934960098	138.265618127136	188.329808944803	232.360182510239	162.299416818201
"ENSG00000157106"	3983.27113160854	3980.90905011576	3719.89689666188	3858.72486573499	4520.21636430832	3981.72295981292	3612.35020402377	5403.46498414995	3598.69277579718	3780.8349087858	4330.58896753375	5086.47014181776	4509.12007333396	3352.24683072904	3559.29082537835	3459.8101965538	4155.795005154	4175.95463588474	4133.74760848746	3729.36158615624	3524.38680617672	4394.00818962533	4041.87369862837	4493.05380706333	4228.29249709884	4202.13930672608	4920.95751060461	4017.55984046944	3790.85025738295	4576.61045928362	4267.92083503697	4209.40090041505	4418.32451911791	4226.59460301386
"ENSG00000066777"	3137.47829853227	3287.0413879748	2510.29002513831	2904.73856300894	3138.55368665756	3213.53290622223	2971.03643640651	3806.19439645988	2964.08222211901	3157.76273845942	3319.72681514172	3602.91635045424	3134.20805097311	3220.41689918352	3361.08951353036	3013.23607832888	3282.89274521201	2989.76547852929	3368.47510315734	3178.40534394669	3047.42950079537	3110.14719414795	3115.55237776434	3361.43895416912	3130.85092741963	3162.52227847427	3164.67124289621	3194.69923461572	2918.36256664961	3210.42865946301	3400.78480612043	3246.62216980943	3191.25389237845	2983.81235535001
"ENSG00000153002"	46.7469046558862	29.6232499436204	54.0765424916416	116.574559413834	85.3258945275393	63.3943248108823	106.245594235993	19.0151260439294	45.0936441955026	63.6028302412564	56.5741225731547	30.7941568414893	33.2640005409882	237.58361289523	23.8079653871462	47.8472269526703	75.0988536486407	112.575394554214	68.3077959637478	112.639942851732	84.6508194665381	93.4378985366337	73.1306305945286	25.0542033851115	52.2130790860593	141.931379586302	59.2886447060796	231.531451845236	66.4637437539249	10.842712696989	66.8436432005361	119.428659330851	46.1239313597103	46.5333992275962
"ENSG00000105443"	441.377750936972	352.060932022258	687.341316406919	594.637202147632	467.750385663017	572.413462262967	611.872217407287	507.070027838118	621.412413913633	630.139151464299	651.136127728762	456.478089650312	492.492008009631	525.871045615662	795.186043930682	626.570829142111	591.037731312678	599.61210152034	545.336415029261	559.526672643928	530.660513430018	516.942139955921	564.418456639823	424.877532405849	625.590040160747	534.972123056062	543.665685418013	438.061854899671	592.13153526224	478.065059821787	500.869490831414	578.769656757199	347.234879481593	492.573055238458
"ENSG00000133393"	438.116338984236	403.331941540062	297.420983704029	528.328737159946	557.188371493088	550.971264165169	729.638418247183	451.08104559766	575.218924737752	710.231604360696	819.791059173261	598.674637418365	424.1160068976	727.237644350034	672.575022186879	651.633662307795	545.198171293378	838.982940467195	463.8925044571	735.832670150986	654.450959101515	570.335224833998	535.353718839433	494.820516855952	694.240570070195	644.150107353218	457.529352543143	516.326007636089	995.747724604257	445.53692173082	562.219135960674	514.46191711751	529.119816352903	583.369931780109
"ENSG00000289469"	223.950287421222	295.093143669142	214.883103058892	214.967765524594	134.670990157924	183.657088055056	176.649301259844	217.617553613859	279.36062501604	235.566037930579	183.599039294012	232.767597301845	345.576005620266	136.175973244827	204.748502329457	198.224225946777	231.14841967179	186.045652052754	181.2783815961	179.979039121789	141.084699110897	237.841923547795	263.457784577725	281.859788082504	195.31559213674	200.159637878119	238.273232498018	275.011536698801	183.681619101756	145.883770832215	215.181591125013	223.239724749205	341.143039490688	189.538479780697
"ENSG00000167554"	186.987618623545	184.575634264096	156.537359844226	178.605058918443	147.00726406552	188.318435467621	172.809099058543	165.854154938718	184.773956703523	206.120283189257	199.610583418489	207.407703432384	245.784003997302	146.316737209867	157.132571555165	173.161392781092	206.765674980673	210.930739270001	159.509963102158	204.465983219991	212.992384464193	235.414965144246	170.6381380539	222.356055042864	183.712685673172	202.585815306944	208.069583308129	197.834386083722	170.388870350971	173.483403151824	206.940594018098	195.679264903624	209.733348258305	202.023050305174
"ENSG00000273259"	675.112274216404	79.7549036943626	239.075240489363	374.321979769193	563.356508446886	3131.49319176108	2698.38208011414	177.474509743341	233.167135840159	61.2471698619506	627.652529679528	3456.1912502095	60.9840009918117	276.697988188957	27.3791601952181	100.251332662738	112.160625579139	250.035876325675	87.4489915360068	286.49724594897	994.87468469813	661.346164967082	129.384961821089	2120.21196146506	225.289767167626	155.275355444843	973.228696118666	2422.92772846493	628.384486400745	1407.58124830002	304.91689295587	1502.04506158416	118.355748394728	248.55644953277
"ENSG00000100578"	1211.07097178273	1241.89778609793	784.109866128804	1073.7693362522	1065.03164735579	1215.67940519692	1198.1430868059	1452.54435057794	1097.64529041735	1044.73537822212	1157.10092206226	1326.86587567005	1389.69602260129	889.489867790679	1006.4817367416	968.336735946898	1113.80377749023	1043.98865897119	1046.01004038992	1121.50203969768	1140.51050313519	1266.87228665254	994.76409052301	1368.58585991171	932.100152573354	1203.38400469754	1304.35018353375	1272.87948408813	917.199663804164	1268.59738554771	1161.98059207507	1153.86458553499	1147.8767068577	1094.1023623269
"ENSG00000179583"	788.174555244593	483.086845234425	673.110647330171	455.603323947646	389.620650914909	499.696442626955	648.994172019863	737.364332147931	574.119079757374	446.397641878448	586.022514955885	566.0690595862	519.288008445427	512.832920517753	586.866346793153	471.636951390607	502.284540637012	456.226598982868	542.333874547338	541.161464570276	556.146781656503	531.503890377215	474.411526677326	845.579364247512	520.196973116665	402.745453185063	962.04215938167	631.548232498037	338.360877292709	593.392094871579	581.448129210143	608.167480592485	568.281644865865	505.057625762935
"ENSG00000144741"	2654.78932952731	2601.14921620328	2377.94480272456	2422.39795479206	3513.78201801361	2594.50596983361	3095.20297424858	2165.6115772253	2221.68686036378	2378.0391529092	2432.68727064565	2929.97345241817	2425.50003944706	2688.75113130212	2082.00657310593	2523.37161190868	2382.68181121596	2941.18030824799	2656.8730089416	2658.05778185988	2816.23263902655	2866.23787459128	2390.80907712882	2806.07077913249	2572.94450829637	2701.54856699739	3635.62443952375	2783.81243274952	2662.17504527085	2952.17495704382	2628.87807710602	2762.47675852206	3084.21156110969	2555.93207464748
