"hB_RNA_12282_resequenced"	"BM_36_369"	"BM_36_322"	"BM_36_416"	"BM_36_472"	"hB_RNA_12352"	"hB_RNA_11042"	"hB_RNA_12262_resequenced"	"BM_36_448"	"BM_36_350"	"BM_36_412"	"BM_36_487"	"BM_36_510"	"BM_36_286"	"BM_36_521"	"BM_36_458"	"hB_RNA_10952"	"BM_36_419"	"BM_36_341"	"BM_36_400"	"BM_36_528"	"BM_36_450"	"BM_36_344"	"BM_36_367"	"hB_RNA_10972"	"BM_36_351"	"BM_36_430"	"hB_RNA_12382"	"BM_36_428"	"BM_36_417"	"BM_36_358"	"BM_36_531"	"BM_36_527"	"hB_RNA_11072"	"BM_36_354"	"BM_36_370"	"BM_36_482"	"BM_36_435"	"BM_36_538"	"hB_RNA_10842"	"BM_36_413"	"BM_36_499"	"BM_36_467"	"BM_36_414"
"ENSG00000132155"	2024.19902725956	2079.40749961815	1805.82216887177	1993.13667999402	1965.09368745468	1774.41504652284	1848.79340769699	1813.94227090905	1779.69100867986	2064.13043639092	2058.97761737446	1936.00121169696	2164.15754949736	1902.88206711038	1721.38177150142	1804.3342076772	1636.85815323373	1883.13965885544	1782.84788964873	1872.54352021278	1596.90669324367	1869.08720024718	1782.40550032639	1925.15516196135	1714.86235344453	1954.34531833058	1520.63732863785	1573.71559338882	1534.11782023763	1842.74951602113	1991.11294696937	1763.1150105265	2006.28945377403	1663.2296908389	1919.82528695962	1996.32012781591	1851.807728288	1514.87611647818	2071.7929906474	1623.32401683417	1839.45214118131	1846.84069754054	2076.43790379656	1894.90614125713
"ENSG00000236304"	306.918264061016	27.6595771920704	37.8465724015042	26.1785116178319	53.8177046393065	122.59023350645	111.922470869549	396.323521375087	17.4765074502114	68.602575598525	30.2930040257391	54.1538800474674	53.4760008486807	71.6290426450662	19.0590835294571	41.9612606436557	108.54239974078	18.7097829990605	25.096938349143	15.8103938382082	13.163579130293	25.4189504496004	28.2107345375399	28.3528006179874	77.8499933467885	27.8830071357151	44.2747766411231	93.2111901316179	23.8273974469405	11.6200705161606	24.8113762862227	15.2058215655584	61.230395537297	98.3400588413743	16.6699735481298	52.0698310003217	76.6523138413005	58.3649797608041	83.2045377770038	136.877912662052	21.8852128635492	51.9721321939668	43.9790176295792	54.7344350449777
"ENSG00000148297"	457.454365005229	252.887562898929	314.486994479165	183.249581324823	290.017630556263	352.054003915958	487.760891567292	460.067863973877	262.875799563597	234.055846159674	207.317746301152	273.47709423971	275.482428614416	318.5607422899	180.194971551231	264.200529978573	373.114499108931	203.93663468976	203.671307371891	230.238860268907	218.021779345478	220.827132030904	259.02583529923	270.296699224813	445.474961928845	201.518097026304	255.183712640655	358.863082006729	227.276714109279	240.148124000652	271.152897985148	228.087323483376	250.487981743488	524.836618381683	233.379629673817	225.945873804967	286.978784747308	240.428871850476	272.910883908573	136.877912662052	192.589873199233	234.972597665681	311.779821409696	169.676748639431
"ENSG00000285777"	131.536398883293	175.835883578162	118.045261538025	158.261002053257	116.605026718497	174.45533229764	92.5778462748118	145.50339071463	127.432866824458	112.992477456394	96.5589503320435	188.861656665543	112.62369875707	109.328538774048	181.061293529843	128.992023460127	102.727628326095	138.452394193048	145.755295796946	110.672756867457	90.4996065207646	108.030539410802	169.26440722524	141.764003089937	70.2812439936285	115.33425678864	114.309423327991	118.067507500049	107.223288511232	130.725793306806	112.537313869653	115.564243898244	167.787187771035	102.615713573608	134.285898026601	128.314940679364	104.695843295435	100.178696604365	88.1968100436241	201.714818659867	136.782580397182	120.048305349445	159.423938907225	126.983889304348
"ENSG00000136807"	835.986890680482	603.571488012679	645.193948558975	430.755509347962	527.7124927132	678.96129326649	968.612988636464	739.988672777261	444.922752169965	657.777636621152	422.208743608739	555.077270486541	534.760008486807	683.303367337803	351.726723316345	598.336494363239	810.191483779394	473.357509876232	583.021183187783	565.221579715943	529.011336298652	471.839267720708	538.568568443944	563.275638944017	1007.72491387787	527.242316748067	441.942770472302	778.313437599009	405.065756597989	472.549534323863	645.09578344179	528.402299403154	555.049559545887	1031.50170415137	531.586934257028	571.838322592819	529.087922368001	502.635721223641	525.852678750664	432.246039985429	427.855911482387	447.25313761287	621.203624017807	503.556802413795
"ENSG00000185716"	1717.28076319854	2179.17954591812	2027.49495008058	3595.9755504131	2509.99794692766	1436.50606954994	1337.54261483609	1313.68775616637	2507.15063129491	2429.33826531247	2697.02401466659	2009.78587326163	3101.60804922348	2361.87343248074	2401.4445247116	2299.32167119588	1846.18992416237	3242.40539373719	2927.65438511349	2828.08419780949	2061.74558128215	2539.51201835539	2863.3895555603	2506.38757463009	1375.34988245993	3443.55138126081	2022.95479452986	1626.53526779673	2371.74248433393	3634.17705392922	2216.18757470868	1959.2701087222	2242.46383656075	1691.02144659842	2512.53545755979	2159.96816810263	2940.83145542355	2290.17211628588	2278.97228971213	3088.15781900701	2882.28253412943	2573.71854639419	2425.91402603161	3289.53954620316
"ENSG00000179240"	442.839209573752	638.145959502767	575.808565822885	660.412452177124	738.498502550484	518.650987911902	451.835160177067	430.967185830951	684.496541799947	555.882634629225	567.047169106805	654.585025073762	690.326556410242	684.245854741027	857.658758825571	731.213819734816	734.599455388493	535.099793773131	712.366942371828	652.178745826088	737.16043129641	701.404163968662	688.598383939043	580.287319314809	618.474947143931	730.027823189631	681.026564334367	638.496652401582	680.913703964492	615.86373735651	675.223883217917	713.153031424689	788.838342506475	512.009654184982	666.798941925192	578.347051467859	701.088236353358	718.673258248707	553.310176217075	725.212800419997	654.367864620121	723.949841406102	709.946998877494	701.695457276614
"ENSG00000267855"	125.690336710702	87.9179417890809	127.957459071752	89.2449259698816	120.342367318449	144.593608751197	139.55764886203	162.132349653445	130.34561806616	112.992477456394	95.6122939562392	109.661607096121	89.9369105182357	85.7663536934346	112.621857219519	104.903151609139	153.122313920029	103.839295644786	99.4224865369895	91.8979141845852	131.63579130293	120.740014635602	129.512917649615	105.850455640486	229.224980409988	126.740941525978	138.459301495876	125.835106677684	150.295891588394	111.359009113205	143.551534227431	120.886281446189	110.532791943952	188.128808218281	92.6109641562767	100.420388357763	115.913255077089	128.925626934313	140.615668843136	67.2382728866222	96.2949365996164	100.284255078499	98.9527896665533	84.2910299692657
"ENSG00000173391"	322.994935035641	292.401244601887	204.551712741463	127.322761050364	109.877813638584	231.035440069847	55.2703559849623	228.648185408704	179.134201364667	87.7709423098776	582.193671119674	273.47709423971	101.280304637653	269.551397322223	119.552433048413	121.221419637228	119.202814001035	222.64641768882	126.449958605297	96.8386622590253	132.458514998574	297.083983379705	388.538752948845	92.6191486854256	153.537486878388	348.537589196439	152.949228396607	79.2295116118752	131.050685958173	91.9922249196044	133.804207829272	138.372976246581	131.207990437065	289.675608108831	153.734200499419	141.332398429445	193.500353233527	151.574723557909	3274.0985615251	206.517552437483	250.585687287638	111.264283006802	107.591525272364	180.623635648426
"ENSG00000287068"	36.5378885786924	31.6109453623662	38.7476812682066	33.3181056954225	59.0499814792391	25.1467145654256	40.0710080890977	24.9434384082223	64.8087151278673	38.3367334227052	24.6130657709131	48.7384920427207	59.9579403454905	54.6642693870242	51.9793187167013	50.5089248488449	46.5181713174771	29.0001636485438	37.6454075237145	45.4548822848486	51.8315928255289	60.370007317801	42.3161018063099	41.5841075730482	62.7124946404685	57.0334236866899	48.2997563357707	35.7309562171202	65.0671237974145	48.4169604840023	48.7366319907946	55.5012487142882	66.0015951895539	38.480892590103	38.8966049456362	37.1927364288012	50.4783530174418	50.5249078526363	49.9227226662023	33.6191364433111	31.7335586521463	53.4361359177406	51.8324136348613	28.4619062233884
"ENSG00000284642"	102.306088020339	105.699098555412	139.671874338884	85.6751289310863	130.059452878324	116.303554865093	227.99021843797	101.159500211124	90.2952884927589	128.125398544304	72.8925409369348	103.569295590781	130.449032373297	164.935295564297	94.4290956686739	94.8013666393704	162.81359961117	85.1295126457254	100.387753396572	84.9808668803691	111.067698911848	111.207908217002	60.268387421108	59.5408812977736	161.106236231548	143.217263924355	96.5995126715414	183.315340592182	69.6493156141338	69.7204230969634	86.8398170017794	114.043661741688	98.6047928133094	154.99248404347	127.803130535662	67.8767439825623	100.021921719746	129.796746035221	94.8531730657844	67.2382728866222	72.2212024497123	109.068277421142	150.785203301415	105.090115286357
"ENSG00000180316"	52.614559553317	55.3191543841408	44.1543344684215	33.3181056954225	70.2620032790946	39.2917415084774	58.0338737842104	51.2726233946791	26.9429489857426	46.4076246695905	59.6393516756739	37.9077160332272	133.690002121702	62.2041686128207	37.2518450803026	48.1777437019751	58.1477141468464	38.3550551480741	41.5064749620442	48.4193311295126	39.4907373908791	46.8661898914508	32.0576528835681	39.6939208651824	27.0312476898571	50.6963766103911	45.0797725800527	63.6943132566056	50.4041099839126	30.9868547097615	66.4590436238107	44.8571736183973	57.2543958270829	25.653928393402	46.3054820781383	28.824370732321	43.0000784963393	40.0714786417461	52.4188587995124	38.421870220927	44.8646863702758	36.6000930943429	72.2512432485945	53.6397463440782
"ENSG00000008441"	5039.30559277325	2022.11266114886	2175.27680421979	1582.61002053257	3507.12041899481	3787.72388141723	4633.03759043946	4401.13113247299	1370.44945922074	1600.05418969501	981.682661709109	2936.49414557392	2814.78222648965	2548.4859383192	1208.5191601633	2779.54498745105	3421.0238489728	1476.20187862588	2008.72033479102	1903.17615827431	2243.56751801932	1743.58113240228	1146.3816671164	1661.47411621406	3788.69967621037	1607.0751385494	1709.00637834735	3423.95771750143	1544.19864223441	1679.1001895852	1762.49383690346	2209.40587347564	3601.46053751192	2890.34259898996	1693.8545344183	2066.05650861991	2276.19980736057	2108.97934329711	1783.07324456119	2077.18235881887	1251.83417579501	2504.17836951494	2907.3272011554	2368.90634874664
"ENSG00000184845"	134.459429969588	199.544092599937	173.012902406876	240.366333945548	226.482840357082	51.8650987911902	118.831265367669	84.5305412723088	209.718089402537	164.444409155288	214.890997307587	121.169306606208	256.846852561088	214.887127935199	282.42096502741	163.959740663173	294.615085010689	181.484895090887	334.947600275101	319.172325608828	215.553608258549	219.238447627804	646.282282132733	291.088753011338	413.037464701017	217.994419424682	222.983875083475	229.920935657991	255.686303372939	337.950384178336	289.761430199815	212.881501917818	166.196787886949	396.566976414673	211.152998276311	126.455303857924	290.717922007859	217.779775226881	197.194754531499	228.129854436754	252.774208573993	241.560614422663	681.674773258478	251.778401206897
"ENSG00000231295"	93.5369947614525	118.541045108873	117.144152671322	434.325306386757	139.776538438199	139.87859977018	143.702925560902	105.316739945827	195.154333194027	135.187428385329	157.144958383522	74.4615850652677	128.018305061993	177.187631806216	224.377392460427	127.437902695547	230.652599449157	372.324681681305	374.52354151798	266.800396019763	220.489950432408	208.117656806103	356.481100065277	240.05371189896	204.35623253532	195.181049950006	215.738911633109	155.351983552696	274.93150900316	378.620630984898	163.046187023749	153.57879781214	97.0143929292238	303.57148598859	185.221928312553	122.736030215044	203.782980700043	155.059199961539	192.202482264879	271.354458435297	323.901150380528	156.648398443787	190.052183327825	245.2102690015
"ENSG00000198879"	4730.92581316909	6347.87296558016	3386.36712106792	3767.32580827527	3495.16092907496	5010.48287716104	2415.31455654285	4704.60963310637	3812.79137538779	3718.6631420024	4068.72910320709	4675.51061859822	6194.30343163885	3585.22208186621	4121.95997423441	4070.24228243461	3208.78469233681	3094.59810804461	4222.07724381352	3349.82719447036	4693.63868364511	4607.97911119163	3357.07740996725	4581.81257986677	2324.68730132771	4435.93295340922	3190.19890597765	3184.71566283028	2924.35481743028	3578.01337976777	3782.84876306731	5013.3593701646	4632.83486234146	2428.57188790872	3985.04978764459	4082.83264147166	3128.72310276625	2887.75981950844	3002.0197229943	3328.2945078878	4188.82974208332	4989.32469062082	4557.32570186515	3458.12160614169
"ENSG00000141665"	337.610090467118	453.41949754144	276.640422077661	416.476321192781	261.613841996629	331.62229833155	139.55764886203	282.692301959852	374.288534558694	192.692528519386	482.794751660218	437.292581383299	439.961643345964	443.911566918766	517.194221231178	361.333077764813	260.695585091695	294.679082235203	371.627740939233	300.397482925956	355.416636517912	410.674918201357	453.936364831324	378.982434927099	196.78748318216	400.501375222089	412.962916670839	166.226622401385	389.486304421143	400.892432807539	450.149255478611	361.89855326029	423.046369166779	175.30184402158	376.926624116046	586.715417164339	257.065686662898	385.034642601125	305.360653641604	184.905250438211	390.651049614353	551.92940386269	351.046801436106	387.519800118442
