"hB_RNA_4697"	"hB_RNA_4442"	"hB_RNA_4746"	"hB_RNA_16015"	"hB_RNA_4663"	"hB_RNA_16605"	"hB_RNA_4581"	"hB_RNA_16945"	"hB_RNA_16025"	"hB_RNA_4674"	"hB_RNA_16395"	"hB_RNA_16935"	"hB_RNA_16225"	"hB_RNA_16845"	"hB_RNA_16385"	"hB_RNA_4701"	"hB_RNA_16775"	"hB_RNA_4831"	"hB_RNA_4498"	"hB_RNA_17105"	"hB_RNA_4688"	"hB_RNA_16435"	"hB_RNA_16345"	"hB_RNA_4591"	"hB_RNA_16485"	"hB_RNA_17145"	"hB_RNA_9227"	"hB_RNA_16065"	"hB_RNA_16535"	"hB_RNA_16315"	"hB_RNA_16115"	"hB_RNA_16295"	"hB_RNA_4389"	"hB_RNA_17045"
"ENSG00000237990"	123.212533507441	165.179893861274	219.884211114167	177.203734416911	238.477514920265	175.174513671805	161.274416723687	175.375318370164	282.313830384255	172.710180271158	119.547827304065	229.476877088848	251.83319292396	233.946843752118	267.558609086774	261.976884071946	285.584945437163	362.677661088646	227.308242909839	212.477457416437	276.673490508797	196.820876691286	156.974598138223	161.606773866314	290.221676069556	213.556989083316	213.406357370114	304.626699876212	256.349631603125	313.394221417404	185.683435518679	266.682305765049	201.475991989266	243.92821107434
"ENSG00000231329"	417.242443013834	374.407759418888	453.188585347979	550.597317652544	397.112337620529	393.099950323039	322.548833447374	456.688011796417	518.751663331068	370.607261831859	385.311843387718	413.908293119515	409.091474968179	561.257794873199	484.056414912713	558.803904098416	549.321862261647	565.034199755356	365.238001957071	472.460037425979	528.586318442877	405.348571327035	348.387500970035	326.262732145199	531.574410120526	430.172073475702	489.767590164411	470.053119676538	521.463353175587	450.566772005853	431.532453495926	422.322832337825	617.458761519343	460.476724987274
"ENSG00000225420"	113.878250665968	139.151546949801	140.395552636276	135.434282732925	140.775273124738	142.850645077603	125.682821308804	180.716698625093	156.448914337941	139.427489281403	145.296590108018	145.335355489604	141.862366319611	166.338352209074	159.309706173804	174.250679772624	156.057347233422	177.917343175562	119.171311816809	133.878072762389	133.492267794128	139.750139212028	144.961236035808	109.77063885259	131.979387628423	167.17587689577	137.647100503723	138.191582394175	148.989529478739	133.167512615063	160.787332432376	138.347134731356	138.326800470243	118.230510469705
"ENSG00000179091"	419.109299582129	578.630173647372	721.591847740859	477.184341965538	555.747160320793	850.847637834483	886.45317330192	969.460516269587	995.156252104497	749.310313363929	580.266761760502	584.741079396768	1054.62022713571	995.88381193562	1447.06316441206	645.328379571719	1604.26952955958	614.8901585573	548.408721971795	469.005119419207	658.848934596824	576.560783764808	722.403507758556	572.230274759337	1175.18170092312	777.775573606542	690.369566092319	1495.89866197491	775.621962286378	1315.65497425709	852.691530705891	831.903165424077	637.506123906335	703.160404372458
"ENSG00000214517"	800.881467798367	1113.2123755984	1337.88703100451	817.668660238031	1289.03925465711	1005.16804273584	1095.55379636436	1245.43182944091	1479.79499426413	1088.43394858386	957.302217104093	1190.73001778324	1449.41549464532	1531.3859909829	1724.833934151	945.760586076244	1273.42795342473	1259.10735170398	1188.40280395095	1089.16290163466	1217.57866834805	1142.14642570668	1213.34957234392	904.591375729679	1475.04418868341	1240.56733037898	1185.47231519098	1549.3596391055	1419.78257503269	1745.19529690267	1232.35710277202	1286.9924244088	1073.5362558234	1476.01458333758
"ENSG00000260455"	31.7365616610075	47.0512424938174	61.939214398357	43.0351926441069	37.8202226305265	49.0071556105646	38.9283074850279	44.5115021244071	62.3443042098562	43.1775450677895	53.3367229510446	59.4940051711828	72.5807455588705	64.389039564803	79.6548530869022	37.2535936065611	43.6960572253583	35.192441507254	52.9650274741372	54.4149586066484	45.2151229625272	38.7788344410341	68.8766093871794	46.75416099277	70.477657877143	51.9876202541725	44.8153350477239	74.6436284464889	59.1576072930288	86.1083164277853	43.5681804010309	55.5208895961364	40.0947247739833	48.5367358770369
"ENSG00000269179"	160.549664873332	127.13846375989	150.718755036002	191.126884978239	108.207859192895	143.893350516126	133.46848280581	151.339107222984	115.278147406904	164.614390570947	173.80414892668	153.834499085487	125.366742328958	138.436435064326	128.673224217304	152.619560904299	81.1498205613796	157.388418962997	131.309130612965	138.196720270853	124.879863420313	142.676843698144	176.195977502087	141.278877782501	144.279733578679	141.691749320196	116.306464766712	119.026326441699	127.079304555395	109.137284774751	171.160708718336	152.909991018868	167.39547593138	105.785193578157
"ENSG00000224746"	799.948039514219	1758.91559705611	1547.44803971895	964.494611612043	1230.20779723185	1426.42103989899	1271.28729872534	2238.92855685768	2427.89894130459	1083.03675545039	1047.42288691793	1638.63488528629	1871.70346880602	1849.03858616926	2533.63705780262	1516.58177843484	2348.66307586301	1667.73070031598	1157.50653792437	996.743844953528	1383.36745254399	1129.70793164069	1919.73526396592	1052.98501714151	1465.40337699267	1242.09637803351	1465.03464334583	2755.76206642983	1883.18383216142	2643.32506243434	1856.83435518679	1693.84222194115	1254.96488542568	1843.15143163825
"ENSG00000188611"	140.014242622092	166.1809841271	234.336694473784	106.322240650146	179.646057495001	204.37026595044	233.569844910167	366.774777505115	247.024601586223	226.682111605895	205.99010243162	218.4279904142	303.519481428004	285.45807540396	361.51048708671	170.64549329457	344.886737385863	259.055472206176	162.205396639545	161.51741681656	220.692862079002	168.285507951657	225.050316718574	154.492010236979	187.164723513356	227.828100525638	223.009643451769	386.331212094666	242.107985402951	311.391702430712	336.097391665096	209.341059132973	219.518618137559	343.490746206723
"ENSG00000156463"	192.28622653434	823.897288774718	305.566791031894	179.735216337152	325.674139318423	200.199444196349	269.16144032505	112.168985353506	136.451684685723	205.992871260912	154.492576823715	227.777048369671	232.038444135177	284.384924744547	213.434157630289	174.250679772624	179.465949318436	298.158184992013	214.066986041304	264.301227518006	346.649276046042	294.865476976165	566.22980042716	286.623334781764	220.076459974852	296.63524497969	235.814024893976	183.582978071094	340.703997557999	149.187664508605	70.5389587445263	182.945882111859	188.445206437722	151.832866076885
"ENSG00000100578"	1178.91992287802	1249.36065175073	1193.36219740834	1183.46779771294	1360.47745295922	1237.69135552639	1240.14465273732	1187.56687667918	1293.93838926117	1339.40342929039	1330.6592777614	1185.63053162571	1057.91935193384	1107.49148051461	1029.38579373843	1356.75184457443	1005.00931618324	1491.76849277971	1293.22942082685	1402.69671074916	1323.08062192728	1300.92014407846	1202.13710104833	1148.52612873544	1109.69066978256	1199.28304370655	1256.96344490997	986.506332711705	1322.28207412381	922.159993371979	1514.51293775012	1227.83082074079	1412.33668016356	1189.77229483198
"ENSG00000100348"	395.773592478447	401.437196596187	466.608748467623	367.064878435029	385.556158483423	579.744223818594	607.281596766435	733.549555010229	552.864584502498	401.191356254877	459.799335784867	450.454610581813	549.854133021746	504.38080992429	641.323688956084	382.149766673756	524.352686704299	365.610364547583	408.272086779807	381.768439748232	415.548511036559	370.228117493646	494.950518619498	501.082638465991	527.917550513694	493.882392414639	324.377663202573	686.92312124404	479.833925821234	684.861493448897	586.095760156726	534.274790048067	387.916462188289	507.768929175156
"ENSG00000182197"	5468.02288853477	3747.08086498635	5020.17332698683	5603.43523045474	6064.89292350082	3916.40162709108	4176.45127446513	2632.41023563744	4050.02715838745	5447.56693605277	4533.62145083879	5170.87896373537	4507.70418251228	3455.54512331109	3254.61559984561	5082.11120523054	3594.00070678572	5351.2062447419	6012.63405638695	6240.44564973071	5707.87099874569	6062.66834298884	4274.35423603926	5406.20396349007	4376.92850759653	4162.57739819438	5568.83889557312	2846.54485778367	4998.81781626094	3231.06438502864	3038.36191415761	4932.25738887645	4786.30776989426	3865.51542651479
"ENSG00000134825"	2141.28448383386	1299.41516504202	1107.67961749062	813.871437357669	765.859508268162	2230.34693299995	1725.08014026509	2229.13602639031	1296.29100451437	1751.38917181221	3378.6055193472	1424.45646667003	1256.96654808771	898.227101929002	1029.38579373843	608.074785965158	1401.39497815613	1417.47333848662	1416.81448493317	1420.83503028471	785.881899110591	1340.43065464103	1589.76825155292	1374.16577526576	922.193504486767	1951.57448973752	1379.67210039779	1728.90782644976	921.324958026615	1455.83130332558	4325.69791124521	1219.63921407906	1577.72741985624	2401.94616006875
"ENSG00000166268"	338.834467145463	258.281288583083	345.827280390826	208.847258419931	167.039316618159	95.9289003440839	219.110759272871	190.509229092463	269.374446491643	150.221875548351	196.794115715923	326.367114081917	317.815688886569	74.0473954995235	149.097545521637	526.357225795927	160.739067650425	140.769766029016	540.68465546515	228.8883179486	171.171536929567	388.52002053187	175.395086695259	396.393973634354	140.955315754286	94.8009545811381	208.071198435861	123.061117168536	420.676318528205	184.231746775727	356.844144237015	505.149077473045	185.438102079673	414.429052488546
