"BM_22_135"	"BM_22_172"	"hB_RNA_9191"	"BM_22_167"	"hB_RNA_9186"	"BM_22_72"	"BM_22_2"	"BM_22_6"	"hB_RNA_9211"	"BM_22_134"	"BM_22_123"	"hB_RNA_9152"	"BM_22_63"	"hB_RNA_9210"	"hB_RNA_9223"	"hB_RNA_9160"	"BM_22_163"	"BM_22_211"	"hB_RNA_9205"	"hB_RNA_9171"	"BM_22_64"	"hB_RNA_9218"	"BM_22_160"	"BM_22_18"	"hB_RNA_9179"	"hB_RNA_9224"	"hB_RNA_9222"	"BM_22_41"	"BM_22_37"	"hB_RNA_9177"	"hB_RNA_9148"	"BM_22_92"
"ENSG00000070785"	705.526784033012	1144.41160608406	958.30340500047	930.584337924223	998.585022557854	792.188740760337	613.381616866258	931.601515313096	824.124570917074	876.516876288805	884.995529021406	1064.52793685354	741.087912475375	843.60064211127	751.023380523975	983.114545259807	963.74827670114	686.916037656027	847.090248057643	1001.37331233987	816.293246390904	983.69038360199	634.298521698117	896.153966628182	817.694020940104	653.740046741541	859.64870438095	872.012052356807	1023.29161089849	849.207770949838	937.259519336198	979.848218455237
"ENSG00000181026"	159.227366471291	159.888158343667	111.076076488691	180.279253656907	195.490189601273	119.347212035946	186.875740415522	138.679735204226	226.696880449833	229.054932828085	171.629685476524	172.229993225874	156.018507889553	134.55279058764	269.0233004862	169.710273900825	104.354908942162	143.243154771873	182.392350858139	132.845504752626	130.12199274152	142.457034329377	149.954264927368	143.495728127446	189.009619178986	153.002989662914	187.23855341996	127.834227570631	201.14738598791	204.701634524901	217.179280569275	210.493709657409
"ENSG00000163746"	57.1810984565409	330.435527243578	39.2033211136556	99.5828258295294	36.9846304651057	53.6197619291931	129.650633302635	82.3920779742756	17.5345653386611	97.7301046733162	54.6530283360999	34.8124454392723	82.1150041523961	37.7957276931573	23.4376360272068	91.3824551773671	62.2621725621301	41.2366657676604	31.0255029810236	19.1217014416659	80.0129023690094	14.7369345857976	78.5856575555189	57.3982912509786	37.3976251851469	20.2318002860052	22.3744183332028	28.9148848076428	119.225541512834	32.427981706915	71.6229542302929	217.860989495418
"ENSG00000227954"	257.754797657946	1114.37201269828	117.609963340967	234.363029753979	77.1393721129348	159.994450917754	162.733898352272	194.151629285917	117.732081559582	230.072954751765	148.61788407185	62.2959549965926	668.210846290123	81.6387718172197	108.016931255823	69.2899934861355	243.787098201016	125.880348132858	77.0936740740585	71.4547790714885	127.697359336399	103.158542100583	144.341003673402	150.901959256605	61.6555442241611	88.5141262512725	105.984086841487	200.121439589739	141.900337751471	50.6687214170548	60.0708648383101	1086.14754183223
"ENSG00000074211"	7836.44961616717	6689.13913361413	12031.0636573241	10184.9193589788	10391.6244569671	5780.55626991495	5625.04920073706	7500.12638510386	9041.57336998534	10664.7976724756	8187.40717477117	14837.430693012	4411.62859808748	7253.75605887074	6700.10682082108	17576.561680983	9846.19258489572	10401.4063521849	9813.46060957345	10258.2896207843	7904.30490069608	7509.69624934603	5642.12945470031	8906.91871170428	9734.50076103107	10150.0413059852	5424.03004435432	8905.78452075399	11522.4537144274	14038.2759558092	11960.2632171661	4833.98804228239
"ENSG00000260814"	29.910113038806	29.0705742443031	26.1355474091037	47.2159950053803	27.4742969169357	41.5120737516334	29.5066958550824	28.5517101891054	27.5543169607532	27.4865919393702	38.3530023411227	33.8963284540283	35.9253143166733	34.7720694777047	20.3805530671364	27.1134757119661	32.446484292941	34.7256132780298	42.3075040650321	32.2049708491216	38.794134481944	27.0177134072956	37.689039848055	44.4373867749512	28.3009055455166	30.3477004290077	15.3088125437703	31.9585568926579	54.1269329567466	32.427981706915	33.1159895903505	49.466021769491
"ENSG00000139547"	53.6622616284461	54.265071922699	52.2710948182075	33.480432821997	35.9279267375313	22.4857066154681	43.8129726333041	31.814762782146	47.5938202049374	23.4145042446487	22.0529763461456	28.3996265425643	20.528751038099	39.3075568008836	44.8372167477	12.0504336497627	29.815688269189	40.151490352722	31.9656697380243	33.2113761881566	24.246334051215	15.9650124679474	15.2359948321924	45.363165666096	34.3653853052701	20.2318002860052	49.4592405260273	47.9378353389868	26.3320214384173	29.3878584218918	30.8055717119539	38.9413362866206
"ENSG00000204152"	197.05486237331	202.525000568645	254.821587238761	157.958965108909	189.149967235826	171.237304225488	210.123440180132	230.860970957624	215.42465987498	236.181086293847	179.300285944749	216.203608517586	190.917384654321	213.167904189407	244.566636805636	215.903602891582	210.463681900158	202.927802593487	180.512017344137	221.409174587711	175.381816303788	212.457473611916	202.077405142763	242.554069479942	207.203058458246	201.053515342176	235.520192981082	247.298356907472	182.861259989009	194.56789024149	200.2362161277	194.706681433103
"ENSG00000102032"	93.2491759445128	114.344258694259	167.703095875082	106.450606921221	135.258077129529	55.3494316688445	96.5673682529968	141.127024649007	152.801212236904	109.946367757481	108.347231613672	115.430740140745	191.943822206226	101.292550217661	138.587760856527	259.084323469898	76.2930846888073	56.4291215767985	137.264346522104	183.165771704379	80.0129023690094	169.474747736672	62.5477682584742	83.3201002030334	124.321835074948	106.216951501527	208.435370788258	101.963014848004	85.5790696748561	148.966040966141	180.21259451493	138.92584837389
"ENSG00000103707"	471.524134964706	404.080981995813	474.795777932051	383.737268498273	370.903008378631	500.739389629077	442.600437826235	520.456888589978	368.225872111884	351.21756366973	416.130075401181	471.800247400664	340.777267232444	423.312150163361	383.154397662164	276.155771140395	431.450547895324	403.685254357097	418.374206865318	450.869591887702	538.268615936972	378.247987702139	457.079844965773	551.76421912231	399.244917517109	428.661268559734	295.577842191258	502.966812048735	452.03303469283	361.774670917771	348.873099637878	279.956633844353
"ENSG00000104419"	3902.39004235716	2957.4464197871	3813.61195944505	5170.58068940738	6421.58855246993	2767.47158344222	3221.59470199581	2519.89236497562	6732.02062109312	4842.73029094755	4649.3427088026	3366.72992077173	2535.30075320523	4677.59925930514	5093.10021147738	8503.58934551588	3211.32501299324	4817.0936669117	3961.86271400101	3555.63006281083	3297.50143096524	8648.12444609889	4564.38329393891	2775.48511565216	4501.86547499039	3143.51596943805	8816.69842424681	4224.61685400087	2352.32724849861	5441.82068019168	5549.6237439085	5026.58978661892
"ENSG00000005801"	738.076024692889	565.907178622433	540.13464645481	547.705542062412	486.083714684246	731.650299872538	638.417601228146	702.372070651993	631.244352191801	567.03821148997	723.912919188691	539.592904308721	873.498356671113	503.439092872855	554.351043426109	381.597065575819	703.299470349695	743.345159232826	611.108392050464	540.439667061821	751.636355587664	561.231592142459	837.177821305732	766.544921867908	557.932137897327	555.110020347266	518.144424558381	802.768512422715	582.230251805004	603.971159291293	577.604469599136	577.805233009587
"ENSG00000205060"	1473.51292176471	715.136126409855	838.515479375411	841.303183732231	659.383126006456	1682.9686566808	1334.06030956918	1134.72653922987	985.693065823308	1147.31070798779	1605.07314797599	703.577844667398	1442.14476042646	914.656610174406	792.803514311605	657.752836716214	1085.64182580165	1304.380848756	994.696428906755	696.432494612254	1205.85101348042	704.916704353985	1395.29636884289	1310.90290986106	930.89764312217	1102.63311558728	723.046992451922	1206.81598170846	999.8853696199	912.036985506986	891.821301061066	868.286552336811
"ENSG00000286685"	1296.69137115294	1153.13277835735	1130.36242544374	1077.38315875913	658.326422278882	974.668898293558	926.331421389858	1092.30685552035	1107.18255424117	1101.49972142217	767.060046822454	1015.97373663561	844.758105217774	712.071509739083	797.898652578389	463.941695515864	1298.73630372556	707.534370539858	673.159398012511	1411.98669066617	1133.92022246182	932.111112551699	1300.67282199032	1146.11426723728	689.329199358654	676.500822063297	906.752742977166	1639.77833580185	1042.30918193735	697.201606698673	572.213494549544	648.320625744819
"ENSG00000139160"	355.402519637577	237.409689661808	252.643624954669	253.249427756131	272.629561714208	537.062454161757	491.778264251373	386.671732275313	331.9042724818	250.433393225373	370.106472591834	263.841691750274	316.142765986725	335.626061915236	326.088849074182	239.00026738696	320.080182889824	292.997362033377	318.716530623242	271.729441539463	355.61289941782	300.879081126701	416.985121723161	311.987486315803	312.320707627308	330.031242165459	214.323375612785	334.0430113304	267.708884623909	201.661511239878	269.548752479597	216.808520947131
"ENSG00000278311"	1279.09718701247	953.51483521314	936.52378215955	1070.51537766744	1121.16265495649	1734.85874887034	1487.85278493506	1281.5639059167	994.460348492639	1478.16783318391	1470.83763978206	1083.76639354366	1102.39393074592	1327.38595658368	1130.10166757271	1026.29526583812	1113.703650055	1349.95821618341	1199.65278193291	1185.54548938329	1278.59001563407	1188.77938992101	1567.70367878612	1364.59808554746	1150.22966109992	1175.97339162405	1199.97538323861	1257.03657111121	1171.04350896961	1003.24068405768	1109.77072092314	1025.10436603158
"ENSG00000289258"	358.041647258648	275.201436179402	733.973289738996	174.269945201677	249.38207970757	60.5384408877987	200.287874895104	156.62652446595	705.14002040473	301.334489409392	249.294515217298	275.751212558447	208.366823036705	329.578745484331	378.05925939538	230.966644953785	305.172338755229	266.953152074854	221.879354652169	433.760701124106	126.080937066318	727.022106232682	143.53910920855	270.327436214286	310.299214374057	155.531964698665	803.12385806549	718.306612063548	163.843688950152	249.290109371909	269.548752479597	208.388772560835
"ENSG00000162073"	285.025783075681	194.77284743683	261.355474091037	238.655392936286	219.794375335485	198.91202005991	268.242689591658	244.728944478046	335.661679340085	215.82064782024	262.718066036691	177.726695137338	188.864509550511	266.081922959827	347.488429794675	204.857372045966	263.079602375197	230.057187966948	214.358020596163	201.28106780701	164.875071548262	356.142585823442	276.653590374021	176.82376820866	259.761883042777	227.607753217558	406.272332892367	324.151077054101	123.61421175257	242.196488373522	338.861288831493	238.910360461159
"ENSG00000165716"	306.13880404425	234.502632237378	387.677286568372	254.107900392592	304.330673541441	235.235084592589	278.078254876685	323.042206711021	251.746259505063	300.316467485711	320.247569548375	410.420409389316	261.741575735762	278.176555821637	401.496895422586	337.412142193356	190.29424571806	181.224294294718	255.725357904194	431.747890446036	258.62756321296	243.159420665661	211.70013872099	258.292310629404	307.26697449418	371.759330255345	231.987390086366	263.277635353801	294.040906062326	332.386812495879	328.079338732309	176.814716112223
"ENSG00000259877"	59.820226077612	58.1411484886061	56.6270193863914	61.8100298252252	56.0052975614458	88.2131567222209	89.4142298638859	43.2354468577882	82.6629508822597	51.9191181076992	56.570678453156	49.4703172031764	69.7977535295367	55.9376769858728	98.8456823756114	73.3068047027231	67.523764609634	54.2587707469216	49.8288381210378	65.4163470372782	58.1912017229159	87.1935296326358	82.59512987978	37.0311556457926	64.6877841040379	58.1664258222648	128.35850517469	56.3079335727781	47.5439275971423	37.4948538486205	63.9215613023044	57.8857701557874
"ENSG00000157456"	36.0680774879719	102.716028996537	30.4914719772877	42.0651591866116	39.0980379202546	19.891202005991	38.448118841471	30.1832364856257	42.5839443938913	97.7301046733162	23.9706264632017	27.4835095573202	71.8506286333466	27.2129239390732	43.8181890943432	12.0504336497627	43.8466003958663	72.706752800875	24.4443356820186	42.269024239472	28.2873897264175	79.825062339737	48.113667891134	18.5155778228963	31.3331454253933	39.199113054135	88.3200723679058	76.0918021253759	25.6005763984612	22.2942374235041	16.9430644415747	48.413553221204
"ENSG00000159917"	1154.1784796151	1081.42536188807	1023.64227352323	1041.32730802775	1108.4822102256	1309.3599929161	1190.10339948832	1201.61911738721	1044.5591066031	912.147643617618	1024.02516250798	1080.10192560269	1199.90549817689	1006.87818574571	940.562524048343	1208.05597338871	1200.51991883882	983.168925934219	1115.03777380285	1149.31489717803	1270.50790428366	929.654956787399	1275.01219911505	1373.85587445891	953.134068907933	998.945139121504	1004.49362306432	1222.03434213354	1195.91264032812	1003.24068405768	969.605369633749	987.215498293246
"ENSG00000162909"	1893.13421351501	1954.51160835864	1875.22552660319	2595.162780023	1814.36030024533	1247.09188228865	1380.5557090984	1270.14322184106	1906.25774610302	2007.5392334977	1702.87330394585	2355.33676906235	2328.98680527233	2080.27685223138	2275.48874994578	2100.7922662753	1307.50562380473	1524.6714579885	2000.67485889752	1931.29184560826	1729.57182898667	2357.90953372762	1400.107735632	1675.65979297212	1707.15105237062	1656.47864841667	2607.20853630058	1669.45413863075	2348.67002329883	2031.8157288239	2529.90757684421	2043.89392077344
"ENSG00000104853"	753.031081212292	632.76949938433	1267.57404934153	666.174765894093	1444.51399559427	674.571198464042	636.629316630868	643.637123977261	1531.76952922733	858.192481662558	656.795165091726	1343.94361735296	712.347661022036	1557.18398095808	1817.94533358856	1329.56451269048	731.361294603049	1060.21638039485	1334.09662818401	1438.15322948108	696.67799840491	1404.92109717937	667.97808922191	688.779495011743	1557.56055163004	1727.28994941769	1119.89851762505	894.078674973166	743.148160595332	1222.12956057936	1306.15624058685	612.536695103059
"ENSG00000160294"	1327.48119339877	1133.75239552782	1557.24303312576	1334.92494969757	1380.05506821223	1222.87650593353	1253.58750269168	1175.51469664288	1781.01085082687	1449.66321932086	1318.38445547609	1550.98605601811	1378.50563220835	1697.78408797662	1715.02354059953	1583.62782213965	1324.16733195516	1419.40944273947	1552.21531580818	1723.97234576704	1296.37066060496	1526.5008075122	1309.4936611037	1379.41054780578	1470.63634174024	1451.63167052087	1798.19667341056	1498.24758384865	1419.73482255466	1561.60999407363	1555.68137145367	1238.75548133385
"ENSG00000088827"	29.0304038317823	128.87954581641	87.1184913636791	45.4990497324574	61.288816199318	25.0802112249452	61.6958186060813	93.8127620499177	75.1481371656906	36.6487892524936	23.0118014046736	59.5476040408605	115.987443365259	51.4021896626939	54.0084656279114	40.1681121658757	27.1848922454371	49.9180690871679	54.5296719060414	129.826288735521	25.0545451862555	41.7546479930932	32.8776730589416	26.8475878431997	78.8382368767962	65.7533509295167	117.760096490541	63.9171137853157	35.8408069578457	16.2139908534575	70.0826756446952	124.191288697871
"ENSG00000163950"	474.163262585778	349.815910073113	426.880607682028	443.830353050575	475.516677408502	575.115188434087	519.496675509177	509.036204514336	646.273979624939	664.768316163286	511.05375619546	454.394024681028	460.870460805323	920.703926605311	995.590017329611	895.748901299027	466.527828212017	502.436217116494	711.706235049541	612.900851472345	425.119057031302	734.390573525581	458.683633895477	517.510400149952	514.470032952426	673.971847027547	694.784569294193	389.590026881924	415.460782695028	503.647090885524	579.144748184734	359.944243514169
"ENSG00000125999"	34.3086590739245	174.423445465818	47.9151702500235	85.8472636461461	65.5156311096158	38.0527342723306	76.002095384303	102.786156680779	45.0888822994144	32.5767015577721	38.3530023411227	70.5410078637886	50.2954400433426	78.6151136017671	60.1226315480523	61.2563710529604	50.8620564592049	51.0032445021063	63.9313394760486	50.3202669517524	36.3695010768225	38.0704143466438	58.538295934213	49.9920601218201	42.4513583182749	75.8692510725193	18.8416154384866	40.3286551264492	67.2929436759552	60.8024657004657	53.1396112031205	110.50919757014
"ENSG00000168913"	429.298093027568	458.346053918512	507.465212193431	509.932746058108	637.192347727393	916.724962015237	492.672406550012	360.567311530988	561.106090837157	217.856691667601	559.953834180392	573.489232762749	904.291483228262	789.174794233124	695.995887242707	483.021548794655	370.942239349028	292.997362033377	516.151549593392	792.041001820583	481.693836484137	778.601377282974	483.542362305897	295.323466275196	601.394242842227	561.432457936643	407.449933857272	406.330223349507	251.617093744876	300.972205217305	345.022403173884	383.098551576484
"ENSG00000144895"	597.322551569096	428.306460532732	420.346720829752	497.914129147647	408.944342571312	996.289770039201	654.512162603645	703.187833800253	457.151167757951	681.056666942172	731.583519656916	377.440197920531	508.086588192951	583.566035582348	496.266467184771	552.31154228079	527.91306876623	639.168319398736	521.792550135396	391.491676884634	609.391195820536	477.722296156272	680.808400659546	686.927937229454	482.126140900407	560.167970418768	485.171597541029	564.601171770289	543.463664687334	417.510264476531	451.301625580125	507.289840274355
"ENSG00000173890"	81.8129562532046	219.967345115226	89.2964536477711	133.063258651526	85.5930019335304	60.5384408877987	136.803771691745	123.995998535543	88.9252956460672	111.982411604841	70.953054331077	141.998132712821	119.066756020974	61.9849934167779	63.1797145081227	51.2143430114915	79.8008127204766	90.0695594398899	116.580677868089	103.65974992061	102.642814150143	79.825062339737	87.4064966688934	103.687235808219	114.214368808692	68.2823259652674	77.7216636837571	77.6136381678834	103.133750633801	87.1502008373342	83.1750436222756	192.601744336529
"ENSG00000092200"	40.4666235230905	264.542225623158	26.1355474091037	66.9608656439939	27.4742969169357	26.8098809645965	45.6012572305818	72.6029201951537	20.0395032441842	47.8470304129777	35.4765271655385	32.9802114687843	89.3000670157307	27.2129239390732	33.627912560775	24.1008672995254	36.8311443325276	42.3218411825989	18.8033351400143	39.2498082223669	34.7530788067415	29.4738691715952	36.8871453832027	50.9178390129649	27.290158918891	26.5542378753818	61.2352501750814	29.6758028288966	46.8124825571862	34.4547305635972	22.3340394911666	264.169605620048
