"Node.1" "Node.2" "CN"
"ENSG00000166780" "ENSG00000125651" 0.52
"ENSG00000143164" "ENSG00000285816" -0.53
"ENSG00000138095" "ENSG00000036257" 0.52
"ENSG00000287542" "ENSG00000090661" -0.54
"ENSG00000011260" "ENSG00000101557" 0.53
"ENSG00000138663" "ENSG00000110429" 0.53
"ENSG00000164211" "ENSG00000186908" 0.54
"ENSG00000138138" "ENSG00000206432" 0.53
"ENSG00000157214" "ENSG00000104231" 0.52
"ENSG00000115947" "ENSG00000025156" 0.55
"ENSG00000163138" "ENSG00000140326" -0.53
"ENSG00000163507" "ENSG00000287542" 0.52
"ENSG00000166987" "ENSG00000140497" 0.55
"ENSG00000146267" "ENSG00000110429" 0.54
"ENSG00000138138" "ENSG00000142409" -0.51
"ENSG00000144635" "ENSG00000140326" -0.52
"ENSG00000203668" "ENSG00000113966" 0.52
"ENSG00000115966" "ENSG00000101247" 0.53
"ENSG00000114353" "ENSG00000176087" 0.55
"ENSG00000164190" "ENSG00000047346" 0.52
"ENSG00000014824" "ENSG00000001630" 0.54
"ENSG00000163558" "ENSG00000072818" -0.52
"ENSG00000135637" "ENSG00000185272" -0.52
"ENSG00000204186" "ENSG00000260167" -0.52
"ENSG00000172292" "ENSG00000203321" 0.52
"ENSG00000164038" "ENSG00000261118" -0.53
"ENSG00000142875" "ENSG00000211456" 0.52
"ENSG00000114686" "ENSG00000135317" 0.52
"ENSG00000197724" "ENSG00000167566" 0.55
"ENSG00000067533" "ENSG00000174953" 0.53
"ENSG00000116106" "ENSG00000153933" 0.53
"ENSG00000258048" "ENSG00000101654" 0.53
"ENSG00000143324" "ENSG00000121989" 0.51
"ENSG00000163138" "ENSG00000127995" 0.55
"ENSG00000100629" "ENSG00000149925" -0.51
"ENSG00000004487" "ENSG00000166479" 0.55
"ENSG00000232040" "ENSG00000147654" 0.54
"ENSG00000138378" "ENSG00000157680" 0.52
"ENSG00000246889" "ENSG00000111052" -0.51
"ENSG00000175087" "ENSG00000134265" 0.54
"ENSG00000164403" "ENSG00000076928" 0.51
"ENSG00000177463" "ENSG00000008277" 0.52
"ENSG00000064393" "ENSG00000088888" 0.55
"ENSG00000162409" "ENSG00000213398" -0.53
"ENSG00000164031" "ENSG00000113569" 0.52
"ENSG00000174173" "ENSG00000061794" 0.54
"ENSG00000138138" "ENSG00000261118" -0.53
"ENSG00000061676" "ENSG00000163632" 0.53
"ENSG00000254692" "ENSG00000100075" 0.53
"ENSG00000068366" "ENSG00000285117" 0.52
"ENSG00000145242" "ENSG00000171714" 0.53
"ENSG00000250910" "ENSG00000139116" 0.55
"ENSG00000153048" "ENSG00000142002" 0.54
"ENSG00000163818" "ENSG00000287319" 0.53
"ENSG00000061273" "ENSG00000011304" 0.51
"ENSG00000177054" "ENSG00000150394" 0.52
"ENSG00000163001" "ENSG00000225792" 0.53
"ENSG00000077232" "ENSG00000104427" 0.52
"ENSG00000196776" "ENSG00000164347" 0.54
"ENSG00000106052" "ENSG00000112787" -0.52
"ENSG00000283208" "ENSG00000007168" 0.55
"ENSG00000245864" "ENSG00000175395" 0.55
"ENSG00000143951" "ENSG00000228748" -0.52
"ENSG00000126603" "ENSG00000004897" -0.52
"ENSG00000145920" "ENSG00000272822" 0.51
"ENSG00000164050" "ENSG00000071564" 0.53
"ENSG00000143951" "ENSG00000180116" 0.53
"ENSG00000250349" "ENSG00000128973" -0.5
"ENSG00000116750" "ENSG00000129946" -0.53
"ENSG00000172915" "ENSG00000142227" -0.53
"ENSG00000175893" "ENSG00000254451" 0.54
"ENSG00000198276" "ENSG00000130638" -0.51
"ENSG00000115415" "ENSG00000163624" 0.54
"ENSG00000174428" "ENSG00000197724" 0.54
"ENSG00000155970" "ENSG00000107736" -0.52
"ENSG00000182836" "ENSG00000179335" -0.53
"ENSG00000168538" "ENSG00000129317" 0.51
"ENSG00000164031" "ENSG00000108395" 0.53
"ENSG00000198961" "ENSG00000124767" 0.54
"ENSG00000145362" "ENSG00000130227" 0.53
"ENSG00000066557" "ENSG00000272341" 0.54
"ENSG00000287451" "ENSG00000224531" 0.54
"ENSG00000160714" "ENSG00000167778" 0.52
"ENSG00000189195" "ENSG00000104388" 0.54
"ENSG00000163818" "ENSG00000273432" -0.52
"ENSG00000175054" "ENSG00000129636" 0.54
"ENSG00000267395" "ENSG00000185658" -0.54
"ENSG00000239388" "ENSG00000101557" 0.52
"ENSG00000133135" "ENSG00000240849" -0.52
"ENSG00000162639" "ENSG00000148688" 0.53
"ENSG00000196693" "ENSG00000166987" -0.52
"ENSG00000055813" "ENSG00000204592" -0.51
"ENSG00000176087" "ENSG00000156860" 0.54
"ENSG00000188338" "ENSG00000157540" -0.52
"ENSG00000253197" "ENSG00000185658" 0.54
"ENSG00000157680" "ENSG00000140497" -0.53
"ENSG00000134326" "ENSG00000149313" 0.53
"ENSG00000154001" "ENSG00000104047" 0.53
"ENSG00000163138" "ENSG00000185989" -0.53
"ENSG00000287451" "ENSG00000122126" 0.54
"ENSG00000106524" "ENSG00000267858" -0.51
"ENSG00000008086" "ENSG00000005810" 0.52
"ENSG00000164031" "ENSG00000174405" 0.53
"ENSG00000138430" "ENSG00000166479" 0.55
"ENSG00000120805" "ENSG00000180329" 0.52
"ENSG00000066557" "ENSG00000161860" -0.52
"ENSG00000075391" "ENSG00000128573" 0.52
"ENSG00000115419" "ENSG00000148688" 0.53
"ENSG00000079785" "ENSG00000157349" -0.52
"ENSG00000144366" "ENSG00000154832" -0.54
"ENSG00000255054" "ENSG00000136261" -0.54
"ENSG00000198522" "ENSG00000254433" 0.54
"ENSG00000145242" "ENSG00000140497" -0.52
"ENSG00000266728" "ENSG00000088888" 0.54
"ENSG00000034533" "ENSG00000109066" -0.54
"ENSG00000186377" "ENSG00000165458" -0.53
"ENSG00000118402" "ENSG00000153933" 0.55
"ENSG00000129636" "ENSG00000167525" -0.53
"ENSG00000164187" "ENSG00000224531" 0.52
"ENSG00000227028" "ENSG00000104093" 0.54
"ENSG00000077254" "ENSG00000138443" 0.52
"ENSG00000124733" "ENSG00000176396" 0.51
"ENSG00000061676" "ENSG00000109158" 0.55
"ENSG00000161847" "ENSG00000249115" 0.54
"ENSG00000172292" "ENSG00000087077" -0.52
"ENSG00000134121" "ENSG00000087470" 0.55
"ENSG00000115840" "ENSG00000120251" 0.54
"ENSG00000164885" "ENSG00000176396" 0.51
"ENSG00000115947" "ENSG00000119004" -0.54
"ENSG00000254692" "ENSG00000197971" 0.54
"ENSG00000106089" "ENSG00000146701" 0.51
"ENSG00000104231" "ENSG00000157540" 0.52
"ENSG00000164031" "ENSG00000187522" 0.52
"ENSG00000122678" "ENSG00000140497" 0.52
"ENSG00000112290" "ENSG00000169871" -0.53
"ENSG00000134121" "ENSG00000258048" 0.53
"ENSG00000239791" "ENSG00000104936" 0.54
"ENSG00000134121" "ENSG00000156858" -0.53
"ENSG00000189195" "ENSG00000146352" 0.53
"ENSG00000145864" "ENSG00000140931" -0.52
"ENSG00000147650" "ENSG00000261777" -0.53
"ENSG00000166479" "ENSG00000132664" 0.53
"ENSG00000165704" "ENSG00000157540" 0.52
"ENSG00000158805" "ENSG00000105397" 0.54
"ENSG00000138138" "ENSG00000171862" 0.54
"ENSG00000115419" "ENSG00000138769" 0.54
"ENSG00000287451" "ENSG00000284981" -0.51
"ENSG00000227345" "ENSG00000133114" 0.53
"ENSG00000164024" "ENSG00000267080" -0.52
"ENSG00000137727" "ENSG00000262721" -0.52
"ENSG00000006715" "ENSG00000182979" -0.53
"ENSG00000164713" "ENSG00000275854" -0.52
"ENSG00000092929" "ENSG00000079805" 0.53
"ENSG00000073910" "ENSG00000091157" 0.53
"ENSG00000198919" "ENSG00000185453" -0.55
"ENSG00000114405" "ENSG00000284697" 0.55
"ENSG00000239779" "ENSG00000162244" 0.52
"ENSG00000170899" "ENSG00000103335" -0.51
"ENSG00000106052" "ENSG00000104129" -0.53
"ENSG00000204116" "ENSG00000180773" 0.53
"ENSG00000227028" "ENSG00000134815" -0.52
"ENSG00000081307" "ENSG00000164070" 0.53
"ENSG00000168438" "ENSG00000180773" 0.53
"ENSG00000142875" "ENSG00000135018" 0.54
"ENSG00000057663" "ENSG00000133884" -0.54
"ENSG00000198689" "ENSG00000259712" 0.55
"ENSG00000004766" "ENSG00000257434" 0.53
"ENSG00000077254" "ENSG00000106524" 0.55
"ENSG00000142327" "ENSG00000164849" 0.53
"ENSG00000145730" "ENSG00000107957" -0.52
"ENSG00000134121" "ENSG00000273154" -0.52
"ENSG00000169629" "ENSG00000249309" 0.53
"ENSG00000146267" "ENSG00000101654" 0.54
"ENSG00000117598" "ENSG00000173511" -0.52
"ENSG00000198586" "ENSG00000149054" 0.52
"ENSG00000145428" "ENSG00000173848" -0.51
"ENSG00000109158" "ENSG00000139131" 0.53
"ENSG00000158195" "ENSG00000099331" 0.51
"ENSG00000105229" "ENSG00000099331" 0.55
"ENSG00000138078" "ENSG00000140740" 0.53
"ENSG00000113966" "ENSG00000130304" -0.53
"ENSG00000117318" "ENSG00000166342" -0.53
"ENSG00000139163" "ENSG00000198718" 0.52
"ENSG00000077264" "ENSG00000130283" -0.52
"ENSG00000250571" "ENSG00000091039" -0.53
"ENSG00000138079" "ENSG00000156735" 0.55
"ENSG00000263956" "ENSG00000146223" -0.52
"ENSG00000153165" "ENSG00000197724" -0.54
"ENSG00000077264" "ENSG00000131634" -0.52
"ENSG00000272758" "ENSG00000138686" 0.52
"ENSG00000238158" "ENSG00000084234" 0.53
"ENSG00000127418" "ENSG00000088888" 0.55
"ENSG00000165629" "ENSG00000103769" 0.53
"ENSG00000165678" "ENSG00000166847" 0.53
"ENSG00000151458" "ENSG00000111530" 0.53
"ENSG00000153253" "ENSG00000107643" 0.54
"ENSG00000164187" "ENSG00000133641" 0.52
"ENSG00000113360" "ENSG00000172915" 0.54
"ENSG00000237181" "ENSG00000256500" 0.53
"ENSG00000204271" "ENSG00000147650" 0.54
"ENSG00000145730" "ENSG00000103550" -0.52
"ENSG00000138663" "ENSG00000123545" 0.53
"ENSG00000120251" "ENSG00000169891" 0.54
"ENSG00000174953" "ENSG00000178386" 0.53
"ENSG00000164815" "ENSG00000077150" -0.51
"ENSG00000183054" "ENSG00000072133" 0.53
"ENSG00000198168" "ENSG00000139505" 0.54
"ENSG00000196358" "ENSG00000071564" 0.54
"ENSG00000119844" "ENSG00000164024" 0.53
"ENSG00000164506" "ENSG00000104723" 0.55
"ENSG00000100731" "ENSG00000153339" 0.53
"ENSG00000077254" "ENSG00000180228" 0.54
"ENSG00000145863" "ENSG00000171714" 0.52
"ENSG00000129636" "ENSG00000130158" -0.51
"ENSG00000138814" "ENSG00000197256" -0.52
"ENSG00000086300" "ENSG00000077454" -0.53
"ENSG00000142327" "ENSG00000287533" 0.52
"ENSG00000168393" "ENSG00000177042" 0.51
"ENSG00000138095" "ENSG00000287799" 0.54
"ENSG00000168056" "ENSG00000101247" -0.53
"ENSG00000285043" "ENSG00000198356" 0.53
"ENSG00000119787" "ENSG00000105323" -0.54
"ENSG00000114120" "ENSG00000177732" -0.53
"ENSG00000144290" "ENSG00000223802" -0.55
"ENSG00000134480" "ENSG00000185658" 0.54
"ENSG00000138430" "ENSG00000246214" -0.53
"ENSG00000164506" "ENSG00000141858" -0.53
"ENSG00000110429" "ENSG00000271717" -0.52
"ENSG00000147654" "ENSG00000254530" 0.53
"ENSG00000143321" "ENSG00000254692" 0.52
"ENSG00000135655" "ENSG00000092108" 0.55
"ENSG00000241472" "ENSG00000259678" 0.51
"ENSG00000138095" "ENSG00000163558" 0.53
"ENSG00000120251" "ENSG00000091129" 0.54
"ENSG00000065609" "ENSG00000175395" 0.53
"ENSG00000151229" "ENSG00000139220" 0.54
"ENSG00000013392" "ENSG00000107758" 0.54
"ENSG00000138430" "ENSG00000157353" -0.55
"ENSG00000082701" "ENSG00000135655" 0.53
"ENSG00000117155" "ENSG00000188026" -0.52
"ENSG00000255054" "ENSG00000081189" -0.53
"ENSG00000227028" "ENSG00000196358" -0.52
"ENSG00000186908" "ENSG00000100478" 0.52
"ENSG00000231533" "ENSG00000150394" 0.52
"ENSG00000232119" "ENSG00000256514" -0.53
"ENSG00000164885" "ENSG00000167778" 0.53
"ENSG00000256235" "ENSG00000149970" -0.51
"ENSG00000138641" "ENSG00000204116" 0.55
"ENSG00000285830" "ENSG00000100519" 0.53
"ENSG00000213047" "ENSG00000120251" 0.53
"ENSG00000115947" "ENSG00000049130" 0.54
"ENSG00000182010" "ENSG00000101746" 0.54
"ENSG00000111371" "ENSG00000103148" -0.51
"ENSG00000184905" "ENSG00000254528" 0.52
"ENSG00000087266" "ENSG00000184613" -0.52
"ENSG00000143164" "ENSG00000140987" -0.52
"ENSG00000145362" "ENSG00000253766" 0.54
"ENSG00000091157" "ENSG00000093010" -0.55
"ENSG00000272822" "ENSG00000267062" 0.53
"ENSG00000164031" "ENSG00000138138" 0.55
"ENSG00000077454" "ENSG00000167302" 0.54
"ENSG00000115419" "ENSG00000287799" 0.53
"ENSG00000133302" "ENSG00000164713" -0.52
"ENSG00000115282" "ENSG00000266929" 0.52
"ENSG00000118246" "ENSG00000151458" 0.53
"ENSG00000117009" "ENSG00000145216" 0.52
"ENSG00000054277" "ENSG00000090661" -0.52
"ENSG00000164038" "ENSG00000113597" 0.55
"ENSG00000143951" "ENSG00000161791" -0.52
"ENSG00000179083" "ENSG00000088881" -0.52
"ENSG00000028310" "ENSG00000197724" 0.53
"ENSG00000115419" "ENSG00000142347" -0.54
"ENSG00000197724" "ENSG00000107738" 0.52
"ENSG00000153558" "ENSG00000151229" 0.54
"ENSG00000142327" "ENSG00000168071" 0.54
"ENSG00000229325" "ENSG00000107643" 0.53
"ENSG00000204116" "ENSG00000130669" -0.53
"ENSG00000169891" "ENSG00000139496" 0.52
"ENSG00000055130" "ENSG00000188352" 0.52
"ENSG00000078061" "ENSG00000167969" 0.54
"ENSG00000186106" "ENSG00000268746" -0.53
"ENSG00000115947" "ENSG00000188026" -0.54
"ENSG00000164347" "ENSG00000117906" 0.53
"ENSG00000138430" "ENSG00000272762" -0.54
"ENSG00000070087" "ENSG00000103035" 0.53
"ENSG00000086300" "ENSG00000148925" 0.54
"ENSG00000287378" "ENSG00000166484" -0.53
"ENSG00000111605" "ENSG00000153339" 0.52
"ENSG00000149499" "ENSG00000167716" 0.54
"ENSG00000144362" "ENSG00000112237" 0.53
"ENSG00000161847" "ENSG00000173638" 0.54
"ENSG00000138641" "ENSG00000175395" 0.55
"ENSG00000197930" "ENSG00000079805" -0.52
"ENSG00000164506" "ENSG00000041353" 0.53
"ENSG00000133103" "ENSG00000071564" -0.53
"ENSG00000097046" "ENSG00000254692" -0.53
"ENSG00000187144" "ENSG00000266844" 0.54
"ENSG00000111667" "ENSG00000092096" 0.52
"ENSG00000134014" "ENSG00000256514" -0.52
"ENSG00000119801" "ENSG00000139116" 0.52
"ENSG00000087152" "ENSG00000267750" 0.53
"ENSG00000075945" "ENSG00000235837" 0.52
"ENSG00000138757" "ENSG00000070718" 0.53
"ENSG00000112367" "ENSG00000105323" -0.54
"ENSG00000196950" "ENSG00000204186" 0.54
"ENSG00000115977" "ENSG00000145730" 0.52
"ENSG00000119844" "ENSG00000134108" 0.54
"ENSG00000104388" "ENSG00000091164" 0.54
"ENSG00000081189" "ENSG00000185658" 0.54
"ENSG00000254530" "ENSG00000107957" -0.51
"ENSG00000115415" "ENSG00000072041" 0.55
"ENSG00000186377" "ENSG00000173801" -0.51
"ENSG00000047249" "ENSG00000107758" 0.53
"ENSG00000172292" "ENSG00000104529" -0.52
"ENSG00000162639" "ENSG00000125863" 0.52
"ENSG00000148925" "ENSG00000157637" -0.54
"ENSG00000140497" "ENSG00000179134" 0.53
"ENSG00000283228" "ENSG00000130669" -0.53
"ENSG00000229956" "ENSG00000197930" 0.52
"ENSG00000133943" "ENSG00000118276" -0.52
"ENSG00000061273" "ENSG00000026036" 0.53
"ENSG00000164830" "ENSG00000179364" -0.53
"ENSG00000110801" "ENSG00000125520" 0.51
"ENSG00000109738" "ENSG00000142002" -0.56
"ENSG00000111731" "ENSG00000161714" -0.54
"ENSG00000109670" "ENSG00000110435" 0.51
"ENSG00000136003" "ENSG00000069345" 0.53
"ENSG00000167716" "ENSG00000142002" 0.53
"ENSG00000186908" "ENSG00000091157" 0.55
"ENSG00000237481" "ENSG00000163818" 0.52
"ENSG00000149970" "ENSG00000078804" -0.51
"ENSG00000167566" "ENSG00000129636" -0.53
"ENSG00000085382" "ENSG00000068305" 0.53
"ENSG00000145147" "ENSG00000072657" 0.53
"ENSG00000113558" "ENSG00000015479" 0.54
"ENSG00000184388" "ENSG00000158941" 0.54
"ENSG00000255082" "ENSG00000089159" -0.53
"ENSG00000147654" "ENSG00000110768" 0.52
"ENSG00000117598" "ENSG00000151090" 0.53
"ENSG00000149499" "ENSG00000249115" 0.52
"ENSG00000146701" "ENSG00000100028" 0.52
"ENSG00000214783" "ENSG00000104643" -0.53
"ENSG00000162639" "ENSG00000004897" 0.53
"ENSG00000214783" "ENSG00000101654" -0.53
"ENSG00000113456" "ENSG00000198791" 0.54
"ENSG00000106537" "ENSG00000165832" 0.51
"ENSG00000144290" "ENSG00000088888" -0.55
"ENSG00000196950" "ENSG00000163655" 0.53
"ENSG00000175395" "ENSG00000283208" 0.55
"ENSG00000168438" "ENSG00000091039" 0.53
"ENSG00000152503" "ENSG00000133997" 0.53
"ENSG00000164129" "ENSG00000269439" -0.54
"ENSG00000285982" "ENSG00000105397" -0.52
"ENSG00000172209" "ENSG00000259678" 0.54
"ENSG00000104093" "ENSG00000154265" 0.52
"ENSG00000139973" "ENSG00000141431" 0.53
"ENSG00000198919" "ENSG00000142347" -0.53
"ENSG00000283228" "ENSG00000082397" 0.52
"ENSG00000075790" "ENSG00000111711" 0.52
"ENSG00000164024" "ENSG00000109670" 0.52
"ENSG00000113966" "ENSG00000169891" 0.55
"ENSG00000111731" "ENSG00000176046" -0.53
"ENSG00000233912" "ENSG00000214021" -0.5
"ENSG00000198780" "ENSG00000134987" 0.54
"ENSG00000232119" "ENSG00000198791" 0.53
"ENSG00000196950" "ENSG00000166503" 0.51
"ENSG00000177565" "ENSG00000155970" 0.53
"ENSG00000139112" "ENSG00000069345" 0.55
"ENSG00000138430" "ENSG00000168438" 0.55
"ENSG00000114354" "ENSG00000120251" 0.53
"ENSG00000115840" "ENSG00000188603" -0.52
"ENSG00000115840" "ENSG00000145864" 0.54
"ENSG00000117533" "ENSG00000163281" 0.53
"ENSG00000146267" "ENSG00000171045" -0.51
"ENSG00000204186" "ENSG00000123570" 0.54
"ENSG00000109436" "ENSG00000106052" 0.54
"ENSG00000115947" "ENSG00000107643" 0.54
"ENSG00000115282" "ENSG00000114446" -0.53
"ENSG00000188419" "ENSG00000257950" -0.53
"ENSG00000152932" "ENSG00000130669" -0.53
"ENSG00000235978" "ENSG00000138641" 0.54
"ENSG00000066557" "ENSG00000250166" 0.54
"ENSG00000257002" "ENSG00000156515" 0.52
"ENSG00000138095" "ENSG00000175482" -0.53
"ENSG00000040341" "ENSG00000184613" 0.55
"ENSG00000227028" "ENSG00000129682" 0.53
"ENSG00000197323" "ENSG00000188419" 0.55
"ENSG00000198919" "ENSG00000128881" 0.53
"ENSG00000106443" "ENSG00000105698" -0.54
"ENSG00000077254" "ENSG00000168056" -0.52
"ENSG00000272341" "ENSG00000106443" 0.54
"ENSG00000110047" "ENSG00000101746" -0.54
"ENSG00000104427" "ENSG00000135655" 0.55
"ENSG00000235079" "ENSG00000091157" 0.53
"ENSG00000070087" "ENSG00000171045" -0.53
"ENSG00000187144" "ENSG00000021300" 0.54
"ENSG00000087470" "ENSG00000263033" -0.53
"ENSG00000225855" "ENSG00000272540" 0.52
"ENSG00000116750" "ENSG00000164252" 0.53
"ENSG00000091844" "ENSG00000133103" 0.54
"ENSG00000102606" "ENSG00000130283" -0.52
"ENSG00000066336" "ENSG00000071564" 0.52
"ENSG00000115419" "ENSG00000157349" -0.51
"ENSG00000254433" "ENSG00000141425" 0.53
"ENSG00000149054" "ENSG00000078043" 0.54
"ENSG00000112237" "ENSG00000287799" 0.53
"ENSG00000239779" "ENSG00000131408" 0.53
"ENSG00000287451" "ENSG00000235978" 0.54
"ENSG00000167723" "ENSG00000088888" 0.52
"ENSG00000145495" "ENSG00000004897" 0.54
"ENSG00000074803" "ENSG00000269179" -0.52
"ENSG00000109158" "ENSG00000102471" 0.53
"ENSG00000205089" "ENSG00000105568" 0.52
"ENSG00000183023" "ENSG00000137821" 0.53
"ENSG00000287022" "ENSG00000198780" 0.53
"ENSG00000168772" "ENSG00000155970" 0.51
"ENSG00000128590" "ENSG00000061794" 0.53
"ENSG00000067715" "ENSG00000137821" 0.53
"ENSG00000055070" "ENSG00000113100" -0.52
"ENSG00000135317" "ENSG00000157540" 0.53
"ENSG00000115415" "ENSG00000101977" 0.55
"ENSG00000163743" "ENSG00000072401" 0.52
"ENSG00000107643" "ENSG00000177728" -0.54
"ENSG00000121989" "ENSG00000142327" -0.54
"ENSG00000164597" "ENSG00000185658" 0.54
"ENSG00000006530" "ENSG00000104529" -0.53
"ENSG00000061918" "ENSG00000258903" 0.55
"ENSG00000196911" "ENSG00000068366" 0.5
"ENSG00000135018" "ENSG00000138621" -0.53
"ENSG00000159164" "ENSG00000179115" 0.53
"ENSG00000077254" "ENSG00000211456" 0.54
"ENSG00000106443" "ENSG00000111731" 0.55
"ENSG00000167395" "ENSG00000167716" 0.54
"ENSG00000157191" "ENSG00000079308" 0.52
"ENSG00000116750" "ENSG00000028277" -0.52
"ENSG00000006530" "ENSG00000142208" -0.52
"ENSG00000198836" "ENSG00000272770" 0.55
"ENSG00000120251" "ENSG00000104774" -0.54
"ENSG00000134121" "ENSG00000197162" -0.52
"ENSG00000075945" "ENSG00000272129" 0.52
"ENSG00000169871" "ENSG00000178974" -0.53
"ENSG00000105229" "ENSG00000105486" 0.53
"ENSG00000178662" "ENSG00000145242" 0.51
"ENSG00000109158" "ENSG00000147654" 0.53
"ENSG00000164347" "ENSG00000168071" -0.52
"ENSG00000140497" "ENSG00000088881" 0.53
"ENSG00000115415" "ENSG00000261292" 0.53
"ENSG00000109738" "ENSG00000145730" 0.54
"ENSG00000119865" "ENSG00000127995" 0.52
"ENSG00000075945" "ENSG00000101654" 0.55
"ENSG00000004975" "ENSG00000161847" 0.54
"ENSG00000227198" "ENSG00000229151" -0.52
"ENSG00000254530" "ENSG00000179335" -0.53
"ENSG00000118246" "ENSG00000145216" 0.55
"ENSG00000139220" "ENSG00000166484" -0.52
"ENSG00000148925" "ENSG00000105556" -0.51
"ENSG00000145349" "ENSG00000130669" -0.52
"ENSG00000166479" "ENSG00000008441" -0.52
"ENSG00000008277" "ENSG00000168487" -0.52
"ENSG00000008277" "ENSG00000070961" 0.53
"ENSG00000142875" "ENSG00000116977" 0.51
"ENSG00000155970" "ENSG00000141971" -0.54
"ENSG00000104643" "ENSG00000087448" 0.54
"ENSG00000283208" "ENSG00000103591" 0.53
"ENSG00000164038" "ENSG00000214265" 0.54
"ENSG00000168538" "ENSG00000135655" 0.53
"ENSG00000082701" "ENSG00000160410" -0.54
"ENSG00000091157" "ENSG00000182310" -0.51
"ENSG00000144362" "ENSG00000175893" 0.53
"ENSG00000214265" "ENSG00000157637" -0.52
"ENSG00000077254" "ENSG00000118873" 0.55
"ENSG00000175482" "ENSG00000153048" 0.54
"ENSG00000066557" "ENSG00000205560" -0.53
"ENSG00000075945" "ENSG00000148688" 0.54
"ENSG00000109756" "ENSG00000177054" 0.52
"ENSG00000175482" "ENSG00000254451" -0.53
"ENSG00000145725" "ENSG00000134444" 0.55
"ENSG00000008277" "ENSG00000003987" 0.52
"ENSG00000257286" "ENSG00000241360" 0.52
"ENSG00000109158" "ENSG00000146535" -0.51
"ENSG00000181625" "ENSG00000004897" -0.52
"ENSG00000165533" "ENSG00000132819" -0.51
"ENSG00000058453" "ENSG00000184613" -0.51
"ENSG00000118246" "ENSG00000125848" 0.53
"ENSG00000163138" "ENSG00000285582" 0.53
"ENSG00000125826" "ENSG00000125848" -0.52
"ENSG00000112996" "ENSG00000167005" 0.54
"ENSG00000079785" "ENSG00000106771" 0.54
"ENSG00000287542" "ENSG00000172575" 0.53
"ENSG00000198780" "ENSG00000155428" -0.53
"ENSG00000287916" "ENSG00000142002" -0.51
"ENSG00000075303" "ENSG00000132207" -0.52
"ENSG00000137563" "ENSG00000103227" -0.53
"ENSG00000010017" "ENSG00000172081" -0.52
"ENSG00000104093" "ENSG00000159885" 0.52
"ENSG00000115947" "ENSG00000261474" -0.53
"ENSG00000287799" "ENSG00000185658" 0.53
"ENSG00000131669" "ENSG00000107643" -0.54
"ENSG00000166925" "ENSG00000160392" 0.52
"ENSG00000134709" "ENSG00000129925" -0.52
"ENSG00000114573" "ENSG00000285772" 0.54
"ENSG00000206535" "ENSG00000088888" -0.52
"ENSG00000109738" "ENSG00000196576" -0.53
"ENSG00000077254" "ENSG00000146267" 0.54
"ENSG00000169871" "ENSG00000165801" 0.52
"ENSG00000163781" "ENSG00000068366" 0.51
"ENSG00000198522" "ENSG00000113163" 0.51
"ENSG00000183308" "ENSG00000118402" 0.53
"ENSG00000287022" "ENSG00000077264" 0.54
"ENSG00000117155" "ENSG00000153933" 0.54
"ENSG00000102967" "ENSG00000088888" 0.54
"ENSG00000260238" "ENSG00000259515" 0.52
"ENSG00000055813" "ENSG00000197136" -0.54
"ENSG00000089060" "ENSG00000156860" 0.52
"ENSG00000103150" "ENSG00000065559" -0.54
"ENSG00000104427" "ENSG00000129925" -0.54
"ENSG00000143155" "ENSG00000075945" 0.54
"ENSG00000172638" "ENSG00000125520" 0.54
"ENSG00000157895" "ENSG00000105568" 0.53
"ENSG00000104723" "ENSG00000213398" -0.54
"ENSG00000075790" "ENSG00000105738" -0.51
"ENSG00000129128" "ENSG00000113597" 0.52
"ENSG00000169891" "ENSG00000136840" -0.51
"ENSG00000185291" "ENSG00000157637" 0.53
"ENSG00000184343" "ENSG00000008441" 0.52
"ENSG00000163818" "ENSG00000166153" 0.52
"ENSG00000134318" "ENSG00000088888" -0.53
"ENSG00000286165" "ENSG00000101654" 0.54
"ENSG00000081307" "ENSG00000254451" 0.53
"ENSG00000120137" "ENSG00000104320" 0.53
"ENSG00000049239" "ENSG00000109066" 0.54
"ENSG00000168056" "ENSG00000105221" 0.51
"ENSG00000083642" "ENSG00000129925" -0.52
"ENSG00000146828" "ENSG00000104774" 0.54
"ENSG00000139725" "ENSG00000166479" -0.54
"ENSG00000079785" "ENSG00000187609" -0.53
"ENSG00000138663" "ENSG00000135018" 0.55
"ENSG00000135968" "ENSG00000250349" 0.51
"ENSG00000078061" "ENSG00000275023" 0.55
"ENSG00000197724" "ENSG00000079805" 0.56
"ENSG00000145414" "ENSG00000132613" -0.51
"ENSG00000119844" "ENSG00000136143" 0.53
"ENSG00000091129" "ENSG00000156860" -0.55
"ENSG00000164347" "ENSG00000152402" 0.52
"ENSG00000018189" "ENSG00000213424" 0.53
"ENSG00000118402" "ENSG00000075303" 0.52
"ENSG00000104723" "ENSG00000140497" -0.55
"ENSG00000085231" "ENSG00000061794" 0.53
"ENSG00000125629" "ENSG00000145216" 0.53
"ENSG00000102471" "ENSG00000100744" 0.52
"ENSG00000168032" "ENSG00000141905" -0.52
"ENSG00000175482" "ENSG00000099385" 0.53
"ENSG00000151292" "ENSG00000071564" -0.53
"ENSG00000168890" "ENSG00000133997" -0.52
"ENSG00000055070" "ENSG00000177303" 0.54
"ENSG00000113597" "ENSG00000167393" -0.51
"ENSG00000055813" "ENSG00000105784" 0.55
"ENSG00000231937" "ENSG00000267062" 0.52
"ENSG00000239605" "ENSG00000175395" -0.53
