"Node.1" "Node.2" "CN"
"ENSG00000164713" "ENSG00000138138" -0.53
"ENSG00000143258" "ENSG00000164815" -0.53
"ENSG00000162409" "ENSG00000157540" 0.52
"ENSG00000234072" "ENSG00000185658" -0.54
"ENSG00000134121" "ENSG00000188566" -0.53
"ENSG00000113966" "ENSG00000214783" -0.53
"ENSG00000272341" "ENSG00000111731" 0.54
"ENSG00000151458" "ENSG00000259678" 0.55
"ENSG00000204186" "ENSG00000148925" 0.55
"ENSG00000146267" "ENSG00000204116" 0.54
"ENSG00000139131" "ENSG00000197930" 0.53
"ENSG00000120251" "ENSG00000145681" 0.53
"ENSG00000105983" "ENSG00000104723" 0.53
"ENSG00000126215" "ENSG00000167930" 0.54
"ENSG00000164187" "ENSG00000065150" 0.53
"ENSG00000143155" "ENSG00000172795" 0.55
"ENSG00000061676" "ENSG00000172733" 0.51
"ENSG00000165678" "ENSG00000069345" 0.55
"ENSG00000197724" "ENSG00000062822" 0.54
"ENSG00000158863" "ENSG00000091039" -0.55
"ENSG00000232040" "ENSG00000100934" 0.52
"ENSG00000114405" "ENSG00000123562" 0.54
"ENSG00000151779" "ENSG00000163618" 0.53
"ENSG00000145730" "ENSG00000167302" -0.53
"ENSG00000271894" "ENSG00000109846" -0.51
"ENSG00000214827" "ENSG00000217930" -0.52
"ENSG00000171163" "ENSG00000166479" -0.53
"ENSG00000134318" "ENSG00000168438" 0.53
"ENSG00000175309" "ENSG00000076928" 0.52
"ENSG00000117298" "ENSG00000107643" -0.53
"ENSG00000110429" "ENSG00000103591" 0.54
"ENSG00000253766" "ENSG00000283900" -0.51
"ENSG00000015568" "ENSG00000057663" 0.55
"ENSG00000113387" "ENSG00000260170" 0.53
"ENSG00000234072" "ENSG00000071564" 0.52
"ENSG00000022355" "ENSG00000149313" 0.54
"ENSG00000066557" "ENSG00000198780" 0.54
"ENSG00000287542" "ENSG00000076351" -0.53
"ENSG00000081019" "ENSG00000114686" 0.53
"ENSG00000100554" "ENSG00000069345" 0.55
"ENSG00000174953" "ENSG00000198780" 0.54
"ENSG00000134108" "ENSG00000155970" 0.53
"ENSG00000198959" "ENSG00000011304" 0.52
"ENSG00000137100" "ENSG00000171314" 0.53
"ENSG00000014824" "ENSG00000109184" 0.51
"ENSG00000180773" "ENSG00000071564" -0.53
"ENSG00000145362" "ENSG00000213398" -0.53
"ENSG00000115966" "ENSG00000111802" 0.52
"ENSG00000120137" "ENSG00000100934" 0.52
"ENSG00000117298" "ENSG00000227028" -0.53
"ENSG00000266929" "ENSG00000157540" -0.52
"ENSG00000160789" "ENSG00000254692" 0.52
"ENSG00000158301" "ENSG00000165678" 0.55
"ENSG00000168899" "ENSG00000105329" 0.52
"ENSG00000120251" "ENSG00000079432" -0.53
"ENSG00000163558" "ENSG00000158528" 0.53
"ENSG00000144290" "ENSG00000104427" 0.54
"ENSG00000133135" "ENSG00000172081" -0.53
"ENSG00000239605" "ENSG00000163138" -0.53
"ENSG00000204186" "ENSG00000163558" 0.54
"ENSG00000145362" "ENSG00000152495" 0.53
"ENSG00000122873" "ENSG00000141367" 0.54
"ENSG00000138663" "ENSG00000139131" 0.54
"ENSG00000119844" "ENSG00000235978" 0.53
"ENSG00000225792" "ENSG00000100325" -0.53
"ENSG00000146223" "ENSG00000255112" 0.53
"ENSG00000287900" "ENSG00000163138" 0.53
"ENSG00000157637" "ENSG00000099326" 0.52
"ENSG00000021762" "ENSG00000255082" -0.52
"ENSG00000087470" "ENSG00000262052" 0.53
"ENSG00000198586" "ENSG00000180900" -0.52
"ENSG00000119698" "ENSG00000161847" -0.51
"ENSG00000109270" "ENSG00000137040" 0.53
"ENSG00000113163" "ENSG00000135317" 0.53
"ENSG00000014824" "ENSG00000167685" -0.51
"ENSG00000115947" "ENSG00000187266" -0.53
"ENSG00000146352" "ENSG00000257434" 0.53
"ENSG00000255028" "ENSG00000089351" -0.51
"ENSG00000271894" "ENSG00000147650" 0.54
"ENSG00000198836" "ENSG00000205060" 0.56
"ENSG00000161021" "ENSG00000077264" -0.52
"ENSG00000104432" "ENSG00000091157" 0.54
"ENSG00000115947" "ENSG00000171262" 0.54
"ENSG00000144043" "ENSG00000109066" 0.54
"ENSG00000167566" "ENSG00000100324" 0.54
"ENSG00000168159" "ENSG00000184900" 0.52
"ENSG00000133135" "ENSG00000160410" -0.52
"ENSG00000115762" "ENSG00000178502" 0.54
"ENSG00000169891" "ENSG00000133943" -0.53
"ENSG00000168393" "ENSG00000155313" -0.51
"ENSG00000127995" "ENSG00000232119" 0.54
"ENSG00000144290" "ENSG00000184613" 0.55
"ENSG00000164038" "ENSG00000198276" -0.52
"ENSG00000106052" "ENSG00000167483" -0.52
"ENSG00000198919" "ENSG00000095539" -0.54
"ENSG00000253766" "ENSG00000167930" -0.53
"ENSG00000183955" "ENSG00000185658" -0.54
"ENSG00000153048" "ENSG00000260083" 0.52
"ENSG00000055070" "ENSG00000145949" -0.52
"ENSG00000164211" "ENSG00000148925" 0.53
"ENSG00000111802" "ENSG00000108061" 0.51
"ENSG00000198780" "ENSG00000134815" -0.52
"ENSG00000104723" "ENSG00000281348" -0.54
"ENSG00000287022" "ENSG00000112290" 0.53
"ENSG00000225697" "ENSG00000110435" -0.51
"ENSG00000143933" "ENSG00000104388" 0.54
"ENSG00000164038" "ENSG00000175564" -0.51
"ENSG00000287451" "ENSG00000249568" 0.54
"ENSG00000109184" "ENSG00000232119" 0.53
"ENSG00000198520" "ENSG00000149313" -0.51
"ENSG00000135835" "ENSG00000143951" -0.52
"ENSG00000163001" "ENSG00000283900" -0.52
"ENSG00000006025" "ENSG00000104859" 0.54
"ENSG00000271894" "ENSG00000151790" 0.53
"ENSG00000085365" "ENSG00000106052" 0.55
"ENSG00000162639" "ENSG00000136531" 0.54
"ENSG00000287542" "ENSG00000134986" 0.53
"ENSG00000189195" "ENSG00000139278" 0.52
"ENSG00000122873" "ENSG00000104093" 0.54
"ENSG00000088179" "ENSG00000157540" 0.54
"ENSG00000196950" "ENSG00000139131" 0.55
"ENSG00000135333" "ENSG00000137821" 0.53
"ENSG00000145495" "ENSG00000254433" 0.54
"ENSG00000114573" "ENSG00000272772" 0.54
"ENSG00000197724" "ENSG00000079337" 0.55
"ENSG00000235079" "ENSG00000115947" 0.55
"ENSG00000263873" "ENSG00000134287" 0.51
"ENSG00000075945" "ENSG00000111802" 0.53
"ENSG00000174953" "ENSG00000102753" 0.53
"ENSG00000186377" "ENSG00000173327" -0.52
"ENSG00000116141" "ENSG00000111642" -0.53
"ENSG00000047932" "ENSG00000269749" 0.53
"ENSG00000054277" "ENSG00000141086" -0.52
"ENSG00000227028" "ENSG00000072401" 0.52
"ENSG00000137496" "ENSG00000125520" 0.55
"ENSG00000127081" "ENSG00000091157" 0.54
"ENSG00000287451" "ENSG00000139826" 0.52
"ENSG00000169519" "ENSG00000105329" -0.53
"ENSG00000287364" "ENSG00000119844" 0.51
"ENSG00000214265" "ENSG00000234494" -0.51
"ENSG00000172733" "ENSG00000258636" 0.51
"ENSG00000143164" "ENSG00000167525" -0.54
"ENSG00000136827" "ENSG00000169021" 0.52
"ENSG00000164031" "ENSG00000164129" 0.51
"ENSG00000107643" "ENSG00000137821" 0.55
"ENSG00000110435" "ENSG00000126603" -0.53
"ENSG00000168884" "ENSG00000197724" 0.53
"ENSG00000008869" "ENSG00000112237" 0.53
"ENSG00000164830" "ENSG00000171714" 0.53
"ENSG00000133114" "ENSG00000166479" 0.55
"ENSG00000061676" "ENSG00000070961" 0.55
"ENSG00000175893" "ENSG00000103426" -0.53
"ENSG00000143164" "ENSG00000154265" 0.55
"ENSG00000235978" "ENSG00000262304" -0.52
"ENSG00000169871" "ENSG00000149499" 0.53
"ENSG00000165169" "ENSG00000123570" 0.54
"ENSG00000055130" "ENSG00000125520" -0.53
"ENSG00000186889" "ENSG00000167005" 0.54
"ENSG00000061794" "ENSG00000100519" 0.54
"ENSG00000174428" "ENSG00000181638" 0.52
"ENSG00000138079" "ENSG00000180044" 0.54
"ENSG00000049130" "ENSG00000091157" 0.53
"ENSG00000116750" "ENSG00000081307" 0.54
"ENSG00000145414" "ENSG00000137760" 0.51
"ENSG00000109536" "ENSG00000103591" 0.52
"ENSG00000144290" "ENSG00000196576" -0.52
"ENSG00000109184" "ENSG00000104427" 0.54
"ENSG00000151779" "ENSG00000164506" 0.55
"ENSG00000154174" "ENSG00000285830" 0.54
"ENSG00000145414" "ENSG00000127990" 0.52
"ENSG00000145864" "ENSG00000123815" -0.52
"ENSG00000173039" "ENSG00000151229" -0.52
"ENSG00000106404" "ENSG00000077264" -0.51
"ENSG00000241472" "ENSG00000108061" 0.52
"ENSG00000114353" "ENSG00000150394" -0.54
"ENSG00000075945" "ENSG00000118873" 0.55
"ENSG00000166484" "ENSG00000093010" 0.55
"ENSG00000119865" "ENSG00000061918" 0.55
"ENSG00000260238" "ENSG00000006530" -0.54
"ENSG00000088179" "ENSG00000135317" 0.54
"ENSG00000134014" "ENSG00000110429" 0.52
"ENSG00000284341" "ENSG00000171714" -0.52
"ENSG00000168288" "ENSG00000198836" 0.54
"ENSG00000162889" "ENSG00000114853" 0.53
"ENSG00000262791" "ENSG00000157540" -0.54
"ENSG00000180773" "ENSG00000125848" 0.51
"ENSG00000061676" "ENSG00000269656" -0.52
"ENSG00000162636" "ENSG00000146067" -0.51
"ENSG00000075945" "ENSG00000141568" -0.53
"ENSG00000088888" "ENSG00000130304" 0.56
"ENSG00000179083" "ENSG00000153933" 0.52
"ENSG00000173039" "ENSG00000073910" -0.51
"ENSG00000109158" "ENSG00000157224" 0.52
"ENSG00000197969" "ENSG00000227500" -0.55
"ENSG00000085382" "ENSG00000047932" 0.52
"ENSG00000117009" "ENSG00000061676" 0.52
"ENSG00000167930" "ENSG00000261067" 0.54
"ENSG00000109738" "ENSG00000085365" 0.54
"ENSG00000143164" "ENSG00000145242" 0.54
"ENSG00000138081" "ENSG00000085382" 0.52
"ENSG00000183023" "ENSG00000133302" 0.55
"ENSG00000173692" "ENSG00000105229" -0.51
"ENSG00000114353" "ENSG00000107643" -0.54
"ENSG00000181638" "ENSG00000204147" -0.53
"ENSG00000234072" "ENSG00000204673" 0.53
"ENSG00000065559" "ENSG00000267080" -0.54
"ENSG00000198961" "ENSG00000259805" 0.52
"ENSG00000081307" "ENSG00000111605" 0.53
"ENSG00000106443" "ENSG00000177054" 0.55
"ENSG00000206199" "ENSG00000178913" 0.53
"ENSG00000076351" "ENSG00000071564" 0.53
"ENSG00000149313" "ENSG00000101132" 0.54
"ENSG00000198919" "ENSG00000101213" -0.51
"ENSG00000023909" "ENSG00000115947" 0.52
"ENSG00000010017" "ENSG00000168056" -0.53
"ENSG00000189195" "ENSG00000165832" 0.54
"ENSG00000130402" "ENSG00000130669" 0.54
"ENSG00000111052" "ENSG00000286195" -0.51
"ENSG00000198780" "ENSG00000198898" 0.52
"ENSG00000143164" "ENSG00000213398" -0.54
"ENSG00000138095" "ENSG00000173114" 0.51
"ENSG00000135018" "ENSG00000121289" -0.51
"ENSG00000228302" "ENSG00000134440" 0.53
"ENSG00000204186" "ENSG00000164347" 0.55
"ENSG00000163444" "ENSG00000260281" 0.54
"ENSG00000164347" "ENSG00000146151" 0.53
"ENSG00000123933" "ENSG00000135317" -0.54
"ENSG00000157214" "ENSG00000198825" 0.54
"ENSG00000260238" "ENSG00000078043" -0.54
"ENSG00000168763" "ENSG00000198919" -0.54
"ENSG00000047597" "ENSG00000272770" 0.54
"ENSG00000079785" "ENSG00000176834" -0.52
"ENSG00000126733" "ENSG00000104723" 0.54
"ENSG00000106991" "ENSG00000011304" 0.52
"ENSG00000126215" "ENSG00000197599" 0.52
"ENSG00000260238" "ENSG00000120896" 0.52
"ENSG00000115839" "ENSG00000134444" 0.54
"ENSG00000279168" "ENSG00000104388" -0.52
"ENSG00000163558" "ENSG00000266929" -0.53
"ENSG00000085382" "ENSG00000078043" 0.54
"ENSG00000141086" "ENSG00000108641" 0.54
"ENSG00000131374" "ENSG00000170153" 0.52
"ENSG00000001630" "ENSG00000103591" 0.53
"ENSG00000114120" "ENSG00000139163" 0.52
"ENSG00000187094" "ENSG00000114405" 0.52
"ENSG00000114120" "ENSG00000009844" 0.52
"ENSG00000055130" "ENSG00000107679" 0.51
"ENSG00000126733" "ENSG00000171105" -0.53
"ENSG00000115415" "ENSG00000107902" -0.54
"ENSG00000109670" "ENSG00000283900" -0.53
"ENSG00000138079" "ENSG00000128609" 0.55
"ENSG00000004766" "ENSG00000110768" 0.53
"ENSG00000143727" "ENSG00000168291" 0.53
"ENSG00000114446" "ENSG00000264668" -0.54
"ENSG00000070961" "ENSG00000236051" 0.55
"ENSG00000054277" "ENSG00000101247" 0.53
"ENSG00000163818" "ENSG00000271848" -0.51
"ENSG00000163126" "ENSG00000079805" 0.53
"ENSG00000109158" "ENSG00000152749" 0.53
"ENSG00000082701" "ENSG00000130304" -0.54
"ENSG00000163818" "ENSG00000101928" 0.53
"ENSG00000167196" "ENSG00000091157" 0.54
"ENSG00000157184" "ENSG00000198919" -0.52
"ENSG00000015479" "ENSG00000122873" 0.55
"ENSG00000089159" "ENSG00000109066" 0.55
"ENSG00000064393" "ENSG00000105329" 0.55
"ENSG00000144357" "ENSG00000134444" 0.56
"ENSG00000254317" "ENSG00000171045" -0.52
"ENSG00000006715" "ENSG00000005175" 0.52
"ENSG00000274904" "ENSG00000260914" 0.51
"ENSG00000170899" "ENSG00000186350" -0.52
"ENSG00000144320" "ENSG00000133703" 0.53
"ENSG00000143951" "ENSG00000089060" -0.52
"ENSG00000146731" "ENSG00000167005" 0.54
"ENSG00000077254" "ENSG00000111845" 0.52
"ENSG00000165379" "ENSG00000101746" 0.54
"ENSG00000174953" "ENSG00000104320" 0.53
"ENSG00000187522" "ENSG00000176533" -0.53
"ENSG00000253452" "ENSG00000105323" -0.53
"ENSG00000106443" "ENSG00000088826" -0.53
"ENSG00000162642" "ENSG00000061676" 0.53
"ENSG00000107317" "ENSG00000105329" 0.55
"ENSG00000164815" "ENSG00000254451" 0.55
"ENSG00000061676" "ENSG00000267022" 0.54
"ENSG00000118960" "ENSG00000075790" -0.52
"ENSG00000129636" "ENSG00000089351" -0.53
"ENSG00000197724" "ENSG00000160392" 0.54
"ENSG00000162639" "ENSG00000114405" 0.54
"ENSG00000152402" "ENSG00000091157" 0.55
"ENSG00000198961" "ENSG00000228049" -0.51
"ENSG00000136531" "ENSG00000111371" 0.53
"ENSG00000130764" "ENSG00000224713" 0.53
"ENSG00000066557" "ENSG00000115840" 0.53
"ENSG00000113163" "ENSG00000111647" 0.52
"ENSG00000271894" "ENSG00000142039" -0.54
"ENSG00000239779" "ENSG00000115268" 0.53
"ENSG00000163138" "ENSG00000236383" -0.53
"ENSG00000186350" "ENSG00000065559" -0.53
"ENSG00000158856" "ENSG00000011332" 0.52
"ENSG00000172667" "ENSG00000075790" 0.51
"ENSG00000144290" "ENSG00000047188" 0.53
"ENSG00000165516" "ENSG00000103769" 0.53
"ENSG00000196862" "ENSG00000091157" 0.54
"ENSG00000120251" "ENSG00000085382" 0.54
"ENSG00000164951" "ENSG00000141425" 0.53
"ENSG00000106299" "ENSG00000268746" -0.53
"ENSG00000246889" "ENSG00000104774" 0.51
"ENSG00000174953" "ENSG00000139116" 0.53
"ENSG00000115966" "ENSG00000198478" 0.53
"ENSG00000136213" "ENSG00000111615" -0.52
"ENSG00000197724" "ENSG00000130402" 0.55
"ENSG00000143164" "ENSG00000287022" 0.55
"ENSG00000101557" "ENSG00000186654" -0.51
"ENSG00000175395" "ENSG00000269179" -0.53
"ENSG00000134709" "ENSG00000177303" -0.53
"ENSG00000142327" "ENSG00000103653" 0.55
"ENSG00000211456" "ENSG00000025156" 0.53
"ENSG00000151779" "ENSG00000083642" 0.53
"ENSG00000104859" "ENSG00000130749" 0.55
"ENSG00000138095" "ENSG00000138430" 0.54
"ENSG00000211456" "ENSG00000165832" 0.53
"ENSG00000143155" "ENSG00000198496" -0.54
"ENSG00000250910" "ENSG00000091073" -0.52
"ENSG00000118873" "ENSG00000163536" 0.52
"ENSG00000146352" "ENSG00000224223" 0.52
"ENSG00000156858" "ENSG00000166479" -0.52
"ENSG00000135414" "ENSG00000254692" 0.54
"ENSG00000246477" "ENSG00000137040" 0.53
"ENSG00000006634" "ENSG00000156860" -0.55
"ENSG00000187144" "ENSG00000164542" -0.53
"ENSG00000004766" "ENSG00000258636" 0.54
"ENSG00000148925" "ENSG00000153933" 0.55
"ENSG00000259678" "ENSG00000100101" -0.51
"ENSG00000198780" "ENSG00000232119" 0.54
"ENSG00000135317" "ENSG00000104093" 0.53
"ENSG00000198836" "ENSG00000255082" 0.53
"ENSG00000231609" "ENSG00000138430" 0.55
"ENSG00000008277" "ENSG00000093010" -0.54
"ENSG00000163138" "ENSG00000212694" -0.55
"ENSG00000100478" "ENSG00000100325" -0.52
"ENSG00000211584" "ENSG00000150394" -0.53
"ENSG00000284968" "ENSG00000254692" 0.53
"ENSG00000015568" "ENSG00000008277" 0.53
"ENSG00000116221" "ENSG00000255245" 0.52
"ENSG00000113048" "ENSG00000133302" 0.53
"ENSG00000168438" "ENSG00000256007" -0.53
"ENSG00000227028" "ENSG00000157353" -0.51
"ENSG00000145362" "ENSG00000283208" 0.54
"ENSG00000072756" "ENSG00000198836" 0.54
"ENSG00000168032" "ENSG00000197724" -0.55
"ENSG00000001630" "ENSG00000288558" 0.53
"ENSG00000133302" "ENSG00000155970" 0.56
"ENSG00000151465" "ENSG00000274180" -0.53
"ENSG00000079785" "ENSG00000180228" 0.53
"ENSG00000169891" "ENSG00000101977" 0.54
"ENSG00000047315" "ENSG00000197860" 0.51
"ENSG00000006530" "ENSG00000126603" -0.54
"ENSG00000164830" "ENSG00000111731" 0.55
"ENSG00000127995" "ENSG00000161847" -0.54
"ENSG00000144290" "ENSG00000161847" -0.55
"ENSG00000118246" "ENSG00000188419" 0.56
"ENSG00000104774" "ENSG00000249115" 0.53
"ENSG00000148288" "ENSG00000103591" -0.51
"ENSG00000174953" "ENSG00000174106" 0.54
"ENSG00000197724" "ENSG00000090924" 0.54
"ENSG00000236051" "ENSG00000188878" -0.53
"ENSG00000217930" "ENSG00000134444" -0.53
"ENSG00000198919" "ENSG00000133103" 0.55
"ENSG00000185475" "ENSG00000162298" 0.54
"ENSG00000099246" "ENSG00000101654" 0.53
"ENSG00000175054" "ENSG00000125520" -0.52
"ENSG00000075945" "ENSG00000152749" 0.54
"ENSG00000115415" "ENSG00000151806" 0.54
"ENSG00000106266" "ENSG00000065559" -0.53
"ENSG00000180228" "ENSG00000004766" 0.53
"ENSG00000109738" "ENSG00000133315" -0.52
"ENSG00000245864" "ENSG00000197724" -0.53
"ENSG00000023516" "ENSG00000139977" 0.53
"ENSG00000134121" "ENSG00000075089" 0.51
"ENSG00000134709" "ENSG00000149970" 0.55
"ENSG00000129682" "ENSG00000104427" 0.51
"ENSG00000147642" "ENSG00000254692" -0.52
"ENSG00000143106" "ENSG00000273841" 0.53
"ENSG00000078668" "ENSG00000260439" -0.53
"ENSG00000116750" "ENSG00000283208" 0.54
"ENSG00000077454" "ENSG00000169891" -0.53
"ENSG00000260097" "ENSG00000254433" -0.52
"ENSG00000081189" "ENSG00000276418" 0.51
"ENSG00000075790" "ENSG00000151835" 0.53
"ENSG00000135018" "ENSG00000111615" 0.54
"ENSG00000234497" "ENSG00000102753" 0.51
"ENSG00000116750" "ENSG00000196498" -0.54
"ENSG00000061676" "ENSG00000126215" -0.54
"ENSG00000149932" "ENSG00000171858" 0.51
"ENSG00000145362" "ENSG00000162139" 0.52
"ENSG00000173166" "ENSG00000264668" -0.53
"ENSG00000114446" "ENSG00000133302" 0.55
"ENSG00000111799" "ENSG00000006530" 0.53
"ENSG00000248138" "ENSG00000269439" -0.52
"ENSG00000182220" "ENSG00000139505" 0.55
"ENSG00000054598" "ENSG00000011304" 0.52
"ENSG00000071564" "ENSG00000267022" -0.52
"ENSG00000150995" "ENSG00000091157" 0.54
"ENSG00000121022" "ENSG00000101557" 0.52
"ENSG00000088888" "ENSG00000160200" 0.56
"ENSG00000166780" "ENSG00000149925" 0.51
"ENSG00000143756" "ENSG00000111615" 0.53
"ENSG00000146830" "ENSG00000155970" -0.52
"ENSG00000133302" "ENSG00000137821" 0.55
"ENSG00000100934" "ENSG00000103126" -0.53
"ENSG00000142327" "ENSG00000106524" -0.53
"ENSG00000256007" "ENSG00000134444" -0.52
"ENSG00000133302" "ENSG00000006530" 0.56
"ENSG00000139116" "ENSG00000128973" -0.53
"ENSG00000157637" "ENSG00000269439" 0.54
"ENSG00000250120" "ENSG00000008277" 0.54
"ENSG00000109158" "ENSG00000164024" 0.53
"ENSG00000188419" "ENSG00000130638" 0.55
"ENSG00000110060" "ENSG00000165832" 0.51
"ENSG00000231295" "ENSG00000225190" -0.52
"ENSG00000221988" "ENSG00000011304" 0.52
"ENSG00000259678" "ENSG00000263033" -0.52
"ENSG00000254870" "ENSG00000142186" 0.52
"ENSG00000241404" "ENSG00000260083" 0.53
"ENSG00000081386" "ENSG00000107643" 0.52
"ENSG00000058091" "ENSG00000151348" 0.52
"ENSG00000112996" "ENSG00000110429" 0.54
"ENSG00000128590" "ENSG00000149313" 0.54
"ENSG00000164418" "ENSG00000206052" 0.52
"ENSG00000122417" "ENSG00000091844" 0.53
"ENSG00000175471" "ENSG00000183775" 0.52
"ENSG00000115947" "ENSG00000124532" 0.54
"ENSG00000180116" "ENSG00000130517" -0.52
"ENSG00000227028" "ENSG00000145864" 0.54
"ENSG00000182220" "ENSG00000166922" 0.53
"ENSG00000169871" "ENSG00000108622" 0.53
"ENSG00000144320" "ENSG00000146676" 0.53
"ENSG00000006530" "ENSG00000141971" -0.54
"ENSG00000256514" "ENSG00000071564" 0.54
"ENSG00000066557" "ENSG00000138138" 0.54
"ENSG00000145495" "ENSG00000103591" 0.53
"ENSG00000109738" "ENSG00000110675" 0.55
"ENSG00000257286" "ENSG00000179115" 0.53
"ENSG00000165533" "ENSG00000141971" -0.51
"ENSG00000128590" "ENSG00000254433" 0.53
"ENSG00000122643" "ENSG00000134444" 0.53
"ENSG00000160685" "ENSG00000148400" 0.52
"ENSG00000198780" "ENSG00000119446" 0.53
"ENSG00000104723" "ENSG00000093010" -0.55
"ENSG00000258636" "ENSG00000004897" 0.53
"ENSG00000120251" "ENSG00000065559" 0.55
"ENSG00000066422" "ENSG00000105819" 0.53
"ENSG00000004766" "ENSG00000179083" 0.54
"ENSG00000114686" "ENSG00000119446" 0.54
"ENSG00000235079" "ENSG00000134444" 0.54
"ENSG00000152749" "ENSG00000071564" -0.53
"ENSG00000239605" "ENSG00000133315" 0.52
"ENSG00000172915" "ENSG00000197302" 0.54
"ENSG00000118246" "ENSG00000174106" 0.55
"ENSG00000139220" "ENSG00000223802" -0.53
"ENSG00000256007" "ENSG00000260083" 0.52
"ENSG00000049130" "ENSG00000125826" -0.51
"ENSG00000135637" "ENSG00000166479" -0.53
"ENSG00000125675" "ENSG00000104381" 0.54
"ENSG00000142347" "ENSG00000161847" 0.52
"ENSG00000081307" "ENSG00000176531" -0.53
"ENSG00000118873" "ENSG00000164209" 0.54
"ENSG00000164506" "ENSG00000172733" 0.54
"ENSG00000115947" "ENSG00000198496" -0.52
"ENSG00000169223" "ENSG00000088888" 0.53
"ENSG00000287451" "ENSG00000180116" 0.53
"ENSG00000156136" "ENSG00000072041" 0.51
"ENSG00000107518" "ENSG00000061273" -0.52
"ENSG00000204969" "ENSG00000157680" 0.53
"ENSG00000163558" "ENSG00000149633" -0.52
"ENSG00000164796" "ENSG00000141384" 0.52
"ENSG00000008277" "ENSG00000255028" 0.54
"ENSG00000164038" "ENSG00000006704" -0.53
"ENSG00000114686" "ENSG00000151553" 0.54
"ENSG00000239779" "ENSG00000268983" 0.54
"ENSG00000235079" "ENSG00000108061" 0.52
"ENSG00000005249" "ENSG00000109956" -0.51
"ENSG00000162636" "ENSG00000283208" 0.54
"ENSG00000206199" "ENSG00000275764" 0.53
"ENSG00000157637" "ENSG00000105221" 0.52
"ENSG00000145216" "ENSG00000047932" 0.54
"ENSG00000197162" "ENSG00000104936" 0.54
"ENSG00000162378" "ENSG00000154174" 0.55
"ENSG00000077454" "ENSG00000175893" -0.54
"ENSG00000061918" "ENSG00000102471" 0.55
"ENSG00000113966" "ENSG00000206418" 0.51
"ENSG00000055070" "ENSG00000142102" 0.52
"ENSG00000087470" "ENSG00000174442" 0.54
"ENSG00000117009" "ENSG00000115947" 0.53
"ENSG00000198919" "ENSG00000133997" 0.55
"ENSG00000288681" "ENSG00000166342" -0.53
"ENSG00000105397" "ENSG00000104774" 0.55
"ENSG00000197724" "ENSG00000172890" 0.54
"ENSG00000146731" "ENSG00000111530" 0.53
"ENSG00000087470" "ENSG00000140368" -0.52
"ENSG00000143951" "ENSG00000107736" -0.53
"ENSG00000166123" "ENSG00000065559" -0.53
"ENSG00000162852" "ENSG00000178662" 0.53
"ENSG00000078902" "ENSG00000238045" 0.54
"ENSG00000282218" "ENSG00000076928" -0.52
"ENSG00000170759" "ENSG00000105329" 0.54
"ENSG00000239791" "ENSG00000004897" -0.52
"ENSG00000139496" "ENSG00000134444" 0.54
"ENSG00000033122" "ENSG00000165973" 0.51
"ENSG00000287542" "ENSG00000106399" 0.53
"ENSG00000171314" "ENSG00000140750" -0.52
"ENSG00000173166" "ENSG00000118246" 0.53
"ENSG00000072832" "ENSG00000178685" 0.53
"ENSG00000163818" "ENSG00000214783" -0.52
"ENSG00000130227" "ENSG00000152749" 0.52
"ENSG00000078795" "ENSG00000101247" 0.52
"ENSG00000085365" "ENSG00000185745" 0.53
"ENSG00000283155" "ENSG00000105357" 0.52
"ENSG00000173114" "ENSG00000142002" -0.54
"ENSG00000287844" "ENSG00000285982" 0.51
"ENSG00000184613" "ENSG00000227500" -0.56
"ENSG00000146267" "ENSG00000139131" 0.54
"ENSG00000109832" "ENSG00000004897" 0.52
"ENSG00000119865" "ENSG00000103591" 0.54
"ENSG00000091073" "ENSG00000093100" 0.53
"ENSG00000129682" "ENSG00000188566" -0.53
"ENSG00000162636" "ENSG00000138095" 0.54
"ENSG00000163536" "ENSG00000285982" 0.53
"ENSG00000055070" "ENSG00000282218" -0.52
"ENSG00000143499" "ENSG00000155970" 0.52
"ENSG00000163818" "ENSG00000258048" 0.53
"ENSG00000172757" "ENSG00000179115" 0.52
"ENSG00000160801" "ENSG00000145864" -0.52
"ENSG00000129682" "ENSG00000103335" -0.52
"ENSG00000151779" "ENSG00000175893" 0.55
"ENSG00000067992" "ENSG00000166479" 0.53
"ENSG00000196950" "ENSG00000288558" 0.54
"ENSG00000067715" "ENSG00000177303" -0.53
"ENSG00000145242" "ENSG00000135333" 0.51
"ENSG00000004897" "ENSG00000100364" -0.52
"ENSG00000138430" "ENSG00000185122" -0.56
"ENSG00000155970" "ENSG00000256514" -0.54
"ENSG00000120805" "ENSG00000138617" -0.53
"ENSG00000163743" "ENSG00000136100" 0.52
"ENSG00000156515" "ENSG00000126214" 0.51
"ENSG00000008277" "ENSG00000091129" 0.54
"ENSG00000170340" "ENSG00000148925" 0.51
"ENSG00000156642" "ENSG00000109066" -0.53
"ENSG00000211456" "ENSG00000125848" 0.52
"ENSG00000118873" "ENSG00000101557" 0.54
"ENSG00000120251" "ENSG00000133103" 0.55
"ENSG00000287542" "ENSG00000132819" -0.54
"ENSG00000114353" "ENSG00000283503" -0.53
"ENSG00000057663" "ENSG00000258677" 0.56
"ENSG00000164815" "ENSG00000284341" -0.52
"ENSG00000163702" "ENSG00000172915" -0.54
"ENSG00000094841" "ENSG00000254692" -0.51
"ENSG00000111530" "ENSG00000165516" 0.54
"ENSG00000145216" "ENSG00000139324" 0.54
