Node.1	Node.2	wTO
ENSG00000140632	ENSG00000184388	0.53
ENSG00000140632	ENSG00000280758	0.54
ENSG00000140632	ENSG00000137726	0.53
ENSG00000140632	ENSG00000135503	0.54
ENSG00000140632	ENSG00000112640	0.54
ENSG00000140632	ENSG00000159363	0.53
ENSG00000140632	ENSG00000197106	0.53
ENSG00000140632	ENSG00000204071	0.52
ENSG00000140632	ENSG00000072832	0.54
ENSG00000140632	ENSG00000169032	0.52
ENSG00000140632	ENSG00000204065	0.52
ENSG00000140632	ENSG00000166780	0.52
ENSG00000140632	ENSG00000139726	0.52
ENSG00000140632	ENSG00000105649	0.53
ENSG00000140632	ENSG00000280893	0.54
ENSG00000140632	ENSG00000157895	0.52
ENSG00000140632	ENSG00000177108	0.53
ENSG00000140632	ENSG00000104888	0.52
ENSG00000140632	ENSG00000104626	-0.52
ENSG00000140632	ENSG00000163950	0.52
ENSG00000146701	ENSG00000102096	0.52
ENSG00000146701	ENSG00000166448	0.53
ENSG00000146701	ENSG00000286905	0.51
ENSG00000146701	ENSG00000146223	0.53
ENSG00000146701	ENSG00000156515	0.54
ENSG00000146701	ENSG00000171314	0.53
ENSG00000146701	ENSG00000254870	0.53
ENSG00000146701	ENSG00000156050	0.52
ENSG00000146701	ENSG00000130764	0.53
ENSG00000146701	ENSG00000234857	0.52
ENSG00000146701	ENSG00000152102	0.52
ENSG00000146701	ENSG00000188229	0.52
ENSG00000146701	ENSG00000156639	-0.52
ENSG00000146701	ENSG00000137267	0.52
ENSG00000146701	ENSG00000117395	0.52
ENSG00000146701	ENSG00000163956	0.52
ENSG00000146701	ENSG00000237181	0.53
ENSG00000146701	ENSG00000106089	0.51
ENSG00000146701	ENSG00000198492	0.52
ENSG00000146701	ENSG00000151502	0.53
ENSG00000146701	ENSG00000269292	0.53
ENSG00000146701	ENSG00000185085	0.53
ENSG00000146701	ENSG00000108344	0.54
ENSG00000146701	ENSG00000159720	0.51
ENSG00000146701	ENSG00000084234	0.53
ENSG00000146701	ENSG00000165280	0.52
ENSG00000146701	ENSG00000112079	-0.51
ENSG00000146701	ENSG00000197694	0.52
ENSG00000146701	ENSG00000133872	0.53
ENSG00000146701	ENSG00000285292	0.51
ENSG00000146701	ENSG00000102409	0.52
ENSG00000146701	ENSG00000071553	0.52
ENSG00000146701	ENSG00000101152	0.53
ENSG00000146701	ENSG00000149582	0.52
ENSG00000146701	ENSG00000102226	0.53
ENSG00000146701	ENSG00000108947	0.52
ENSG00000146701	ENSG00000204052	0.51
ENSG00000146701	ENSG00000106976	0.52
ENSG00000146701	ENSG00000254528	0.52
ENSG00000146701	ENSG00000160695	0.53
ENSG00000146701	ENSG00000264019	0.52
ENSG00000146701	ENSG00000122733	0.53
ENSG00000146701	ENSG00000015676	0.52
ENSG00000146701	ENSG00000010256	0.51
ENSG00000146701	ENSG00000273820	0.53
ENSG00000146701	ENSG00000099341	0.52
ENSG00000146701	ENSG00000109519	0.52
ENSG00000146701	ENSG00000258851	0.52
ENSG00000146701	ENSG00000166170	0.52
ENSG00000146701	ENSG00000055163	0.52
ENSG00000146701	ENSG00000178852	-0.52
ENSG00000146701	ENSG00000166908	0.52
ENSG00000146701	ENSG00000096384	0.52
ENSG00000146701	ENSG00000215014	0.52
ENSG00000146701	ENSG00000062485	0.51
ENSG00000146701	ENSG00000198356	0.51
ENSG00000146701	ENSG00000008283	0.51
ENSG00000146701	ENSG00000086232	0.51
ENSG00000146701	ENSG00000241489	0.52
ENSG00000146701	ENSG00000204386	0.52
ENSG00000146701	ENSG00000149575	0.52
ENSG00000146701	ENSG00000100167	0.53
ENSG00000146701	ENSG00000013275	0.52
ENSG00000146701	ENSG00000054793	0.52
ENSG00000146701	ENSG00000172409	0.51
ENSG00000146701	ENSG00000189091	0.52
ENSG00000146701	ENSG00000100028	0.52
ENSG00000146701	ENSG00000174516	0.51
ENSG00000146701	ENSG00000090861	0.52
ENSG00000204427	ENSG00000144567	0.52
ENSG00000204427	ENSG00000174684	0.53
ENSG00000127824	ENSG00000054356	0.52
ENSG00000127824	ENSG00000177383	0.53
ENSG00000127824	ENSG00000158941	0.52
ENSG00000127824	ENSG00000167778	0.52
ENSG00000127824	ENSG00000156515	0.53
ENSG00000127824	ENSG00000270760	0.53
ENSG00000127824	ENSG00000114383	0.51
ENSG00000127824	ENSG00000087152	0.52
ENSG00000127824	ENSG00000140854	0.52
ENSG00000127824	ENSG00000241685	0.52
ENSG00000127824	ENSG00000269292	0.53
ENSG00000127824	ENSG00000159720	0.53
ENSG00000127824	ENSG00000161204	0.52
ENSG00000127824	ENSG00000285043	0.53
ENSG00000127824	ENSG00000225855	0.52
ENSG00000127824	ENSG00000160014	0.53
ENSG00000127824	ENSG00000167770	0.52
ENSG00000127824	ENSG00000105223	0.52
ENSG00000127824	ENSG00000179115	0.53
ENSG00000127824	ENSG00000167815	0.54
ENSG00000127824	ENSG00000011258	-0.51
ENSG00000127824	ENSG00000174938	0.52
ENSG00000127824	ENSG00000184205	0.51
ENSG00000127824	ENSG00000162975	0.51
ENSG00000127824	ENSG00000267062	0.54
ENSG00000127824	ENSG00000142186	0.52
ENSG00000127824	ENSG00000198356	0.53
ENSG00000107742	ENSG00000166448	0.54
ENSG00000107742	ENSG00000167778	0.53
ENSG00000107742	ENSG00000198794	0.53
ENSG00000107742	ENSG00000156515	0.54
ENSG00000107742	ENSG00000254870	0.52
ENSG00000107742	ENSG00000198863	0.54
ENSG00000107742	ENSG00000272822	0.54
ENSG00000107742	ENSG00000127561	0.53
ENSG00000107742	ENSG00000151502	0.53
ENSG00000107742	ENSG00000204071	0.52
ENSG00000107742	ENSG00000285505	0.53
ENSG00000107742	ENSG00000267750	0.54
ENSG00000107742	ENSG00000276293	0.53
ENSG00000107742	ENSG00000139726	0.52
ENSG00000107742	ENSG00000122733	0.53
ENSG00000107742	ENSG00000273820	0.51
ENSG00000107742	ENSG00000172375	0.53
ENSG00000107742	ENSG00000171246	0.53
ENSG00000107742	ENSG00000100167	0.53
ENSG00000224713	ENSG00000104142	0.53
ENSG00000224713	ENSG00000130764	0.53
ENSG00000224713	ENSG00000241685	0.51
ENSG00000224713	ENSG00000241360	0.52
ENSG00000224713	ENSG00000204851	0.52
ENSG00000143549	ENSG00000171314	0.51
ENSG00000143549	ENSG00000255112	0.52
ENSG00000168159	ENSG00000233728	0.51
ENSG00000168159	ENSG00000134287	0.54
ENSG00000168159	ENSG00000177383	0.53
ENSG00000168159	ENSG00000180901	0.53
ENSG00000168159	ENSG00000225670	0.53
ENSG00000168159	ENSG00000234857	0.54
ENSG00000168159	ENSG00000114383	0.53
ENSG00000168159	ENSG00000087152	0.52
ENSG00000168159	ENSG00000149927	0.53
ENSG00000168159	ENSG00000188229	0.53
ENSG00000168159	ENSG00000272822	0.54
ENSG00000168159	ENSG00000127561	0.53
ENSG00000168159	ENSG00000126214	0.53
ENSG00000168159	ENSG00000077080	0.53
ENSG00000168159	ENSG00000106089	0.52
ENSG00000168159	ENSG00000269292	0.53
ENSG00000168159	ENSG00000171603	0.52
ENSG00000168159	ENSG00000231937	0.52
ENSG00000168159	ENSG00000145029	0.52
ENSG00000168159	ENSG00000160014	0.54
ENSG00000168159	ENSG00000111652	0.53
ENSG00000168159	ENSG00000235961	0.53
ENSG00000168159	ENSG00000286190	0.53
ENSG00000168159	ENSG00000138629	0.52
ENSG00000168159	ENSG00000178947	0.53
ENSG00000168159	ENSG00000261351	0.52
ENSG00000168159	ENSG00000121905	0.52
ENSG00000168159	ENSG00000239789	0.52
ENSG00000168159	ENSG00000159164	0.53
ENSG00000168159	ENSG00000101152	0.54
ENSG00000168159	ENSG00000247596	0.53
ENSG00000168159	ENSG00000149582	0.54
ENSG00000168159	ENSG00000276293	0.53
ENSG00000168159	ENSG00000091592	0.53
ENSG00000168159	ENSG00000179115	0.54
ENSG00000168159	ENSG00000149657	0.53
ENSG00000168159	ENSG00000106976	0.53
ENSG00000168159	ENSG00000175182	0.53
ENSG00000168159	ENSG00000164076	0.52
ENSG00000168159	ENSG00000267707	0.51
ENSG00000168159	ENSG00000172500	0.53
ENSG00000168159	ENSG00000134744	-0.52
ENSG00000168159	ENSG00000136463	0.53
ENSG00000168159	ENSG00000130558	0.52
ENSG00000168159	ENSG00000008283	0.53
ENSG00000168159	ENSG00000127445	0.52
ENSG00000168159	ENSG00000184900	0.52
ENSG00000168159	ENSG00000130540	0.53
ENSG00000168159	ENSG00000124140	0.52
ENSG00000168159	ENSG00000176490	0.52
ENSG00000168159	ENSG00000121073	0.51
ENSG00000168159	ENSG00000269307	0.52
ENSG00000168159	ENSG00000105393	0.52
ENSG00000168159	ENSG00000161980	0.51
ENSG00000247775	ENSG00000112640	0.52
ENSG00000247775	ENSG00000163956	0.51
ENSG00000247775	ENSG00000267165	0.52
ENSG00000247775	ENSG00000269292	0.51
ENSG00000247775	ENSG00000272540	0.52
ENSG00000247775	ENSG00000225855	0.53
ENSG00000054356	ENSG00000158941	0.53
ENSG00000054356	ENSG00000156515	0.52
ENSG00000054356	ENSG00000112640	0.53
ENSG00000054356	ENSG00000162188	0.51
ENSG00000054356	ENSG00000087152	0.52
ENSG00000054356	ENSG00000184905	0.51
ENSG00000054356	ENSG00000159720	0.52
ENSG00000054356	ENSG00000105223	0.52
ENSG00000054356	ENSG00000204071	0.51
ENSG00000054356	ENSG00000184205	0.51
ENSG00000143450	ENSG00000112640	0.53
ENSG00000143450	ENSG00000285043	0.52
ENSG00000143450	ENSG00000204065	0.51
ENSG00000184388	ENSG00000280758	0.54
ENSG00000184388	ENSG00000158941	0.54
ENSG00000184388	ENSG00000087460	0.51
ENSG00000184388	ENSG00000112640	0.54
ENSG00000184388	ENSG00000161204	0.53
ENSG00000184388	ENSG00000177628	0.51
ENSG00000184388	ENSG00000130985	0.53
ENSG00000184388	ENSG00000268061	0.52
ENSG00000184388	ENSG00000131467	0.51
ENSG00000233728	ENSG00000144567	0.52
ENSG00000233728	ENSG00000067225	0.52
ENSG00000233728	ENSG00000167778	0.52
ENSG00000233728	ENSG00000146223	0.52
ENSG00000233728	ENSG00000130764	0.52
ENSG00000233728	ENSG00000255112	0.51
ENSG00000233728	ENSG00000092096	0.51
ENSG00000233728	ENSG00000174684	0.53
ENSG00000233728	ENSG00000071553	0.52
ENSG00000233728	ENSG00000182636	0.51
ENSG00000144567	ENSG00000134287	0.53
ENSG00000144567	ENSG00000177383	0.52
ENSG00000144567	ENSG00000067225	0.53
